FREQ,REF_AREA,DATA_TYPE,RESULT,TIME_PERIOD,OBS_VALUE,Codice Provincia/Uts,Codice Comune (numerico),Comune,Popolazione residente,Superficie (Kmq),Anno (Popolazione residente),_merge
A,4211,KILLINJ,F,2021,21,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,F,2022,11,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,F,2023,5,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,F,2024,23,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,M,2020,0,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,M,2021,0,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,M,2022,0,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,M,2023,0,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,KILLINJ,M,2024,0,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,ROADACC,9,2020,6,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,ROADACC,9,2021,15,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,ROADACC,9,2022,7,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,ROADACC,9,2023,3,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4211,ROADACC,9,2024,9,4.0,4211.0,Sant'Albano Stura,2347.0,27.4544,2020.0,both
A,4212,KILLINJ,F,2020,5,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,F,2021,5,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,F,2022,3,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,F,2023,8,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,F,2024,4,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,M,2020,0,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,M,2021,0,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,M,2022,0,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,M,2023,0,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,KILLINJ,M,2024,0,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,ROADACC,9,2020,5,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,ROADACC,9,2021,3,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,ROADACC,9,2022,3,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,ROADACC,9,2023,3,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4212,ROADACC,9,2024,4,4.0,4212.0,Santa Vittoria d'Alba,2878.0,10.0758,2020.0,both
A,4213,KILLINJ,F,2020,1,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,F,2021,3,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,F,2022,4,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,F,2023,8,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,F,2024,5,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,M,2020,1,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,M,2021,0,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,M,2022,0,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,M,2023,0,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,KILLINJ,M,2024,0,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,ROADACC,9,2020,2,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,ROADACC,9,2021,3,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,ROADACC,9,2022,2,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,ROADACC,9,2023,6,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4213,ROADACC,9,2024,3,4.0,4213.0,Santo Stefano Belbo,3863.0,27.1836,2020.0,both
A,4214,KILLINJ,F,2020,1,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,F,2021,3,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,F,2022,4,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,F,2023,4,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,F,2024,2,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,M,2020,0,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,M,2021,0,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,M,2022,0,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,M,2023,0,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,KILLINJ,M,2024,0,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,ROADACC,9,2020,1,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,ROADACC,9,2021,1,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,ROADACC,9,2022,3,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,ROADACC,9,2023,1,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4214,ROADACC,9,2024,1,4.0,4214.0,Santo Stefano Roero,1346.0,13.1142,2020.0,both
A,4215,KILLINJ,F,2020,50,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,F,2021,62,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,F,2022,63,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,F,2023,53,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,F,2024,99,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,M,2020,2,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,M,2021,6,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,M,2022,2,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,M,2023,2,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,KILLINJ,M,2024,2,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,ROADACC,9,2020,35,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,ROADACC,9,2021,41,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,ROADACC,9,2022,41,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,ROADACC,9,2023,43,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4215,ROADACC,9,2024,68,4.0,4215.0,Savigliano,21431.0,110.7876,2020.0,both
A,4216,KILLINJ,F,2020,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,F,2021,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,F,2022,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,F,2023,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,F,2024,1,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,M,2020,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,M,2021,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,M,2022,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,M,2023,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,KILLINJ,M,2024,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,ROADACC,9,2020,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,ROADACC,9,2021,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,ROADACC,9,2022,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,ROADACC,9,2023,0,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4216,ROADACC,9,2024,1,4.0,4216.0,Scagnello,177.0,9.3878,2020.0,both
A,4217,KILLINJ,F,2020,9,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,F,2021,7,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,F,2022,1,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,F,2023,6,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,F,2024,8,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,M,2020,1,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,M,2021,0,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,M,2022,1,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,M,2023,0,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,KILLINJ,M,2024,0,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,ROADACC,9,2020,6,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,ROADACC,9,2021,5,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,ROADACC,9,2022,2,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,ROADACC,9,2023,5,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4217,ROADACC,9,2024,5,4.0,4217.0,Scarnafigi,2152.0,30.4979,2020.0,both
A,4218,KILLINJ,F,2020,3,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,F,2021,3,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,F,2022,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,F,2023,3,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,F,2024,3,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,M,2020,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,M,2021,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,M,2022,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,M,2023,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,KILLINJ,M,2024,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,ROADACC,9,2020,2,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,ROADACC,9,2021,3,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,ROADACC,9,2022,0,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,ROADACC,9,2023,3,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4218,ROADACC,9,2024,2,4.0,4218.0,Serralunga d'Alba,548.0,8.3908,2020.0,both
A,4219,KILLINJ,F,2020,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,F,2021,2,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,F,2022,1,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,F,2023,1,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,F,2024,3,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,M,2020,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,M,2021,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,M,2022,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,M,2023,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,KILLINJ,M,2024,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,ROADACC,9,2020,0,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,ROADACC,9,2021,2,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,ROADACC,9,2022,1,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,ROADACC,9,2023,1,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4219,ROADACC,9,2024,2,4.0,4219.0,Serravalle Langhe,300.0,8.8995,2020.0,both
A,4220,KILLINJ,F,2020,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,F,2021,1,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,F,2022,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,F,2023,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,M,2020,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,M,2021,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,M,2022,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,KILLINJ,M,2023,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,ROADACC,9,2020,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,ROADACC,9,2021,1,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,ROADACC,9,2022,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4220,ROADACC,9,2023,0,4.0,4220.0,Sinio,480.0,8.6012,2020.0,both
A,4221,KILLINJ,F,2020,2,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,F,2021,2,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,F,2022,2,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,F,2023,0,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,M,2020,0,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,M,2021,0,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,M,2022,0,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,KILLINJ,M,2023,0,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,ROADACC,9,2020,1,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,ROADACC,9,2021,1,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,ROADACC,9,2022,1,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4221,ROADACC,9,2023,0,4.0,4221.0,Somano,316.0,11.6848,2020.0,both
A,4222,KILLINJ,F,2020,7,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,F,2021,8,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,F,2022,10,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,F,2023,12,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,F,2024,16,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,M,2020,0,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,M,2021,0,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,M,2022,0,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,M,2023,0,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,KILLINJ,M,2024,0,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,ROADACC,9,2020,5,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,ROADACC,9,2021,3,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,ROADACC,9,2022,6,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,ROADACC,9,2023,10,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4222,ROADACC,9,2024,12,4.0,4222.0,Sommariva del Bosco,6230.0,35.4155,2020.0,both
A,4223,KILLINJ,F,2020,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,F,2021,7,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,F,2022,6,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,F,2023,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,F,2024,4,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,M,2020,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,M,2021,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,M,2022,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,M,2023,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,KILLINJ,M,2024,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,ROADACC,9,2020,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,ROADACC,9,2021,3,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,ROADACC,9,2022,1,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,ROADACC,9,2023,0,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4223,ROADACC,9,2024,3,4.0,4223.0,Sommariva Perno,2660.0,17.0935,2020.0,both
A,4224,KILLINJ,F,2020,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,F,2021,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,F,2022,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,F,2023,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,M,2020,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,M,2021,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,M,2022,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,KILLINJ,M,2023,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,ROADACC,9,2020,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,ROADACC,9,2021,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,ROADACC,9,2022,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4224,ROADACC,9,2023,0,4.0,4224.0,Stroppo,98.0,28.0956,2020.0,both
A,4225,KILLINJ,F,2020,2,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,F,2021,8,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,F,2022,9,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,F,2023,10,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,F,2024,9,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,M,2020,0,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,M,2021,0,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,M,2022,0,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,M,2023,0,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,KILLINJ,M,2024,0,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,ROADACC,9,2020,1,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,ROADACC,9,2021,6,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,ROADACC,9,2022,6,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,ROADACC,9,2023,7,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4225,ROADACC,9,2024,7,4.0,4225.0,Tarantasca,2171.0,12.2016,2020.0,both
A,4226,KILLINJ,F,2020,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,F,2021,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,F,2022,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,F,2023,1,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,M,2020,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,M,2021,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,M,2022,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,KILLINJ,M,2023,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,ROADACC,9,2020,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,ROADACC,9,2021,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,ROADACC,9,2022,0,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4226,ROADACC,9,2023,1,4.0,4226.0,Torre Bormida,165.0,7.1829,2020.0,both
A,4227,KILLINJ,F,2020,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,F,2021,2,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,F,2022,1,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,F,2023,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,M,2020,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,M,2021,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,M,2022,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,KILLINJ,M,2023,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,ROADACC,9,2020,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,ROADACC,9,2021,1,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,ROADACC,9,2022,1,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4227,ROADACC,9,2023,0,4.0,4227.0,Torre Mondovì,491.0,18.5376,2020.0,both
A,4228,KILLINJ,F,2020,1,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,F,2021,2,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,F,2022,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,F,2023,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,F,2024,2,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,M,2020,1,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,M,2021,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,M,2022,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,M,2023,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,KILLINJ,M,2024,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,ROADACC,9,2020,2,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,ROADACC,9,2021,2,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,ROADACC,9,2022,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,ROADACC,9,2023,0,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4228,ROADACC,9,2024,2,4.0,4228.0,Torre San Giorgio,725.0,5.3901,2020.0,both
A,4229,KILLINJ,F,2020,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,F,2021,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,F,2022,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,F,2023,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,M,2020,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,M,2021,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,M,2022,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
A,4229,KILLINJ,M,2023,0,4.0,4229.0,Torresina,47.0,3.8226,2020.0,both
