ID_COMUNE,DATA_TYPE,RESULTS,TIME_PERIOD,OBS_VALUE,CODICE PROVINCIA,COMUNE,RESIDENTI,SUPERFICIE (KMQ),INCIDENTI_PRO_CAPITE(1000),DENSITA_INCIDENTI,DENSITA_POPOLAZIONE
13143,incidenti_stradali,incidenti,2021,54,13,Mariano Comense,25214,13.8027,2.1416673276751013,3.9122780325588473,1826.7440428321995
13143,incidenti_stradali,incidenti,2022,72,13,Mariano Comense,25214,13.8027,2.855556436900135,5.216370710078463,1826.7440428321995
13143,incidenti_stradali,incidenti,2023,65,13,Mariano Comense,25214,13.8027,2.577932894423733,4.7092235577097235,1826.7440428321995
13143,incidenti_stradali,incidenti,2024,66,13,Mariano Comense,25214,13.8027,2.6175934004917902,4.781673150905258,1826.7440428321995
13144,incidenti_stradali,incidenti,2020,0,13,Maslianico,3196,1.2884,0.0,0.0,2480.5960881713754
13144,incidenti_stradali,incidenti,2021,1,13,Maslianico,3196,1.2884,0.31289111389236546,0.776156473144986,2480.5960881713754
13144,incidenti_stradali,incidenti,2022,0,13,Maslianico,3196,1.2884,0.0,0.0,2480.5960881713754
13144,incidenti_stradali,incidenti,2023,0,13,Maslianico,3196,1.2884,0.0,0.0,2480.5960881713754
13145,incidenti_stradali,incidenti,2020,2,13,Menaggio,3073,11.7701,0.6508298080052066,0.16992209072140424,261.0852923934376
13145,incidenti_stradali,incidenti,2021,3,13,Menaggio,3073,11.7701,0.9762447120078099,0.2548831360821064,261.0852923934376
13145,incidenti_stradali,incidenti,2022,7,13,Menaggio,3073,11.7701,2.277904328018223,0.5947273175249148,261.0852923934376
13145,incidenti_stradali,incidenti,2023,13,13,Menaggio,3073,11.7701,4.230393752033843,1.1044935896891277,261.0852923934376
13145,incidenti_stradali,incidenti,2024,7,13,Menaggio,3073,11.7701,2.277904328018223,0.5947273175249148,261.0852923934376
13147,incidenti_stradali,incidenti,2020,4,13,Merone,4064,3.2814,0.984251968503937,1.2189918937039068,1238.4957640031694
13147,incidenti_stradali,incidenti,2021,5,13,Merone,4064,3.2814,1.2303149606299213,1.5237398671298836,1238.4957640031694
13147,incidenti_stradali,incidenti,2022,5,13,Merone,4064,3.2814,1.2303149606299213,1.5237398671298836,1238.4957640031694
13147,incidenti_stradali,incidenti,2023,5,13,Merone,4064,3.2814,1.2303149606299213,1.5237398671298836,1238.4957640031694
13147,incidenti_stradali,incidenti,2024,8,13,Merone,4064,3.2814,1.968503937007874,2.4379837874078136,1238.4957640031694
13152,incidenti_stradali,incidenti,2020,2,13,Moltrasio,1569,8.8973,1.2746972594008923,0.22478729502208536,176.34563294482598
13152,incidenti_stradali,incidenti,2021,6,13,Moltrasio,1569,8.8973,3.8240917782026767,0.674361885066256,176.34563294482598
13152,incidenti_stradali,incidenti,2022,5,13,Moltrasio,1569,8.8973,3.1867431485022304,0.5619682375552134,176.34563294482598
13152,incidenti_stradali,incidenti,2023,2,13,Moltrasio,1569,8.8973,1.2746972594008923,0.22478729502208536,176.34563294482598
13152,incidenti_stradali,incidenti,2024,10,13,Moltrasio,1569,8.8973,6.373486297004461,1.1239364751104268,176.34563294482598
13153,incidenti_stradali,incidenti,2020,1,13,Monguzzo,2364,3.727,0.4230118443316413,0.26831231553528306,634.2903139254092
13153,incidenti_stradali,incidenti,2021,4,13,Monguzzo,2364,3.727,1.6920473773265652,1.0732492621411323,634.2903139254092
13153,incidenti_stradali,incidenti,2022,2,13,Monguzzo,2364,3.727,0.8460236886632826,0.5366246310705661,634.2903139254092
13153,incidenti_stradali,incidenti,2023,2,13,Monguzzo,2364,3.727,0.8460236886632826,0.5366246310705661,634.2903139254092
13153,incidenti_stradali,incidenti,2024,1,13,Monguzzo,2364,3.727,0.4230118443316413,0.26831231553528306,634.2903139254092
13154,incidenti_stradali,incidenti,2020,6,13,Montano Lucino,5287,5.2231,1.1348590883298657,1.1487430836093508,1012.2341138404397
13154,incidenti_stradali,incidenti,2021,8,13,Montano Lucino,5287,5.2231,1.5131454511064877,1.5316574448124678,1012.2341138404397
13154,incidenti_stradali,incidenti,2022,20,13,Montano Lucino,5287,5.2231,3.7828636277662193,3.8291436120311695,1012.2341138404397
13154,incidenti_stradali,incidenti,2023,6,13,Montano Lucino,5287,5.2231,1.1348590883298657,1.1487430836093508,1012.2341138404397
13154,incidenti_stradali,incidenti,2024,10,13,Montano Lucino,5287,5.2231,1.8914318138831097,1.9145718060155847,1012.2341138404397
13155,incidenti_stradali,incidenti,2020,1,13,Montemezzo,224,9.0152,4.464285714285714,0.11092377318306859,24.846925193007365
13155,incidenti_stradali,incidenti,2021,0,13,Montemezzo,224,9.0152,0.0,0.0,24.846925193007365
13155,incidenti_stradali,incidenti,2022,1,13,Montemezzo,224,9.0152,4.464285714285714,0.11092377318306859,24.846925193007365
13155,incidenti_stradali,incidenti,2023,0,13,Montemezzo,224,9.0152,0.0,0.0,24.846925193007365
13157,incidenti_stradali,incidenti,2020,2,13,Montorfano,2515,3.5169,0.7952286282306164,0.5686826466490374,715.1184281611646
13157,incidenti_stradali,incidenti,2021,8,13,Montorfano,2515,3.5169,3.1809145129224654,2.27473058659615,715.1184281611646
13157,incidenti_stradali,incidenti,2022,2,13,Montorfano,2515,3.5169,0.7952286282306164,0.5686826466490374,715.1184281611646
13157,incidenti_stradali,incidenti,2023,3,13,Montorfano,2515,3.5169,1.1928429423459246,0.8530239699735562,715.1184281611646
13159,incidenti_stradali,incidenti,2020,12,13,Mozzate,8656,10.6815,1.3863216266173752,1.1234377194214296,810.3730749426579
13159,incidenti_stradali,incidenti,2021,6,13,Mozzate,8656,10.6815,0.6931608133086876,0.5617188597107148,810.3730749426579
13159,incidenti_stradali,incidenti,2022,21,13,Mozzate,8656,10.6815,2.4260628465804066,1.9660160089875018,810.3730749426579
13159,incidenti_stradali,incidenti,2023,7,13,Mozzate,8656,10.6815,0.8086876155268022,0.6553386696625007,810.3730749426579
13159,incidenti_stradali,incidenti,2024,9,13,Mozzate,8656,10.6815,1.0397412199630314,0.8425782895660722,810.3730749426579
13160,incidenti_stradali,incidenti,2020,2,13,Musso,946,3.7055,2.1141649048625792,0.5397382269599245,255.29618135204427
13160,incidenti_stradali,incidenti,2021,0,13,Musso,946,3.7055,0.0,0.0,255.29618135204427
13160,incidenti_stradali,incidenti,2022,1,13,Musso,946,3.7055,1.0570824524312896,0.26986911347996223,255.29618135204427
13160,incidenti_stradali,incidenti,2023,0,13,Musso,946,3.7055,0.0,0.0,255.29618135204427
13161,incidenti_stradali,incidenti,2020,1,13,Nesso,1172,15.0301,0.8532423208191127,0.06653315679869064,77.97685976806542
13161,incidenti_stradali,incidenti,2021,3,13,Nesso,1172,15.0301,2.5597269624573378,0.1995994703960719,77.97685976806542
13161,incidenti_stradali,incidenti,2022,3,13,Nesso,1172,15.0301,2.5597269624573378,0.1995994703960719,77.97685976806542
13161,incidenti_stradali,incidenti,2023,6,13,Nesso,1172,15.0301,5.1194539249146755,0.3991989407921438,77.97685976806542
13161,incidenti_stradali,incidenti,2024,2,13,Nesso,1172,15.0301,1.7064846416382253,0.13306631359738127,77.97685976806542
13163,incidenti_stradali,incidenti,2020,2,13,Novedrate,2860,2.921,0.6993006993006993,0.6846970215679562,979.1167408421774
13163,incidenti_stradali,incidenti,2021,7,13,Novedrate,2860,2.921,2.447552447552448,2.3964395754878467,979.1167408421774
13163,incidenti_stradali,incidenti,2022,3,13,Novedrate,2860,2.921,1.048951048951049,1.0270455323519343,979.1167408421774
13163,incidenti_stradali,incidenti,2023,5,13,Novedrate,2860,2.921,1.7482517482517483,1.7117425539198905,979.1167408421774
13163,incidenti_stradali,incidenti,2024,6,13,Novedrate,2860,2.921,2.097902097902098,2.0540910647038686,979.1167408421774
13165,incidenti_stradali,incidenti,2020,25,13,Olgiate Comasco,11735,10.9644,2.1303792074989345,2.2801065265769216,1070.282003575207
13165,incidenti_stradali,incidenti,2021,24,13,Olgiate Comasco,11735,10.9644,2.045164039198977,2.188902265513845,1070.282003575207
13165,incidenti_stradali,incidenti,2022,19,13,Olgiate Comasco,11735,10.9644,1.6190881976991904,1.7328809601984605,1070.282003575207
13165,incidenti_stradali,incidenti,2023,24,13,Olgiate Comasco,11735,10.9644,2.045164039198977,2.188902265513845,1070.282003575207
13165,incidenti_stradali,incidenti,2024,25,13,Olgiate Comasco,11735,10.9644,2.1303792074989345,2.2801065265769216,1070.282003575207
13169,incidenti_stradali,incidenti,2020,2,13,Oltrona di San Mamette,2380,2.688,0.8403361344537815,0.744047619047619,885.4166666666666
13169,incidenti_stradali,incidenti,2021,3,13,Oltrona di San Mamette,2380,2.688,1.2605042016806725,1.1160714285714286,885.4166666666666
13169,incidenti_stradali,incidenti,2022,7,13,Oltrona di San Mamette,2380,2.688,2.941176470588235,2.6041666666666665,885.4166666666666
13169,incidenti_stradali,incidenti,2023,9,13,Oltrona di San Mamette,2380,2.688,3.7815126050420167,3.3482142857142856,885.4166666666666
13169,incidenti_stradali,incidenti,2024,5,13,Oltrona di San Mamette,2380,2.688,2.100840336134454,1.8601190476190474,885.4166666666666
13170,incidenti_stradali,incidenti,2020,1,13,Orsenigo,2674,4.4607,0.3739715781600598,0.22418006142533684,599.4574842513507
13170,incidenti_stradali,incidenti,2021,3,13,Orsenigo,2674,4.4607,1.1219147344801794,0.6725401842760105,599.4574842513507
13170,incidenti_stradali,incidenti,2022,2,13,Orsenigo,2674,4.4607,0.7479431563201197,0.44836012285067367,599.4574842513507
13170,incidenti_stradali,incidenti,2023,1,13,Orsenigo,2674,4.4607,0.3739715781600598,0.22418006142533684,599.4574842513507
13170,incidenti_stradali,incidenti,2024,2,13,Orsenigo,2674,4.4607,0.7479431563201197,0.44836012285067367,599.4574842513507
13178,incidenti_stradali,incidenti,2020,1,13,Peglio,189,10.5747,5.291005291005291,0.09456533045854729,17.872847456665436
13178,incidenti_stradali,incidenti,2021,0,13,Peglio,189,10.5747,0.0,0.0,17.872847456665436
13178,incidenti_stradali,incidenti,2022,0,13,Peglio,189,10.5747,0.0,0.0,17.872847456665436
13178,incidenti_stradali,incidenti,2023,0,13,Peglio,189,10.5747,0.0,0.0,17.872847456665436
13183,incidenti_stradali,incidenti,2020,1,13,Pianello del Lario,1036,9.7955,0.9652509652509653,0.10208769332856923,105.76285028839773
13183,incidenti_stradali,incidenti,2021,0,13,Pianello del Lario,1036,9.7955,0.0,0.0,105.76285028839773
13183,incidenti_stradali,incidenti,2022,1,13,Pianello del Lario,1036,9.7955,0.9652509652509653,0.10208769332856923,105.76285028839773
13183,incidenti_stradali,incidenti,2023,1,13,Pianello del Lario,1036,9.7955,0.9652509652509653,0.10208769332856923,105.76285028839773
13184,incidenti_stradali,incidenti,2020,1,13,Pigra,245,4.5334,4.081632653061225,0.22058499139718532,54.04332289231041
13184,incidenti_stradali,incidenti,2021,0,13,Pigra,245,4.5334,0.0,0.0,54.04332289231041
13184,incidenti_stradali,incidenti,2022,0,13,Pigra,245,4.5334,0.0,0.0,54.04332289231041
13184,incidenti_stradali,incidenti,2023,1,13,Pigra,245,4.5334,4.081632653061225,0.22058499139718532,54.04332289231041
13184,incidenti_stradali,incidenti,2024,1,13,Pigra,245,4.5334,4.081632653061225,0.22058499139718532,54.04332289231041
13185,incidenti_stradali,incidenti,2020,0,13,Plesio,832,16.904,0.0,0.0,49.21911973497397
13185,incidenti_stradali,incidenti,2021,0,13,Plesio,832,16.904,0.0,0.0,49.21911973497397
13185,incidenti_stradali,incidenti,2022,1,13,Plesio,832,16.904,1.201923076923077,0.059157595835305256,49.21911973497397
13185,incidenti_stradali,incidenti,2023,1,13,Plesio,832,16.904,1.201923076923077,0.059157595835305256,49.21911973497397
13185,incidenti_stradali,incidenti,2024,1,13,Plesio,832,16.904,1.201923076923077,0.059157595835305256,49.21911973497397
13186,incidenti_stradali,incidenti,2020,0,13,Pognana Lario,683,5.0749,0.0,0.0,134.58393268832882
13186,incidenti_stradali,incidenti,2021,2,13,Pognana Lario,683,5.0749,2.9282576866764276,0.3940964353977418,134.58393268832882
13186,incidenti_stradali,incidenti,2022,2,13,Pognana Lario,683,5.0749,2.9282576866764276,0.3940964353977418,134.58393268832882
13186,incidenti_stradali,incidenti,2023,0,13,Pognana Lario,683,5.0749,0.0,0.0,134.58393268832882
13187,incidenti_stradali,incidenti,2020,0,13,Ponna,231,5.8112,0.0,0.0,39.75082599118942
13187,incidenti_stradali,incidenti,2021,0,13,Ponna,231,5.8112,0.0,0.0,39.75082599118942
13187,incidenti_stradali,incidenti,2022,0,13,Ponna,231,5.8112,0.0,0.0,39.75082599118942
13187,incidenti_stradali,incidenti,2023,1,13,Ponna,231,5.8112,4.329004329004329,0.17208149779735682,39.75082599118942
13188,incidenti_stradali,incidenti,2020,3,13,Ponte Lambro,4270,3.3802,0.702576112412178,0.8875214484350039,1263.2388616058222
13188,incidenti_stradali,incidenti,2021,2,13,Ponte Lambro,4270,3.3802,0.468384074941452,0.5916809656233359,1263.2388616058222
13188,incidenti_stradali,incidenti,2022,2,13,Ponte Lambro,4270,3.3802,0.468384074941452,0.5916809656233359,1263.2388616058222
13188,incidenti_stradali,incidenti,2023,1,13,Ponte Lambro,4270,3.3802,0.234192037470726,0.29584048281166797,1263.2388616058222
13188,incidenti_stradali,incidenti,2024,2,13,Ponte Lambro,4270,3.3802,0.468384074941452,0.5916809656233359,1263.2388616058222
13189,incidenti_stradali,incidenti,2020,9,13,Porlezza,4847,18.6399,1.8568186507117805,0.4828352083433924,260.0335838711581
13189,incidenti_stradali,incidenti,2021,9,13,Porlezza,4847,18.6399,1.8568186507117805,0.4828352083433924,260.0335838711581
13189,incidenti_stradali,incidenti,2022,18,13,Porlezza,4847,18.6399,3.713637301423561,0.9656704166867848,260.0335838711581
13189,incidenti_stradali,incidenti,2023,23,13,Porlezza,4847,18.6399,4.745203218485661,1.2339121990997806,260.0335838711581
13189,incidenti_stradali,incidenti,2024,21,13,Porlezza,4847,18.6399,4.332576851660821,1.1266154861345823,260.0335838711581
13192,incidenti_stradali,incidenti,2020,0,13,Proserpio,908,2.2991,0.0,0.0,394.93714931929884
13192,incidenti_stradali,incidenti,2021,0,13,Proserpio,908,2.2991,0.0,0.0,394.93714931929884
13192,incidenti_stradali,incidenti,2022,0,13,Proserpio,908,2.2991,0.0,0.0,394.93714931929884
13192,incidenti_stradali,incidenti,2023,0,13,Proserpio,908,2.2991,0.0,0.0,394.93714931929884
13192,incidenti_stradali,incidenti,2024,2,13,Proserpio,908,2.2991,2.2026431718061676,0.8699056152407463,394.93714931929884
13193,incidenti_stradali,incidenti,2020,2,13,Pusiano,1366,3.2026,1.4641288433382138,0.6244925997626928,426.5284456379192
13193,incidenti_stradali,incidenti,2021,6,13,Pusiano,1366,3.2026,4.392386530014641,1.8734777992880784,426.5284456379192
13193,incidenti_stradali,incidenti,2022,1,13,Pusiano,1366,3.2026,0.7320644216691069,0.3122462998813464,426.5284456379192
13193,incidenti_stradali,incidenti,2023,3,13,Pusiano,1366,3.2026,2.1961932650073206,0.9367388996440392,426.5284456379192
13193,incidenti_stradali,incidenti,2024,7,13,Pusiano,1366,3.2026,5.124450951683748,2.185724099169425,426.5284456379192
13195,incidenti_stradali,incidenti,2020,0,13,Rezzago,303,4.0752,0.0,0.0,74.35217903415784
13195,incidenti_stradali,incidenti,2021,0,13,Rezzago,303,4.0752,0.0,0.0,74.35217903415784
13195,incidenti_stradali,incidenti,2022,0,13,Rezzago,303,4.0752,0.0,0.0,74.35217903415784
13195,incidenti_stradali,incidenti,2023,0,13,Rezzago,303,4.0752,0.0,0.0,74.35217903415784
13197,incidenti_stradali,incidenti,2020,0,13,Rodero,1258,2.5208,0.0,0.0,499.04792129482706
13197,incidenti_stradali,incidenti,2021,1,13,Rodero,1258,2.5208,0.794912559618442,0.3966994604887337,499.04792129482706
13197,incidenti_stradali,incidenti,2022,1,13,Rodero,1258,2.5208,0.794912559618442,0.3966994604887337,499.04792129482706
13197,incidenti_stradali,incidenti,2023,1,13,Rodero,1258,2.5208,0.794912559618442,0.3966994604887337,499.04792129482706
13197,incidenti_stradali,incidenti,2024,1,13,Rodero,1258,2.5208,0.794912559618442,0.3966994604887337,499.04792129482706
13199,incidenti_stradali,incidenti,2020,0,13,Ronago,1646,2.0864,0.0,0.0,788.9187116564418
13199,incidenti_stradali,incidenti,2021,0,13,Ronago,1646,2.0864,0.0,0.0,788.9187116564418
13199,incidenti_stradali,incidenti,2022,0,13,Ronago,1646,2.0864,0.0,0.0,788.9187116564418
13199,incidenti_stradali,incidenti,2023,1,13,Ronago,1646,2.0864,0.6075334143377885,0.4792944785276074,788.9187116564418
13201,incidenti_stradali,incidenti,2020,7,13,Rovellasca,7971,3.5679,0.8781834148789361,1.961938395134393,2234.087278230892
13201,incidenti_stradali,incidenti,2021,7,13,Rovellasca,7971,3.5679,0.8781834148789361,1.961938395134393,2234.087278230892
13201,incidenti_stradali,incidenti,2022,1,13,Rovellasca,7971,3.5679,0.12545477355413376,0.28027691359062756,2234.087278230892
13201,incidenti_stradali,incidenti,2023,2,13,Rovellasca,7971,3.5679,0.2509095471082675,0.5605538271812551,2234.087278230892
13201,incidenti_stradali,incidenti,2024,1,13,Rovellasca,7971,3.5679,0.12545477355413376,0.28027691359062756,2234.087278230892
13202,incidenti_stradali,incidenti,2020,7,13,Rovello Porro,6217,5.5316,1.1259449895447966,1.2654566490707932,1123.9062838961602
13202,incidenti_stradali,incidenti,2021,7,13,Rovello Porro,6217,5.5316,1.1259449895447966,1.2654566490707932,1123.9062838961602
13202,incidenti_stradali,incidenti,2022,6,13,Rovello Porro,6217,5.5316,0.9650957053241113,1.0846771277749656,1123.9062838961602
13202,incidenti_stradali,incidenti,2023,6,13,Rovello Porro,6217,5.5316,0.9650957053241113,1.0846771277749656,1123.9062838961602
13202,incidenti_stradali,incidenti,2024,6,13,Rovello Porro,6217,5.5316,0.9650957053241113,1.0846771277749656,1123.9062838961602
13203,incidenti_stradali,incidenti,2020,0,13,Sala Comacina,481,4.7342,0.0,0.0,101.60111528874994
13203,incidenti_stradali,incidenti,2021,0,13,Sala Comacina,481,4.7342,0.0,0.0,101.60111528874994
13203,incidenti_stradali,incidenti,2022,0,13,Sala Comacina,481,4.7342,0.0,0.0,101.60111528874994
13203,incidenti_stradali,incidenti,2023,2,13,Sala Comacina,481,4.7342,4.158004158004158,0.42245785982848205,101.60111528874994
13203,incidenti_stradali,incidenti,2024,4,13,Sala Comacina,481,4.7342,8.316008316008316,0.8449157196569641,101.60111528874994
13204,incidenti_stradali,incidenti,2020,0,13,San Bartolomeo Val Cavargna,980,10.5076,0.0,0.0,93.2658266397655
13204,incidenti_stradali,incidenti,2021,0,13,San Bartolomeo Val Cavargna,980,10.5076,0.0,0.0,93.2658266397655
13204,incidenti_stradali,incidenti,2022,0,13,San Bartolomeo Val Cavargna,980,10.5076,0.0,0.0,93.2658266397655
13204,incidenti_stradali,incidenti,2023,2,13,San Bartolomeo Val Cavargna,980,10.5076,2.0408163265306123,0.19033842171380716,93.2658266397655
13206,incidenti_stradali,incidenti,2020,4,13,San Fermo della Battaglia,7774,5.7797,0.5145356315924878,0.6920774434659238,1345.052511376023
13206,incidenti_stradali,incidenti,2021,5,13,San Fermo della Battaglia,7774,5.7797,0.6431695394906097,0.8650968043324048,1345.052511376023
13206,incidenti_stradali,incidenti,2022,5,13,San Fermo della Battaglia,7774,5.7797,0.6431695394906097,0.8650968043324048,1345.052511376023
13206,incidenti_stradali,incidenti,2023,9,13,San Fermo della Battaglia,7774,5.7797,1.1577051710830975,1.5571742477983286,1345.052511376023
13206,incidenti_stradali,incidenti,2024,3,13,San Fermo della Battaglia,7774,5.7797,0.3859017236943658,0.5190580825994429,1345.052511376023
13207,incidenti_stradali,incidenti,2020,1,13,San Nazzaro Val Cavargna,281,12.993,3.558718861209964,0.07696451935657661,21.627029939198028
13207,incidenti_stradali,incidenti,2021,2,13,San Nazzaro Val Cavargna,281,12.993,7.117437722419928,0.15392903871315322,21.627029939198028
13207,incidenti_stradali,incidenti,2022,0,13,San Nazzaro Val Cavargna,281,12.993,0.0,0.0,21.627029939198028
13207,incidenti_stradali,incidenti,2023,0,13,San Nazzaro Val Cavargna,281,12.993,0.0,0.0,21.627029939198028
13211,incidenti_stradali,incidenti,2020,1,13,Schignano,871,10.1171,1.1481056257175661,0.09884255369621729,86.09186426940526
13211,incidenti_stradali,incidenti,2021,0,13,Schignano,871,10.1171,0.0,0.0,86.09186426940526
13211,incidenti_stradali,incidenti,2022,0,13,Schignano,871,10.1171,0.0,0.0,86.09186426940526
13211,incidenti_stradali,incidenti,2023,1,13,Schignano,871,10.1171,1.1481056257175661,0.09884255369621729,86.09186426940526
13212,incidenti_stradali,incidenti,2020,1,13,Senna Comasco,3157,2.7868,0.31675641431738993,0.3588345055260514,1132.8405339457443
13212,incidenti_stradali,incidenti,2021,0,13,Senna Comasco,3157,2.7868,0.0,0.0,1132.8405339457443
13212,incidenti_stradali,incidenti,2022,2,13,Senna Comasco,3157,2.7868,0.6335128286347799,0.7176690110521028,1132.8405339457443
13212,incidenti_stradali,incidenti,2023,2,13,Senna Comasco,3157,2.7868,0.6335128286347799,0.7176690110521028,1132.8405339457443
13212,incidenti_stradali,incidenti,2024,7,13,Senna Comasco,3157,2.7868,2.2172949002217295,2.5118415386823596,1132.8405339457443
13216,incidenti_stradali,incidenti,2020,7,13,Sorico,1235,24.437,5.668016194331984,0.2864508736751647,50.53811842697549
13216,incidenti_stradali,incidenti,2021,2,13,Sorico,1235,24.437,1.6194331983805668,0.08184310676433278,50.53811842697549
13216,incidenti_stradali,incidenti,2022,16,13,Sorico,1235,24.437,12.955465587044534,0.6547448541146622,50.53811842697549
13216,incidenti_stradali,incidenti,2023,9,13,Sorico,1235,24.437,7.28744939271255,0.36829398043949746,50.53811842697549
13216,incidenti_stradali,incidenti,2024,9,13,Sorico,1235,24.437,7.28744939271255,0.36829398043949746,50.53811842697549
13217,incidenti_stradali,incidenti,2020,0,13,Sormano,632,10.7425,0.0,0.0,58.83174307656505
13217,incidenti_stradali,incidenti,2021,1,13,Sormano,632,10.7425,1.5822784810126582,0.09308820107051431,58.83174307656505
13217,incidenti_stradali,incidenti,2022,3,13,Sormano,632,10.7425,4.746835443037975,0.27926460321154295,58.83174307656505
13217,incidenti_stradali,incidenti,2023,2,13,Sormano,632,10.7425,3.1645569620253164,0.18617640214102862,58.83174307656505
13217,incidenti_stradali,incidenti,2024,2,13,Sormano,632,10.7425,3.1645569620253164,0.18617640214102862,58.83174307656505
13218,incidenti_stradali,incidenti,2020,0,13,Stazzona,613,7.2943,0.0,0.0,84.03822162510454
13218,incidenti_stradali,incidenti,2021,0,13,Stazzona,613,7.2943,0.0,0.0,84.03822162510454
13218,incidenti_stradali,incidenti,2022,0,13,Stazzona,613,7.2943,0.0,0.0,84.03822162510454
13218,incidenti_stradali,incidenti,2023,1,13,Stazzona,613,7.2943,1.6313213703099512,0.1370933468598769,84.03822162510454
13222,incidenti_stradali,incidenti,2020,2,13,Tavernerio,5740,11.8815,0.34843205574912894,0.16832891469932246,483.10398518705546
13222,incidenti_stradali,incidenti,2021,10,13,Tavernerio,5740,11.8815,1.7421602787456445,0.8416445734966124,483.10398518705546
13222,incidenti_stradali,incidenti,2022,12,13,Tavernerio,5740,11.8815,2.0905923344947737,1.0099734881959348,483.10398518705546
13222,incidenti_stradali,incidenti,2023,21,13,Tavernerio,5740,11.8815,3.658536585365854,1.767453604342886,483.10398518705546
13222,incidenti_stradali,incidenti,2024,11,13,Tavernerio,5740,11.8815,1.916376306620209,0.9258090308462735,483.10398518705546
13223,incidenti_stradali,incidenti,2020,3,13,Torno,1123,7.5288,2.6714158504007126,0.3984698756773988,149.16055679523961
13223,incidenti_stradali,incidenti,2021,3,13,Torno,1123,7.5288,2.6714158504007126,0.3984698756773988,149.16055679523961
13223,incidenti_stradali,incidenti,2022,5,13,Torno,1123,7.5288,4.452359750667854,0.6641164594623313,149.16055679523961
13223,incidenti_stradali,incidenti,2023,1,13,Torno,1123,7.5288,0.8904719501335707,0.13282329189246625,149.16055679523961
13223,incidenti_stradali,incidenti,2024,3,13,Torno,1123,7.5288,2.6714158504007126,0.3984698756773988,149.16055679523961
13226,incidenti_stradali,incidenti,2020,0,13,Trezzone,234,3.9091,0.0,0.0,59.860325906218826
13226,incidenti_stradali,incidenti,2021,0,13,Trezzone,234,3.9091,0.0,0.0,59.860325906218826
13226,incidenti_stradali,incidenti,2022,0,13,Trezzone,234,3.9091,0.0,0.0,59.860325906218826
13226,incidenti_stradali,incidenti,2023,0,13,Trezzone,234,3.9091,0.0,0.0,59.860325906218826
13227,incidenti_stradali,incidenti,2020,15,13,Turate,9481,10.2824,1.5821115916042612,1.4588033922041546,922.0609974325059
13227,incidenti_stradali,incidenti,2021,13,13,Turate,9481,10.2824,1.3711633793903597,1.2642962732436005,922.0609974325059
13227,incidenti_stradali,incidenti,2022,8,13,Turate,9481,10.2824,0.8437928488556059,0.7780284758422158,922.0609974325059
13227,incidenti_stradali,incidenti,2023,11,13,Turate,9481,10.2824,1.1602151671764582,1.0697891542830467,922.0609974325059
13227,incidenti_stradali,incidenti,2024,27,13,Turate,9481,10.2824,2.84780086488767,2.625846105967478,922.0609974325059
13228,incidenti_stradali,incidenti,2020,4,13,Uggiate-Trevano,4952,5.7844,0.8077544426494346,0.691515109605145,856.0957056911694
13228,incidenti_stradali,incidenti,2021,0,13,Uggiate-Trevano,4952,5.7844,0.0,0.0,856.0957056911694
13228,incidenti_stradali,incidenti,2022,2,13,Uggiate-Trevano,4952,5.7844,0.4038772213247173,0.3457575548025725,856.0957056911694
13228,incidenti_stradali,incidenti,2023,4,13,Uggiate-Trevano,4952,5.7844,0.8077544426494346,0.691515109605145,856.0957056911694
13229,incidenti_stradali,incidenti,2020,3,13,Valbrona,2606,13.6474,1.1511895625479662,0.2198220906546302,190.95212274865543
13229,incidenti_stradali,incidenti,2021,1,13,Valbrona,2606,13.6474,0.3837298541826554,0.07327403021821007,190.95212274865543
13229,incidenti_stradali,incidenti,2022,4,13,Valbrona,2606,13.6474,1.5349194167306217,0.29309612087284026,190.95212274865543
13229,incidenti_stradali,incidenti,2023,2,13,Valbrona,2606,13.6474,0.7674597083653109,0.14654806043642013,190.95212274865543
13229,incidenti_stradali,incidenti,2024,5,13,Valbrona,2606,13.6474,1.918649270913277,0.3663701510910503,190.95212274865543
13232,incidenti_stradali,incidenti,2020,2,13,Valmorea,2629,3.132,0.7607455306200076,0.6385696040868455,839.3997445721583
13232,incidenti_stradali,incidenti,2021,2,13,Valmorea,2629,3.132,0.7607455306200076,0.6385696040868455,839.3997445721583
13232,incidenti_stradali,incidenti,2022,2,13,Valmorea,2629,3.132,0.7607455306200076,0.6385696040868455,839.3997445721583
13232,incidenti_stradali,incidenti,2023,1,13,Valmorea,2629,3.132,0.3803727653100038,0.31928480204342274,839.3997445721583
13232,incidenti_stradali,incidenti,2024,3,13,Valmorea,2629,3.132,1.1411182959300115,0.9578544061302682,839.3997445721583
13233,incidenti_stradali,incidenti,2020,0,13,Val Rezzo,164,6.6115,0.0,0.0,24.80526355592528
13233,incidenti_stradali,incidenti,2021,0,13,Val Rezzo,164,6.6115,0.0,0.0,24.80526355592528
13233,incidenti_stradali,incidenti,2022,0,13,Val Rezzo,164,6.6115,0.0,0.0,24.80526355592528
13233,incidenti_stradali,incidenti,2023,0,13,Val Rezzo,164,6.6115,0.0,0.0,24.80526355592528
13234,incidenti_stradali,incidenti,2020,2,13,Valsolda,1453,31.7405,1.3764624913971093,0.06301097966320632,45.77747672531939
13234,incidenti_stradali,incidenti,2021,3,13,Valsolda,1453,31.7405,2.064693737095664,0.09451646949480946,45.77747672531939
