ID_COMUNE,COMUNE,OBS_VALUE,RESIDENTI,SUPERFICIE (KMQ),DENSITA_POPOLAZIONE,DENSITA_INCIDENTI,INCIDENTI_PRO_CAPITE(1000)
1113,Germagnano,20,1117,14.4442,77.33207792747261,1.3846388169645947,17.905102954341988
1114,Giaglione,13,594,33.3833,17.793327801625363,0.38941626501873694,21.885521885521886
1115,Giaveno,96,16168,71.7376,225.3769292532786,1.3382103666696405,5.937654626422563
1116,Givoletto,13,4003,12.8199,312.2489254986388,1.0140484715169384,3.247564326754934
1117,Gravere,12,665,18.987,35.0239637646811,0.6320113762047718,18.045112781954888
1118,Groscavallo,2,194,92.0935,2.10655475142111,0.021717059293001134,10.309278350515465
1119,Grosso,11,973,4.3296,224.7320768662232,2.540650406504065,11.305241521068858
1120,Grugliasco,227,37201,13.1321,2832.829478910456,17.28588725337151,6.101986505739093
1121,Ingria,0,45,14.7506,3.0507233604056783,0.0,0.0
1122,Inverso Pinasca,10,689,8.0292,85.81178697753201,1.2454540925621482,14.513788098693759
1123,Isolabella,0,371,4.7716,77.75169754380082,0.0,0.0
1124,Issiglio,3,409,5.5042,74.30689291813525,0.5450383343628502,7.334963325183374
1125,Ivrea,253,22839,30.1075,758.5817487337042,8.403221788590882,11.07754279959718
1126,La Cassa,8,1766,12.0353,146.73502114612847,0.6647113075702309,4.530011325028313
1127,La Loggia,67,8783,12.7929,686.5526971992277,5.237280053779831,7.628372993282477
1128,Lanzo Torinese,32,4878,10.2876,474.16307010381433,3.1105408452894747,6.5600656006560065
1129,Lauriano,5,1422,14.29,99.51014695591323,0.34989503149055284,3.5161744022503516
1130,Leini,175,16309,31.9191,510.94799038820014,5.482610725239747,10.730271629161813
