ID_COMUNE,DATA_TYPE,RESULTS,TIME_PERIOD,OBS_VALUE,CODICE PROVINCIA,COMUNE,RESIDENTI,SUPERFICIE (KMQ)
16110,morti_e_feriti,morti,2022,0,16,Gaverina Terme,862,5.1962
16110,morti_e_feriti,morti,2023,0,16,Gaverina Terme,862,5.1962
16110,morti_e_feriti,morti,2024,0,16,Gaverina Terme,862,5.1962
16110,incidenti_stradali,incidenti,2020,0,16,Gaverina Terme,862,5.1962
16110,incidenti_stradali,incidenti,2021,0,16,Gaverina Terme,862,5.1962
16110,incidenti_stradali,incidenti,2022,0,16,Gaverina Terme,862,5.1962
16110,incidenti_stradali,incidenti,2023,1,16,Gaverina Terme,862,5.1962
16110,incidenti_stradali,incidenti,2024,1,16,Gaverina Terme,862,5.1962
16111,morti_e_feriti,feriti,2020,6,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,feriti,2021,8,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,feriti,2022,15,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,feriti,2023,14,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,feriti,2024,11,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,morti,2020,0,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,morti,2021,0,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,morti,2022,0,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,morti,2023,0,16,Gazzaniga,4934,14.4134
16111,morti_e_feriti,morti,2024,1,16,Gazzaniga,4934,14.4134
16111,incidenti_stradali,incidenti,2020,5,16,Gazzaniga,4934,14.4134
16111,incidenti_stradali,incidenti,2021,8,16,Gazzaniga,4934,14.4134
16111,incidenti_stradali,incidenti,2022,11,16,Gazzaniga,4934,14.4134
16111,incidenti_stradali,incidenti,2023,8,16,Gazzaniga,4934,14.4134
16111,incidenti_stradali,incidenti,2024,10,16,Gazzaniga,4934,14.4134
16113,morti_e_feriti,feriti,2020,9,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,feriti,2021,22,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,feriti,2022,18,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,feriti,2023,17,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,feriti,2024,29,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,morti,2020,0,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,morti,2021,0,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,morti,2022,0,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,morti,2023,1,16,Ghisalba,6133,10.5881
16113,morti_e_feriti,morti,2024,0,16,Ghisalba,6133,10.5881
16113,incidenti_stradali,incidenti,2020,7,16,Ghisalba,6133,10.5881
16113,incidenti_stradali,incidenti,2021,15,16,Ghisalba,6133,10.5881
16113,incidenti_stradali,incidenti,2022,11,16,Ghisalba,6133,10.5881
16113,incidenti_stradali,incidenti,2023,12,16,Ghisalba,6133,10.5881
16113,incidenti_stradali,incidenti,2024,19,16,Ghisalba,6133,10.5881
16114,morti_e_feriti,feriti,2020,9,16,Gorlago,5143,5.6976
16114,morti_e_feriti,feriti,2021,9,16,Gorlago,5143,5.6976
16114,morti_e_feriti,feriti,2022,13,16,Gorlago,5143,5.6976
16114,morti_e_feriti,feriti,2023,15,16,Gorlago,5143,5.6976
16114,morti_e_feriti,feriti,2024,12,16,Gorlago,5143,5.6976
16114,morti_e_feriti,morti,2020,0,16,Gorlago,5143,5.6976
16114,morti_e_feriti,morti,2021,1,16,Gorlago,5143,5.6976
16114,morti_e_feriti,morti,2022,0,16,Gorlago,5143,5.6976
16114,morti_e_feriti,morti,2023,1,16,Gorlago,5143,5.6976
16114,morti_e_feriti,morti,2024,0,16,Gorlago,5143,5.6976
16114,incidenti_stradali,incidenti,2020,7,16,Gorlago,5143,5.6976
16114,incidenti_stradali,incidenti,2021,6,16,Gorlago,5143,5.6976
16114,incidenti_stradali,incidenti,2022,7,16,Gorlago,5143,5.6976
16114,incidenti_stradali,incidenti,2023,16,16,Gorlago,5143,5.6976
16114,incidenti_stradali,incidenti,2024,11,16,Gorlago,5143,5.6976
16115,morti_e_feriti,feriti,2020,3,16,Gorle,6546,2.52
16115,morti_e_feriti,feriti,2021,6,16,Gorle,6546,2.52
16115,morti_e_feriti,feriti,2022,6,16,Gorle,6546,2.52
16115,morti_e_feriti,feriti,2023,5,16,Gorle,6546,2.52
16115,morti_e_feriti,feriti,2024,5,16,Gorle,6546,2.52
16115,morti_e_feriti,morti,2020,0,16,Gorle,6546,2.52
16115,morti_e_feriti,morti,2021,0,16,Gorle,6546,2.52
16115,morti_e_feriti,morti,2022,0,16,Gorle,6546,2.52
16115,morti_e_feriti,morti,2023,0,16,Gorle,6546,2.52
16115,morti_e_feriti,morti,2024,0,16,Gorle,6546,2.52
16115,incidenti_stradali,incidenti,2020,3,16,Gorle,6546,2.52
16115,incidenti_stradali,incidenti,2021,6,16,Gorle,6546,2.52
16115,incidenti_stradali,incidenti,2022,5,16,Gorle,6546,2.52
16115,incidenti_stradali,incidenti,2023,4,16,Gorle,6546,2.52
16115,incidenti_stradali,incidenti,2024,5,16,Gorle,6546,2.52
16116,morti_e_feriti,feriti,2020,0,16,Gorno,1491,10.0
16116,morti_e_feriti,feriti,2021,0,16,Gorno,1491,10.0
16116,morti_e_feriti,feriti,2022,4,16,Gorno,1491,10.0
16116,morti_e_feriti,feriti,2023,3,16,Gorno,1491,10.0
16116,morti_e_feriti,feriti,2024,2,16,Gorno,1491,10.0
16116,morti_e_feriti,morti,2020,0,16,Gorno,1491,10.0
16116,morti_e_feriti,morti,2021,0,16,Gorno,1491,10.0
16116,morti_e_feriti,morti,2022,0,16,Gorno,1491,10.0
16116,morti_e_feriti,morti,2023,0,16,Gorno,1491,10.0
16116,morti_e_feriti,morti,2024,0,16,Gorno,1491,10.0
16116,incidenti_stradali,incidenti,2020,0,16,Gorno,1491,10.0
16116,incidenti_stradali,incidenti,2021,0,16,Gorno,1491,10.0
16116,incidenti_stradali,incidenti,2022,2,16,Gorno,1491,10.0
16116,incidenti_stradali,incidenti,2023,2,16,Gorno,1491,10.0
16116,incidenti_stradali,incidenti,2024,2,16,Gorno,1491,10.0
16117,morti_e_feriti,feriti,2020,16,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,feriti,2021,23,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,feriti,2022,17,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,feriti,2023,17,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,feriti,2024,24,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,morti,2020,1,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,morti,2021,0,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,morti,2022,0,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,morti,2023,1,16,Grassobbio,6417,8.7413
16117,morti_e_feriti,morti,2024,0,16,Grassobbio,6417,8.7413
16117,incidenti_stradali,incidenti,2020,12,16,Grassobbio,6417,8.7413
16117,incidenti_stradali,incidenti,2021,13,16,Grassobbio,6417,8.7413
16117,incidenti_stradali,incidenti,2022,15,16,Grassobbio,6417,8.7413
16117,incidenti_stradali,incidenti,2023,11,16,Grassobbio,6417,8.7413
16117,incidenti_stradali,incidenti,2024,14,16,Grassobbio,6417,8.7413
16118,morti_e_feriti,feriti,2020,0,16,Gromo,1153,20.0692
16118,morti_e_feriti,feriti,2021,0,16,Gromo,1153,20.0692
16118,morti_e_feriti,feriti,2022,1,16,Gromo,1153,20.0692
16118,morti_e_feriti,feriti,2023,1,16,Gromo,1153,20.0692
16118,morti_e_feriti,feriti,2024,3,16,Gromo,1153,20.0692
16118,morti_e_feriti,morti,2020,0,16,Gromo,1153,20.0692
16118,morti_e_feriti,morti,2021,0,16,Gromo,1153,20.0692
16118,morti_e_feriti,morti,2022,0,16,Gromo,1153,20.0692
16118,morti_e_feriti,morti,2023,0,16,Gromo,1153,20.0692
16118,morti_e_feriti,morti,2024,0,16,Gromo,1153,20.0692
16118,incidenti_stradali,incidenti,2020,0,16,Gromo,1153,20.0692
16118,incidenti_stradali,incidenti,2021,0,16,Gromo,1153,20.0692
16118,incidenti_stradali,incidenti,2022,1,16,Gromo,1153,20.0692
16118,incidenti_stradali,incidenti,2023,1,16,Gromo,1153,20.0692
16118,incidenti_stradali,incidenti,2024,3,16,Gromo,1153,20.0692
16119,morti_e_feriti,feriti,2020,0,16,Grone,865,7.7773
16119,morti_e_feriti,feriti,2021,0,16,Grone,865,7.7773
16119,morti_e_feriti,feriti,2022,5,16,Grone,865,7.7773
16119,morti_e_feriti,feriti,2023,0,16,Grone,865,7.7773
16119,morti_e_feriti,morti,2020,0,16,Grone,865,7.7773
16119,morti_e_feriti,morti,2021,0,16,Grone,865,7.7773
16119,morti_e_feriti,morti,2022,0,16,Grone,865,7.7773
16119,morti_e_feriti,morti,2023,0,16,Grone,865,7.7773
16119,incidenti_stradali,incidenti,2020,0,16,Grone,865,7.7773
16119,incidenti_stradali,incidenti,2021,0,16,Grone,865,7.7773
16119,incidenti_stradali,incidenti,2022,3,16,Grone,865,7.7773
16119,incidenti_stradali,incidenti,2023,0,16,Grone,865,7.7773
16120,morti_e_feriti,feriti,2020,27,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,feriti,2021,28,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,feriti,2022,17,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,feriti,2023,23,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,feriti,2024,12,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,morti,2020,1,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,morti,2021,0,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,morti,2022,0,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,morti,2023,0,16,Grumello del Monte,7396,9.9408
16120,morti_e_feriti,morti,2024,0,16,Grumello del Monte,7396,9.9408
16120,incidenti_stradali,incidenti,2020,24,16,Grumello del Monte,7396,9.9408
16120,incidenti_stradali,incidenti,2021,20,16,Grumello del Monte,7396,9.9408
16120,incidenti_stradali,incidenti,2022,12,16,Grumello del Monte,7396,9.9408
16120,incidenti_stradali,incidenti,2023,15,16,Grumello del Monte,7396,9.9408
16120,incidenti_stradali,incidenti,2024,11,16,Grumello del Monte,7396,9.9408
16121,morti_e_feriti,feriti,2020,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,feriti,2021,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,feriti,2022,1,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,feriti,2023,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,feriti,2024,2,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,morti,2020,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,morti,2021,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,morti,2022,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,morti,2023,0,16,Isola di Fondra,166,12.8327
16121,morti_e_feriti,morti,2024,0,16,Isola di Fondra,166,12.8327
16121,incidenti_stradali,incidenti,2020,0,16,Isola di Fondra,166,12.8327
16121,incidenti_stradali,incidenti,2021,0,16,Isola di Fondra,166,12.8327
16121,incidenti_stradali,incidenti,2022,1,16,Isola di Fondra,166,12.8327
16121,incidenti_stradali,incidenti,2023,0,16,Isola di Fondra,166,12.8327
16121,incidenti_stradali,incidenti,2024,1,16,Isola di Fondra,166,12.8327
16122,morti_e_feriti,feriti,2020,0,16,Isso,637,5.0586
16122,morti_e_feriti,feriti,2021,3,16,Isso,637,5.0586
16122,morti_e_feriti,feriti,2022,3,16,Isso,637,5.0586
16122,morti_e_feriti,feriti,2023,2,16,Isso,637,5.0586
16122,morti_e_feriti,morti,2020,0,16,Isso,637,5.0586
16122,morti_e_feriti,morti,2021,1,16,Isso,637,5.0586
16122,morti_e_feriti,morti,2022,0,16,Isso,637,5.0586
16122,morti_e_feriti,morti,2023,0,16,Isso,637,5.0586
16122,incidenti_stradali,incidenti,2020,0,16,Isso,637,5.0586
16122,incidenti_stradali,incidenti,2021,3,16,Isso,637,5.0586
16122,incidenti_stradali,incidenti,2022,1,16,Isso,637,5.0586
16122,incidenti_stradali,incidenti,2023,2,16,Isso,637,5.0586
16123,morti_e_feriti,feriti,2020,7,16,Lallio,4146,2.156
16123,morti_e_feriti,feriti,2021,11,16,Lallio,4146,2.156
16123,morti_e_feriti,feriti,2022,4,16,Lallio,4146,2.156
16123,morti_e_feriti,feriti,2023,11,16,Lallio,4146,2.156
16123,morti_e_feriti,feriti,2024,8,16,Lallio,4146,2.156
16123,morti_e_feriti,morti,2020,0,16,Lallio,4146,2.156
16123,morti_e_feriti,morti,2021,0,16,Lallio,4146,2.156
16123,morti_e_feriti,morti,2022,0,16,Lallio,4146,2.156
16123,morti_e_feriti,morti,2023,0,16,Lallio,4146,2.156
16123,morti_e_feriti,morti,2024,0,16,Lallio,4146,2.156
16123,incidenti_stradali,incidenti,2020,4,16,Lallio,4146,2.156
16123,incidenti_stradali,incidenti,2021,8,16,Lallio,4146,2.156
16123,incidenti_stradali,incidenti,2022,4,16,Lallio,4146,2.156
16123,incidenti_stradali,incidenti,2023,9,16,Lallio,4146,2.156
16123,incidenti_stradali,incidenti,2024,5,16,Lallio,4146,2.156
16124,morti_e_feriti,feriti,2020,1,16,Leffe,4300,6.6909
16124,morti_e_feriti,feriti,2021,5,16,Leffe,4300,6.6909
16124,morti_e_feriti,feriti,2022,5,16,Leffe,4300,6.6909
16124,morti_e_feriti,feriti,2023,6,16,Leffe,4300,6.6909
16124,morti_e_feriti,feriti,2024,5,16,Leffe,4300,6.6909
16124,morti_e_feriti,morti,2020,0,16,Leffe,4300,6.6909
16124,morti_e_feriti,morti,2021,0,16,Leffe,4300,6.6909
16124,morti_e_feriti,morti,2022,0,16,Leffe,4300,6.6909
16124,morti_e_feriti,morti,2023,0,16,Leffe,4300,6.6909
16124,morti_e_feriti,morti,2024,1,16,Leffe,4300,6.6909
16124,incidenti_stradali,incidenti,2020,1,16,Leffe,4300,6.6909
16124,incidenti_stradali,incidenti,2021,4,16,Leffe,4300,6.6909
16124,incidenti_stradali,incidenti,2022,5,16,Leffe,4300,6.6909
16124,incidenti_stradali,incidenti,2023,6,16,Leffe,4300,6.6909
16124,incidenti_stradali,incidenti,2024,6,16,Leffe,4300,6.6909
16125,morti_e_feriti,feriti,2020,5,16,Lenna,560,12.7383
16125,morti_e_feriti,feriti,2021,1,16,Lenna,560,12.7383
16125,morti_e_feriti,feriti,2022,0,16,Lenna,560,12.7383
16125,morti_e_feriti,feriti,2023,4,16,Lenna,560,12.7383
16125,morti_e_feriti,feriti,2024,5,16,Lenna,560,12.7383
16125,morti_e_feriti,morti,2020,0,16,Lenna,560,12.7383
16125,morti_e_feriti,morti,2021,0,16,Lenna,560,12.7383
16125,morti_e_feriti,morti,2022,0,16,Lenna,560,12.7383
16125,morti_e_feriti,morti,2023,0,16,Lenna,560,12.7383
16125,morti_e_feriti,morti,2024,0,16,Lenna,560,12.7383
16125,incidenti_stradali,incidenti,2020,2,16,Lenna,560,12.7383
16125,incidenti_stradali,incidenti,2021,1,16,Lenna,560,12.7383
16125,incidenti_stradali,incidenti,2022,0,16,Lenna,560,12.7383
16125,incidenti_stradali,incidenti,2023,2,16,Lenna,560,12.7383
16125,incidenti_stradali,incidenti,2024,2,16,Lenna,560,12.7383
16126,morti_e_feriti,feriti,2020,4,16,Levate,3717,5.5314
16126,morti_e_feriti,feriti,2021,14,16,Levate,3717,5.5314
16126,morti_e_feriti,feriti,2022,8,16,Levate,3717,5.5314
16126,morti_e_feriti,feriti,2023,12,16,Levate,3717,5.5314
16126,morti_e_feriti,feriti,2024,25,16,Levate,3717,5.5314
16126,morti_e_feriti,morti,2020,0,16,Levate,3717,5.5314
16126,morti_e_feriti,morti,2021,0,16,Levate,3717,5.5314
16126,morti_e_feriti,morti,2022,0,16,Levate,3717,5.5314
16126,morti_e_feriti,morti,2023,1,16,Levate,3717,5.5314
16126,morti_e_feriti,morti,2024,1,16,Levate,3717,5.5314
16126,incidenti_stradali,incidenti,2020,2,16,Levate,3717,5.5314
16126,incidenti_stradali,incidenti,2021,11,16,Levate,3717,5.5314
16126,incidenti_stradali,incidenti,2022,6,16,Levate,3717,5.5314
16126,incidenti_stradali,incidenti,2023,10,16,Levate,3717,5.5314
16126,incidenti_stradali,incidenti,2024,17,16,Levate,3717,5.5314
16127,morti_e_feriti,feriti,2020,0,16,Locatello,837,3.7896
16127,morti_e_feriti,feriti,2021,0,16,Locatello,837,3.7896
16127,morti_e_feriti,feriti,2022,0,16,Locatello,837,3.7896
16127,morti_e_feriti,feriti,2023,0,16,Locatello,837,3.7896
16127,morti_e_feriti,morti,2020,0,16,Locatello,837,3.7896
16127,morti_e_feriti,morti,2021,0,16,Locatello,837,3.7896
16127,morti_e_feriti,morti,2022,0,16,Locatello,837,3.7896
16127,morti_e_feriti,morti,2023,1,16,Locatello,837,3.7896
16127,incidenti_stradali,incidenti,2020,0,16,Locatello,837,3.7896
16127,incidenti_stradali,incidenti,2021,0,16,Locatello,837,3.7896
16127,incidenti_stradali,incidenti,2022,0,16,Locatello,837,3.7896
16127,incidenti_stradali,incidenti,2023,1,16,Locatello,837,3.7896
16128,morti_e_feriti,feriti,2020,14,16,Lovere,5046,7.9247
16128,morti_e_feriti,feriti,2021,12,16,Lovere,5046,7.9247
16128,morti_e_feriti,feriti,2022,20,16,Lovere,5046,7.9247
16128,morti_e_feriti,feriti,2023,14,16,Lovere,5046,7.9247
16128,morti_e_feriti,feriti,2024,18,16,Lovere,5046,7.9247
16128,morti_e_feriti,morti,2020,0,16,Lovere,5046,7.9247
16128,morti_e_feriti,morti,2021,0,16,Lovere,5046,7.9247
16128,morti_e_feriti,morti,2022,0,16,Lovere,5046,7.9247
16128,morti_e_feriti,morti,2023,0,16,Lovere,5046,7.9247
16128,morti_e_feriti,morti,2024,0,16,Lovere,5046,7.9247
16128,incidenti_stradali,incidenti,2020,9,16,Lovere,5046,7.9247
16128,incidenti_stradali,incidenti,2021,8,16,Lovere,5046,7.9247
16128,incidenti_stradali,incidenti,2022,11,16,Lovere,5046,7.9247
16128,incidenti_stradali,incidenti,2023,11,16,Lovere,5046,7.9247
16128,incidenti_stradali,incidenti,2024,14,16,Lovere,5046,7.9247
16129,morti_e_feriti,feriti,2020,0,16,Lurano,2812,4.0469
16129,morti_e_feriti,feriti,2021,1,16,Lurano,2812,4.0469
16129,morti_e_feriti,feriti,2022,1,16,Lurano,2812,4.0469
16129,morti_e_feriti,feriti,2023,1,16,Lurano,2812,4.0469
16129,morti_e_feriti,feriti,2024,3,16,Lurano,2812,4.0469
16129,morti_e_feriti,morti,2020,0,16,Lurano,2812,4.0469
16129,morti_e_feriti,morti,2021,0,16,Lurano,2812,4.0469
16129,morti_e_feriti,morti,2022,0,16,Lurano,2812,4.0469
16129,morti_e_feriti,morti,2023,0,16,Lurano,2812,4.0469
16129,morti_e_feriti,morti,2024,0,16,Lurano,2812,4.0469
16129,incidenti_stradali,incidenti,2020,0,16,Lurano,2812,4.0469
16129,incidenti_stradali,incidenti,2021,1,16,Lurano,2812,4.0469
16129,incidenti_stradali,incidenti,2022,1,16,Lurano,2812,4.0469
16129,incidenti_stradali,incidenti,2023,1,16,Lurano,2812,4.0469
16129,incidenti_stradali,incidenti,2024,3,16,Lurano,2812,4.0469
16130,morti_e_feriti,feriti,2020,6,16,Luzzana,882,3.4846
16130,morti_e_feriti,feriti,2021,0,16,Luzzana,882,3.4846
16130,morti_e_feriti,feriti,2022,2,16,Luzzana,882,3.4846
16130,morti_e_feriti,feriti,2023,4,16,Luzzana,882,3.4846
16130,morti_e_feriti,feriti,2024,9,16,Luzzana,882,3.4846
16130,morti_e_feriti,morti,2020,0,16,Luzzana,882,3.4846
16130,morti_e_feriti,morti,2021,0,16,Luzzana,882,3.4846
16130,morti_e_feriti,morti,2022,0,16,Luzzana,882,3.4846
16130,morti_e_feriti,morti,2023,0,16,Luzzana,882,3.4846
16130,morti_e_feriti,morti,2024,0,16,Luzzana,882,3.4846
16130,incidenti_stradali,incidenti,2020,3,16,Luzzana,882,3.4846
16130,incidenti_stradali,incidenti,2021,0,16,Luzzana,882,3.4846
16130,incidenti_stradali,incidenti,2022,2,16,Luzzana,882,3.4846
16130,incidenti_stradali,incidenti,2023,2,16,Luzzana,882,3.4846
16130,incidenti_stradali,incidenti,2024,6,16,Luzzana,882,3.4846
16131,morti_e_feriti,feriti,2020,5,16,Madone,3980,3.0689
16131,morti_e_feriti,feriti,2021,5,16,Madone,3980,3.0689
16131,morti_e_feriti,feriti,2022,7,16,Madone,3980,3.0689
16131,morti_e_feriti,feriti,2023,6,16,Madone,3980,3.0689
16131,morti_e_feriti,feriti,2024,6,16,Madone,3980,3.0689
16131,morti_e_feriti,morti,2020,0,16,Madone,3980,3.0689
16131,morti_e_feriti,morti,2021,0,16,Madone,3980,3.0689
16131,morti_e_feriti,morti,2022,0,16,Madone,3980,3.0689
16131,morti_e_feriti,morti,2023,0,16,Madone,3980,3.0689
16131,morti_e_feriti,morti,2024,0,16,Madone,3980,3.0689
16131,incidenti_stradali,incidenti,2020,4,16,Madone,3980,3.0689
16131,incidenti_stradali,incidenti,2021,4,16,Madone,3980,3.0689
16131,incidenti_stradali,incidenti,2022,5,16,Madone,3980,3.0689
16131,incidenti_stradali,incidenti,2023,5,16,Madone,3980,3.0689
16131,incidenti_stradali,incidenti,2024,6,16,Madone,3980,3.0689
16132,morti_e_feriti,feriti,2020,11,16,Mapello,6841,8.6573
16132,morti_e_feriti,feriti,2021,9,16,Mapello,6841,8.6573
16132,morti_e_feriti,feriti,2022,6,16,Mapello,6841,8.6573
16132,morti_e_feriti,feriti,2023,17,16,Mapello,6841,8.6573
16132,morti_e_feriti,feriti,2024,5,16,Mapello,6841,8.6573
16132,morti_e_feriti,morti,2020,0,16,Mapello,6841,8.6573
16132,morti_e_feriti,morti,2021,0,16,Mapello,6841,8.6573
16132,morti_e_feriti,morti,2022,0,16,Mapello,6841,8.6573
16132,morti_e_feriti,morti,2023,0,16,Mapello,6841,8.6573
16132,morti_e_feriti,morti,2024,0,16,Mapello,6841,8.6573
16132,incidenti_stradali,incidenti,2020,8,16,Mapello,6841,8.6573
16132,incidenti_stradali,incidenti,2021,6,16,Mapello,6841,8.6573
16132,incidenti_stradali,incidenti,2022,4,16,Mapello,6841,8.6573
16132,incidenti_stradali,incidenti,2023,13,16,Mapello,6841,8.6573
16132,incidenti_stradali,incidenti,2024,4,16,Mapello,6841,8.6573
16133,morti_e_feriti,feriti,2020,16,16,Martinengo,10798,22.0512
16133,morti_e_feriti,feriti,2021,24,16,Martinengo,10798,22.0512
16133,morti_e_feriti,feriti,2022,23,16,Martinengo,10798,22.0512
16133,morti_e_feriti,feriti,2023,17,16,Martinengo,10798,22.0512
16133,morti_e_feriti,feriti,2024,24,16,Martinengo,10798,22.0512
16133,morti_e_feriti,morti,2020,0,16,Martinengo,10798,22.0512
16133,morti_e_feriti,morti,2021,0,16,Martinengo,10798,22.0512
16133,morti_e_feriti,morti,2022,2,16,Martinengo,10798,22.0512
16133,morti_e_feriti,morti,2023,0,16,Martinengo,10798,22.0512
16133,morti_e_feriti,morti,2024,0,16,Martinengo,10798,22.0512
16133,incidenti_stradali,incidenti,2020,10,16,Martinengo,10798,22.0512
16133,incidenti_stradali,incidenti,2021,12,16,Martinengo,10798,22.0512
16133,incidenti_stradali,incidenti,2022,18,16,Martinengo,10798,22.0512
16133,incidenti_stradali,incidenti,2023,13,16,Martinengo,10798,22.0512
16133,incidenti_stradali,incidenti,2024,17,16,Martinengo,10798,22.0512
16134,morti_e_feriti,feriti,2020,0,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,feriti,2021,1,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,feriti,2022,0,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,feriti,2023,0,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,morti,2020,0,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,morti,2021,0,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,morti,2022,0,16,Mezzoldo,164,18.8383
16134,morti_e_feriti,morti,2023,0,16,Mezzoldo,164,18.8383
16134,incidenti_stradali,incidenti,2020,0,16,Mezzoldo,164,18.8383
16134,incidenti_stradali,incidenti,2021,1,16,Mezzoldo,164,18.8383
16134,incidenti_stradali,incidenti,2022,0,16,Mezzoldo,164,18.8383
16134,incidenti_stradali,incidenti,2023,0,16,Mezzoldo,164,18.8383
16135,morti_e_feriti,feriti,2020,2,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,feriti,2021,3,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,feriti,2022,3,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,feriti,2023,4,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,feriti,2024,2,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,morti,2020,0,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,morti,2021,0,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,morti,2022,0,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,morti,2023,0,16,Misano di Gera d'Adda,2941,6.1053
16135,morti_e_feriti,morti,2024,0,16,Misano di Gera d'Adda,2941,6.1053
16135,incidenti_stradali,incidenti,2020,1,16,Misano di Gera d'Adda,2941,6.1053
16135,incidenti_stradali,incidenti,2021,1,16,Misano di Gera d'Adda,2941,6.1053
16135,incidenti_stradali,incidenti,2022,2,16,Misano di Gera d'Adda,2941,6.1053
16135,incidenti_stradali,incidenti,2023,2,16,Misano di Gera d'Adda,2941,6.1053
16135,incidenti_stradali,incidenti,2024,2,16,Misano di Gera d'Adda,2941,6.1053
16136,morti_e_feriti,feriti,2020,2,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,feriti,2021,0,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,feriti,2022,1,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,feriti,2023,2,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,morti,2020,0,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,morti,2021,0,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,morti,2022,0,16,Moio de' Calvi,203,6.3564
16136,morti_e_feriti,morti,2023,0,16,Moio de' Calvi,203,6.3564
16136,incidenti_stradali,incidenti,2020,2,16,Moio de' Calvi,203,6.3564
16136,incidenti_stradali,incidenti,2021,0,16,Moio de' Calvi,203,6.3564
16136,incidenti_stradali,incidenti,2022,1,16,Moio de' Calvi,203,6.3564
16136,incidenti_stradali,incidenti,2023,1,16,Moio de' Calvi,203,6.3564
16137,morti_e_feriti,feriti,2020,3,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,feriti,2021,0,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,feriti,2022,2,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,feriti,2023,8,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,feriti,2024,3,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,morti,2020,0,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,morti,2021,0,16,Monasterolo del Castello,1154,8.7535
16137,morti_e_feriti,morti,2022,0,16,Monasterolo del Castello,1154,8.7535
