FREQ,REF_AREA,DATA_TYPE,RESULT,TIME_PERIOD,OBS_VALUE
A,6078,KILLINJ,M,2024,0
A,6078,ROADACC,9,2001,3
A,6078,ROADACC,9,2002,5
A,6078,ROADACC,9,2003,1
A,6078,ROADACC,9,2004,2
A,6078,ROADACC,9,2005,1
A,6078,ROADACC,9,2006,1
A,6078,ROADACC,9,2007,2
A,6078,ROADACC,9,2008,4
A,6078,ROADACC,9,2009,1
A,6078,ROADACC,9,2010,3
A,6078,ROADACC,9,2011,4
A,6078,ROADACC,9,2012,3
A,6078,ROADACC,9,2013,2
A,6078,ROADACC,9,2014,0
A,6078,ROADACC,9,2015,1
A,6078,ROADACC,9,2016,3
A,6078,ROADACC,9,2017,2
A,6078,ROADACC,9,2018,1
A,6078,ROADACC,9,2019,2
A,6078,ROADACC,9,2020,2
A,6078,ROADACC,9,2021,2
A,6078,ROADACC,9,2022,1
A,6078,ROADACC,9,2023,2
A,6078,ROADACC,9,2024,1
A,6079,KILLINJ,F,2001,2
A,6079,KILLINJ,F,2002,0
A,6079,KILLINJ,F,2003,0
A,6079,KILLINJ,F,2004,0
A,6079,KILLINJ,F,2005,0
A,6079,KILLINJ,F,2006,1
A,6079,KILLINJ,F,2007,5
A,6079,KILLINJ,F,2008,1
A,6079,KILLINJ,F,2009,1
A,6079,KILLINJ,F,2010,1
A,6079,KILLINJ,F,2011,0
A,6079,KILLINJ,F,2012,1
A,6079,KILLINJ,F,2013,0
A,6079,KILLINJ,F,2014,1
A,6079,KILLINJ,F,2015,0
A,6079,KILLINJ,F,2016,2
A,6079,KILLINJ,F,2017,0
A,6079,KILLINJ,F,2018,0
A,6079,KILLINJ,F,2019,0
A,6079,KILLINJ,F,2020,1
A,6079,KILLINJ,F,2021,2
A,6079,KILLINJ,F,2022,0
A,6079,KILLINJ,F,2023,2
A,6079,KILLINJ,F,2024,2
A,6079,KILLINJ,M,2001,0
A,6079,KILLINJ,M,2002,0
A,6079,KILLINJ,M,2003,0
A,6079,KILLINJ,M,2004,0
A,6079,KILLINJ,M,2005,0
A,6079,KILLINJ,M,2006,0
A,6079,KILLINJ,M,2007,0
A,6079,KILLINJ,M,2008,0
A,6079,KILLINJ,M,2009,0
A,6079,KILLINJ,M,2010,0
A,6079,KILLINJ,M,2011,0
A,6079,KILLINJ,M,2012,0
A,6079,KILLINJ,M,2013,0
A,6079,KILLINJ,M,2014,0
A,6079,KILLINJ,M,2015,0
A,6079,KILLINJ,M,2016,0
A,6079,KILLINJ,M,2017,0
A,6079,KILLINJ,M,2018,0
A,6079,KILLINJ,M,2019,0
A,6079,KILLINJ,M,2020,0
A,6079,KILLINJ,M,2021,0
A,6079,KILLINJ,M,2022,0
A,6079,KILLINJ,M,2023,0
A,6079,KILLINJ,M,2024,0
A,6079,ROADACC,9,2001,1
A,6079,ROADACC,9,2002,0
A,6079,ROADACC,9,2003,0
A,6079,ROADACC,9,2004,0
A,6079,ROADACC,9,2005,0
A,6079,ROADACC,9,2006,1
A,6079,ROADACC,9,2007,3
A,6079,ROADACC,9,2008,1
A,6079,ROADACC,9,2009,1
A,6079,ROADACC,9,2010,1
A,6079,ROADACC,9,2011,0
A,6079,ROADACC,9,2012,1
A,6079,ROADACC,9,2013,0
A,6079,ROADACC,9,2014,1
A,6079,ROADACC,9,2015,0
A,6079,ROADACC,9,2016,1
A,6079,ROADACC,9,2017,0
A,6079,ROADACC,9,2018,0
A,6079,ROADACC,9,2019,0
A,6079,ROADACC,9,2020,1
A,6079,ROADACC,9,2021,1
A,6079,ROADACC,9,2022,0
A,6079,ROADACC,9,2023,2
A,6079,ROADACC,9,2024,2
A,6080,KILLINJ,F,2001,0
A,6080,KILLINJ,F,2002,0
A,6080,KILLINJ,F,2003,0
A,6080,KILLINJ,F,2004,0
A,6080,KILLINJ,F,2005,0
A,6080,KILLINJ,F,2006,0
A,6080,KILLINJ,F,2007,0
A,6080,KILLINJ,F,2008,1
A,6080,KILLINJ,F,2009,0
A,6080,KILLINJ,F,2010,0
A,6080,KILLINJ,F,2011,0
A,6080,KILLINJ,F,2012,0
A,6080,KILLINJ,F,2013,0
A,6080,KILLINJ,F,2014,0
A,6080,KILLINJ,F,2015,0
A,6080,KILLINJ,F,2016,0
A,6080,KILLINJ,F,2017,0
A,6080,KILLINJ,M,2001,0
A,6080,KILLINJ,M,2002,0
A,6080,KILLINJ,M,2003,0
A,6080,KILLINJ,M,2004,0
A,6080,KILLINJ,M,2005,0
A,6080,KILLINJ,M,2006,0
A,6080,KILLINJ,M,2007,0
A,6080,KILLINJ,M,2008,0
A,6080,KILLINJ,M,2009,0
A,6080,KILLINJ,M,2010,0
A,6080,KILLINJ,M,2011,0
A,6080,KILLINJ,M,2012,0
A,6080,KILLINJ,M,2013,0
A,6080,KILLINJ,M,2014,0
A,6080,KILLINJ,M,2015,0
A,6080,KILLINJ,M,2016,0
A,6080,KILLINJ,M,2017,0
A,6080,ROADACC,9,2001,0
A,6080,ROADACC,9,2002,0
A,6080,ROADACC,9,2003,0
A,6080,ROADACC,9,2004,0
A,6080,ROADACC,9,2005,0
A,6080,ROADACC,9,2006,0
A,6080,ROADACC,9,2007,0
A,6080,ROADACC,9,2008,1
A,6080,ROADACC,9,2009,0
A,6080,ROADACC,9,2010,0
A,6080,ROADACC,9,2011,0
A,6080,ROADACC,9,2012,0
A,6080,ROADACC,9,2013,0
A,6080,ROADACC,9,2014,0
A,6080,ROADACC,9,2015,0
A,6080,ROADACC,9,2016,0
A,6080,ROADACC,9,2017,0
A,6081,KILLINJ,F,2001,10
A,6081,KILLINJ,F,2002,23
A,6081,KILLINJ,F,2003,16
A,6081,KILLINJ,F,2004,4
A,6081,KILLINJ,F,2005,9
A,6081,KILLINJ,F,2006,10
A,6081,KILLINJ,F,2007,6
A,6081,KILLINJ,F,2008,3
A,6081,KILLINJ,F,2009,6
A,6081,KILLINJ,F,2010,15
A,6081,KILLINJ,F,2011,15
A,6081,KILLINJ,F,2012,3
A,6081,KILLINJ,F,2013,11
A,6081,KILLINJ,F,2014,8
A,6081,KILLINJ,F,2015,8
A,6081,KILLINJ,F,2016,16
A,6081,KILLINJ,F,2017,10
A,6081,KILLINJ,F,2018,9
A,6081,KILLINJ,F,2019,18
A,6081,KILLINJ,F,2020,13
A,6081,KILLINJ,F,2021,5
A,6081,KILLINJ,F,2022,10
A,6081,KILLINJ,F,2023,7
A,6081,KILLINJ,F,2024,7
A,6081,KILLINJ,M,2001,0
A,6081,KILLINJ,M,2002,0
A,6081,KILLINJ,M,2003,0
A,6081,KILLINJ,M,2004,1
A,6081,KILLINJ,M,2005,0
A,6081,KILLINJ,M,2006,3
A,6081,KILLINJ,M,2007,0
A,6081,KILLINJ,M,2008,0
A,6081,KILLINJ,M,2009,0
A,6081,KILLINJ,M,2010,1
A,6081,KILLINJ,M,2011,1
A,6081,KILLINJ,M,2012,0
A,6081,KILLINJ,M,2013,1
A,6081,KILLINJ,M,2014,0
A,6081,KILLINJ,M,2015,0
A,6081,KILLINJ,M,2016,0
A,6081,KILLINJ,M,2017,1
A,6081,KILLINJ,M,2018,0
A,6081,KILLINJ,M,2019,0
A,6081,KILLINJ,M,2020,0
A,6081,KILLINJ,M,2021,0
A,6081,KILLINJ,M,2022,0
A,6081,KILLINJ,M,2023,0
A,6081,KILLINJ,M,2024,0
A,6081,ROADACC,9,2001,7
A,6081,ROADACC,9,2002,20
A,6081,ROADACC,9,2003,15
A,6081,ROADACC,9,2004,5
A,6081,ROADACC,9,2005,6
A,6081,ROADACC,9,2006,8
A,6081,ROADACC,9,2007,5
A,6081,ROADACC,9,2008,3
A,6081,ROADACC,9,2009,5
A,6081,ROADACC,9,2010,11
A,6081,ROADACC,9,2011,10
A,6081,ROADACC,9,2012,2
A,6081,ROADACC,9,2013,8
A,6081,ROADACC,9,2014,5
A,6081,ROADACC,9,2015,5
A,6081,ROADACC,9,2016,9
A,6081,ROADACC,9,2017,8
A,6081,ROADACC,9,2018,7
A,6081,ROADACC,9,2019,8
A,6081,ROADACC,9,2020,10
A,6081,ROADACC,9,2021,4
A,6081,ROADACC,9,2022,6
A,6081,ROADACC,9,2023,3
A,6081,ROADACC,9,2024,6
A,6082,KILLINJ,F,2001,2
A,6082,KILLINJ,F,2002,0
A,6082,KILLINJ,F,2003,7
A,6082,KILLINJ,F,2004,1
A,6082,KILLINJ,F,2005,0
A,6082,KILLINJ,F,2006,0
A,6082,KILLINJ,F,2007,2
A,6082,KILLINJ,F,2008,0
A,6082,KILLINJ,F,2009,6
A,6082,KILLINJ,F,2010,0
A,6082,KILLINJ,F,2011,1
A,6082,KILLINJ,F,2012,0
A,6082,KILLINJ,F,2013,0
A,6082,KILLINJ,F,2014,0
A,6082,KILLINJ,F,2015,2
A,6082,KILLINJ,F,2016,0
A,6082,KILLINJ,F,2017,0
A,6082,KILLINJ,F,2018,0
A,6082,KILLINJ,F,2019,0
A,6082,KILLINJ,F,2020,0
A,6082,KILLINJ,F,2021,0
A,6082,KILLINJ,F,2022,0
A,6082,KILLINJ,F,2023,3
A,6082,KILLINJ,M,2001,0
A,6082,KILLINJ,M,2002,0
A,6082,KILLINJ,M,2003,0
A,6082,KILLINJ,M,2004,0
A,6082,KILLINJ,M,2005,0
A,6082,KILLINJ,M,2006,0
A,6082,KILLINJ,M,2007,0
A,6082,KILLINJ,M,2008,0
A,6082,KILLINJ,M,2009,0
A,6082,KILLINJ,M,2010,0
A,6082,KILLINJ,M,2011,0
A,6082,KILLINJ,M,2012,0
A,6082,KILLINJ,M,2013,0
A,6082,KILLINJ,M,2014,0
A,6082,KILLINJ,M,2015,0
A,6082,KILLINJ,M,2016,0
A,6082,KILLINJ,M,2017,0
A,6082,KILLINJ,M,2018,0
A,6082,KILLINJ,M,2019,0
A,6082,KILLINJ,M,2020,0
A,6082,KILLINJ,M,2021,0
A,6082,KILLINJ,M,2022,0
A,6082,KILLINJ,M,2023,0
A,6082,ROADACC,9,2001,2
A,6082,ROADACC,9,2002,0
A,6082,ROADACC,9,2003,3
A,6082,ROADACC,9,2004,1
A,6082,ROADACC,9,2005,0
A,6082,ROADACC,9,2006,0
A,6082,ROADACC,9,2007,1
A,6082,ROADACC,9,2008,0
A,6082,ROADACC,9,2009,2
A,6082,ROADACC,9,2010,0
A,6082,ROADACC,9,2011,1
A,6082,ROADACC,9,2012,0
A,6082,ROADACC,9,2013,0
A,6082,ROADACC,9,2014,0
A,6082,ROADACC,9,2015,1
A,6082,ROADACC,9,2016,0
A,6082,ROADACC,9,2017,0
A,6082,ROADACC,9,2018,0
A,6082,ROADACC,9,2019,0
A,6082,ROADACC,9,2020,0
A,6082,ROADACC,9,2021,0
A,6082,ROADACC,9,2022,0
A,6082,ROADACC,9,2023,1
A,6083,KILLINJ,F,2001,1
A,6083,KILLINJ,F,2002,0
A,6083,KILLINJ,F,2003,1
A,6083,KILLINJ,F,2004,2
A,6083,KILLINJ,F,2005,0
A,6083,KILLINJ,F,2006,0
A,6083,KILLINJ,F,2007,0
A,6083,KILLINJ,F,2008,0
A,6083,KILLINJ,F,2009,2
A,6083,KILLINJ,F,2010,0
A,6083,KILLINJ,F,2011,0
A,6083,KILLINJ,F,2012,2
A,6083,KILLINJ,F,2013,0
A,6083,KILLINJ,F,2014,2
A,6083,KILLINJ,F,2015,0
A,6083,KILLINJ,F,2016,2
A,6083,KILLINJ,F,2017,0
A,6083,KILLINJ,F,2018,1
A,6083,KILLINJ,F,2019,0
A,6083,KILLINJ,F,2020,1
A,6083,KILLINJ,F,2021,2
A,6083,KILLINJ,F,2022,0
A,6083,KILLINJ,F,2023,4
A,6083,KILLINJ,M,2001,0
A,6083,KILLINJ,M,2002,0
A,6083,KILLINJ,M,2003,0
A,6083,KILLINJ,M,2004,0
A,6083,KILLINJ,M,2005,0
A,6083,KILLINJ,M,2006,0
A,6083,KILLINJ,M,2007,0
A,6083,KILLINJ,M,2008,0
A,6083,KILLINJ,M,2009,0
A,6083,KILLINJ,M,2010,0
A,6083,KILLINJ,M,2011,0
A,6083,KILLINJ,M,2012,0
A,6083,KILLINJ,M,2013,0
A,6083,KILLINJ,M,2014,1
A,6083,KILLINJ,M,2015,0
A,6083,KILLINJ,M,2016,0
A,6083,KILLINJ,M,2017,0
A,6083,KILLINJ,M,2018,0
A,6083,KILLINJ,M,2019,0
A,6083,KILLINJ,M,2020,0
A,6083,KILLINJ,M,2021,0
A,6083,KILLINJ,M,2022,0
A,6083,KILLINJ,M,2023,0
A,6083,ROADACC,9,2001,1
A,6083,ROADACC,9,2002,0
A,6083,ROADACC,9,2003,1
A,6083,ROADACC,9,2004,1
A,6083,ROADACC,9,2005,0
A,6083,ROADACC,9,2006,0
A,6083,ROADACC,9,2007,0
A,6083,ROADACC,9,2008,0
A,6083,ROADACC,9,2009,2
A,6083,ROADACC,9,2010,0
A,6083,ROADACC,9,2011,0
A,6083,ROADACC,9,2012,1
A,6083,ROADACC,9,2013,0
A,6083,ROADACC,9,2014,1
A,6083,ROADACC,9,2015,0
A,6083,ROADACC,9,2016,1
A,6083,ROADACC,9,2017,0
A,6083,ROADACC,9,2018,1
A,6083,ROADACC,9,2019,0
A,6083,ROADACC,9,2020,1
A,6083,ROADACC,9,2021,1
A,6083,ROADACC,9,2022,0
A,6083,ROADACC,9,2023,3
A,6084,KILLINJ,F,2001,0
A,6084,KILLINJ,F,2002,0
A,6084,KILLINJ,F,2003,0
A,6084,KILLINJ,F,2004,0
A,6084,KILLINJ,F,2005,0
A,6084,KILLINJ,F,2006,0
A,6084,KILLINJ,F,2007,0
A,6084,KILLINJ,F,2008,1
A,6084,KILLINJ,F,2009,2
A,6084,KILLINJ,F,2010,0
A,6084,KILLINJ,F,2011,1
A,6084,KILLINJ,F,2012,0
A,6084,KILLINJ,F,2013,0
A,6084,KILLINJ,F,2014,0
A,6084,KILLINJ,F,2015,0
A,6084,KILLINJ,F,2016,1
A,6084,KILLINJ,F,2017,0
A,6084,KILLINJ,F,2018,1
A,6084,KILLINJ,F,2019,0
A,6084,KILLINJ,F,2020,0
A,6084,KILLINJ,F,2021,0
A,6084,KILLINJ,F,2022,0
A,6084,KILLINJ,F,2023,3
A,6084,KILLINJ,M,2001,0
A,6084,KILLINJ,M,2002,0
A,6084,KILLINJ,M,2003,0
A,6084,KILLINJ,M,2004,0
A,6084,KILLINJ,M,2005,0
A,6084,KILLINJ,M,2006,0
A,6084,KILLINJ,M,2007,0
A,6084,KILLINJ,M,2008,0
A,6084,KILLINJ,M,2009,0
A,6084,KILLINJ,M,2010,0
A,6084,KILLINJ,M,2011,0
A,6084,KILLINJ,M,2012,0
A,6084,KILLINJ,M,2013,0
A,6084,KILLINJ,M,2014,0
A,6084,KILLINJ,M,2015,0
A,6084,KILLINJ,M,2016,0
A,6084,KILLINJ,M,2017,0
A,6084,KILLINJ,M,2018,0
A,6084,KILLINJ,M,2019,0
A,6084,KILLINJ,M,2020,0
A,6084,KILLINJ,M,2021,0
A,6084,KILLINJ,M,2022,0
A,6084,KILLINJ,M,2023,0
A,6084,ROADACC,9,2001,0
A,6084,ROADACC,9,2002,0
A,6084,ROADACC,9,2003,0
A,6084,ROADACC,9,2004,0
A,6084,ROADACC,9,2005,0
A,6084,ROADACC,9,2006,0
A,6084,ROADACC,9,2007,0
A,6084,ROADACC,9,2008,1
A,6084,ROADACC,9,2009,1
A,6084,ROADACC,9,2010,0
A,6084,ROADACC,9,2011,1
A,6084,ROADACC,9,2012,0
A,6084,ROADACC,9,2013,0
A,6084,ROADACC,9,2014,0
A,6084,ROADACC,9,2015,0
A,6084,ROADACC,9,2016,1
A,6084,ROADACC,9,2017,0
A,6084,ROADACC,9,2018,1
A,6084,ROADACC,9,2019,0
A,6084,ROADACC,9,2020,0
A,6084,ROADACC,9,2021,0
A,6084,ROADACC,9,2022,0
A,6084,ROADACC,9,2023,2
A,6085,KILLINJ,F,2001,0
A,6085,KILLINJ,F,2002,0
A,6085,KILLINJ,F,2003,1
A,6085,KILLINJ,F,2004,1
A,6085,KILLINJ,F,2005,0
A,6085,KILLINJ,F,2006,0
A,6085,KILLINJ,F,2007,1
A,6085,KILLINJ,F,2008,0
A,6085,KILLINJ,F,2009,0
A,6085,KILLINJ,F,2010,1
A,6085,KILLINJ,F,2011,0
A,6085,KILLINJ,F,2012,1
A,6085,KILLINJ,F,2013,0
A,6085,KILLINJ,F,2014,0
A,6085,KILLINJ,F,2015,1
A,6085,KILLINJ,F,2016,0
A,6085,KILLINJ,F,2017,0
A,6085,KILLINJ,F,2018,2
A,6085,KILLINJ,F,2019,2
A,6085,KILLINJ,F,2020,0
A,6085,KILLINJ,F,2021,0
A,6085,KILLINJ,F,2022,0
A,6085,KILLINJ,F,2023,0
A,6085,KILLINJ,M,2001,0
A,6085,KILLINJ,M,2002,0
A,6085,KILLINJ,M,2003,0
A,6085,KILLINJ,M,2004,0
A,6085,KILLINJ,M,2005,0
A,6085,KILLINJ,M,2006,0
A,6085,KILLINJ,M,2007,0
A,6085,KILLINJ,M,2008,0
A,6085,KILLINJ,M,2009,0
A,6085,KILLINJ,M,2010,0
A,6085,KILLINJ,M,2011,0
A,6085,KILLINJ,M,2012,0
A,6085,KILLINJ,M,2013,0
A,6085,KILLINJ,M,2014,0
A,6085,KILLINJ,M,2015,0
A,6085,KILLINJ,M,2016,0
A,6085,KILLINJ,M,2017,0
A,6085,KILLINJ,M,2018,0
A,6085,KILLINJ,M,2019,0
A,6085,KILLINJ,M,2020,0
A,6085,KILLINJ,M,2021,0
A,6085,KILLINJ,M,2022,0
A,6085,KILLINJ,M,2023,0
A,6085,ROADACC,9,2001,0
A,6085,ROADACC,9,2002,0
A,6085,ROADACC,9,2003,1
A,6085,ROADACC,9,2004,1
A,6085,ROADACC,9,2005,0
A,6085,ROADACC,9,2006,0
A,6085,ROADACC,9,2007,1
A,6085,ROADACC,9,2008,0
A,6085,ROADACC,9,2009,0
A,6085,ROADACC,9,2010,1
A,6085,ROADACC,9,2011,0
A,6085,ROADACC,9,2012,1
A,6085,ROADACC,9,2013,0
A,6085,ROADACC,9,2014,0
A,6085,ROADACC,9,2015,1
A,6085,ROADACC,9,2016,0
A,6085,ROADACC,9,2017,0
A,6085,ROADACC,9,2018,2
A,6085,ROADACC,9,2019,1
A,6085,ROADACC,9,2020,0
A,6085,ROADACC,9,2021,0
A,6085,ROADACC,9,2022,0
A,6085,ROADACC,9,2023,0
A,6086,KILLINJ,F,2001,2
A,6086,KILLINJ,F,2002,0
A,6086,KILLINJ,F,2003,0
A,6086,KILLINJ,F,2004,0
A,6086,KILLINJ,F,2005,1
A,6086,KILLINJ,F,2006,3
A,6086,KILLINJ,F,2007,3
A,6086,KILLINJ,F,2008,0
A,6086,KILLINJ,F,2009,4
A,6086,KILLINJ,F,2010,0
A,6086,KILLINJ,F,2011,2
A,6086,KILLINJ,F,2012,0
A,6086,KILLINJ,F,2013,0
A,6086,KILLINJ,F,2014,0
A,6086,KILLINJ,F,2015,2
A,6086,KILLINJ,F,2016,0
A,6086,KILLINJ,F,2017,0
A,6086,KILLINJ,F,2018,0
A,6086,KILLINJ,F,2019,0
A,6086,KILLINJ,F,2020,0
A,6086,KILLINJ,F,2021,0
A,6086,KILLINJ,F,2022,1
A,6086,KILLINJ,F,2023,0
A,6086,KILLINJ,M,2001,0
A,6086,KILLINJ,M,2002,0
A,6086,KILLINJ,M,2003,0
A,6086,KILLINJ,M,2004,0
A,6086,KILLINJ,M,2005,0
A,6086,KILLINJ,M,2006,0
A,6086,KILLINJ,M,2007,0
A,6086,KILLINJ,M,2008,0
A,6086,KILLINJ,M,2009,0
A,6086,KILLINJ,M,2010,0
A,6086,KILLINJ,M,2011,0
A,6086,KILLINJ,M,2012,0
A,6086,KILLINJ,M,2013,0
A,6086,KILLINJ,M,2014,0
A,6086,KILLINJ,M,2015,0
A,6086,KILLINJ,M,2016,0
A,6086,KILLINJ,M,2017,0
A,6086,KILLINJ,M,2018,0
A,6086,KILLINJ,M,2019,0
A,6086,KILLINJ,M,2020,0
A,6086,KILLINJ,M,2021,0
A,6086,KILLINJ,M,2022,0
A,6086,KILLINJ,M,2023,0
A,6086,ROADACC,9,2001,1
A,6086,ROADACC,9,2002,0
A,6086,ROADACC,9,2003,0
A,6086,ROADACC,9,2004,0
A,6086,ROADACC,9,2005,1
A,6086,ROADACC,9,2006,1
A,6086,ROADACC,9,2007,2
A,6086,ROADACC,9,2008,0
A,6086,ROADACC,9,2009,1
A,6086,ROADACC,9,2010,0
A,6086,ROADACC,9,2011,1
A,6086,ROADACC,9,2012,0
A,6086,ROADACC,9,2013,0
A,6086,ROADACC,9,2014,0
A,6086,ROADACC,9,2015,1
A,6086,ROADACC,9,2016,0
A,6086,ROADACC,9,2017,0
A,6086,ROADACC,9,2018,0
A,6086,ROADACC,9,2019,0
A,6086,ROADACC,9,2020,0
A,6086,ROADACC,9,2021,0
A,6086,ROADACC,9,2022,1
A,6086,ROADACC,9,2023,0
A,6087,KILLINJ,F,2001,2
A,6087,KILLINJ,F,2002,9
A,6087,KILLINJ,F,2003,0
A,6087,KILLINJ,F,2004,0
A,6087,KILLINJ,F,2005,5
A,6087,KILLINJ,F,2006,4
A,6087,KILLINJ,F,2007,3
A,6087,KILLINJ,F,2008,0
A,6087,KILLINJ,F,2009,2
A,6087,KILLINJ,F,2010,3
A,6087,KILLINJ,F,2011,0
A,6087,KILLINJ,F,2012,2
A,6087,KILLINJ,F,2013,8
A,6087,KILLINJ,F,2014,1
A,6087,KILLINJ,F,2015,3
A,6087,KILLINJ,F,2016,1
A,6087,KILLINJ,F,2017,0
A,6087,KILLINJ,F,2018,0
A,6087,KILLINJ,F,2019,0
A,6087,KILLINJ,F,2020,1
A,6087,KILLINJ,F,2021,2
A,6087,KILLINJ,F,2022,0
A,6087,KILLINJ,F,2023,0
A,6087,KILLINJ,M,2001,0
A,6087,KILLINJ,M,2002,2
A,6087,KILLINJ,M,2003,0
A,6087,KILLINJ,M,2004,0
A,6087,KILLINJ,M,2005,0
A,6087,KILLINJ,M,2006,0
A,6087,KILLINJ,M,2007,0
A,6087,KILLINJ,M,2008,0
A,6087,KILLINJ,M,2009,0
A,6087,KILLINJ,M,2010,0
A,6087,KILLINJ,M,2011,0
A,6087,KILLINJ,M,2012,0
A,6087,KILLINJ,M,2013,0
A,6087,KILLINJ,M,2014,0
A,6087,KILLINJ,M,2015,0
A,6087,KILLINJ,M,2016,2
A,6087,KILLINJ,M,2017,0
A,6087,KILLINJ,M,2018,0
A,6087,KILLINJ,M,2019,0
A,6087,KILLINJ,M,2020,0
A,6087,KILLINJ,M,2021,0
A,6087,KILLINJ,M,2022,0
A,6087,KILLINJ,M,2023,0
A,6087,ROADACC,9,2001,1
A,6087,ROADACC,9,2002,6
A,6087,ROADACC,9,2003,0
A,6087,ROADACC,9,2004,0
A,6087,ROADACC,9,2005,2
A,6087,ROADACC,9,2006,3
A,6087,ROADACC,9,2007,3
A,6087,ROADACC,9,2008,0
A,6087,ROADACC,9,2009,1
A,6087,ROADACC,9,2010,3
A,6087,ROADACC,9,2011,0
A,6087,ROADACC,9,2012,1
A,6087,ROADACC,9,2013,2
A,6087,ROADACC,9,2014,1
A,6087,ROADACC,9,2015,2
A,6087,ROADACC,9,2016,2
A,6087,ROADACC,9,2017,0
A,6087,ROADACC,9,2018,0
A,6087,ROADACC,9,2019,0
A,6087,ROADACC,9,2020,1
A,6087,ROADACC,9,2021,1
A,6087,ROADACC,9,2022,0
A,6087,ROADACC,9,2023,0
A,6088,KILLINJ,F,2001,2
A,6088,KILLINJ,F,2002,5
A,6088,KILLINJ,F,2003,2
A,6088,KILLINJ,F,2004,2
A,6088,KILLINJ,F,2005,0
A,6088,KILLINJ,F,2006,0
A,6088,KILLINJ,F,2007,4
A,6088,KILLINJ,F,2008,5
A,6088,KILLINJ,F,2009,1
A,6088,KILLINJ,F,2010,5
A,6088,KILLINJ,F,2011,0
A,6088,KILLINJ,F,2012,2
A,6088,KILLINJ,F,2013,0
A,6088,KILLINJ,F,2014,2
A,6088,KILLINJ,F,2015,0
A,6088,KILLINJ,F,2016,6
A,6088,KILLINJ,F,2017,0
A,6088,KILLINJ,F,2018,0
A,6088,KILLINJ,F,2019,2
A,6088,KILLINJ,F,2020,0
A,6088,KILLINJ,F,2021,0
A,6088,KILLINJ,F,2022,0
A,6088,KILLINJ,F,2023,0
A,6088,KILLINJ,F,2024,1
A,6088,KILLINJ,M,2001,0
A,6088,KILLINJ,M,2002,0
A,6088,KILLINJ,M,2003,0
A,6088,KILLINJ,M,2004,0
A,6088,KILLINJ,M,2005,0
A,6088,KILLINJ,M,2006,0
A,6088,KILLINJ,M,2007,0
A,6088,KILLINJ,M,2008,0
A,6088,KILLINJ,M,2009,0
A,6088,KILLINJ,M,2010,0
A,6088,KILLINJ,M,2011,0
A,6088,KILLINJ,M,2012,0
A,6088,KILLINJ,M,2013,0
A,6088,KILLINJ,M,2014,0
A,6088,KILLINJ,M,2015,0
A,6088,KILLINJ,M,2016,0
A,6088,KILLINJ,M,2017,0
A,6088,KILLINJ,M,2018,0
A,6088,KILLINJ,M,2019,0
A,6088,KILLINJ,M,2020,0
A,6088,KILLINJ,M,2021,0
A,6088,KILLINJ,M,2022,0
A,6088,KILLINJ,M,2023,0
A,6088,KILLINJ,M,2024,0
A,6088,ROADACC,9,2001,2
A,6088,ROADACC,9,2002,3
A,6088,ROADACC,9,2003,2
A,6088,ROADACC,9,2004,2
A,6088,ROADACC,9,2005,0
A,6088,ROADACC,9,2006,0
A,6088,ROADACC,9,2007,4
A,6088,ROADACC,9,2008,2
A,6088,ROADACC,9,2009,1
A,6088,ROADACC,9,2010,4
A,6088,ROADACC,9,2011,0
A,6088,ROADACC,9,2012,1
A,6088,ROADACC,9,2013,0
A,6088,ROADACC,9,2014,2
A,6088,ROADACC,9,2015,0
A,6088,ROADACC,9,2016,1
A,6088,ROADACC,9,2017,0
A,6088,ROADACC,9,2018,0
A,6088,ROADACC,9,2019,2
A,6088,ROADACC,9,2020,0
A,6088,ROADACC,9,2021,0
A,6088,ROADACC,9,2022,0
A,6088,ROADACC,9,2023,0
A,6088,ROADACC,9,2024,1
A,6089,KILLINJ,F,2001,6
A,6089,KILLINJ,F,2002,2
A,6089,KILLINJ,F,2003,1
A,6089,KILLINJ,F,2004,0
A,6089,KILLINJ,F,2005,0
A,6089,KILLINJ,F,2006,1
A,6089,KILLINJ,F,2007,2
A,6089,KILLINJ,F,2008,0
A,6089,KILLINJ,F,2009,1
A,6089,KILLINJ,F,2010,2
A,6089,KILLINJ,F,2011,0
A,6089,KILLINJ,F,2012,0
A,6089,KILLINJ,F,2013,0
A,6089,KILLINJ,F,2014,0
A,6089,KILLINJ,F,2015,1
A,6089,KILLINJ,F,2016,0
A,6089,KILLINJ,F,2017,3
A,6089,KILLINJ,F,2018,0
A,6089,KILLINJ,F,2019,0
A,6089,KILLINJ,M,2001,0
A,6089,KILLINJ,M,2002,0
A,6089,KILLINJ,M,2003,0
A,6089,KILLINJ,M,2004,0
A,6089,KILLINJ,M,2005,1
A,6089,KILLINJ,M,2006,0
A,6089,KILLINJ,M,2007,0
A,6089,KILLINJ,M,2008,0
A,6089,KILLINJ,M,2009,0
A,6089,KILLINJ,M,2010,0
A,6089,KILLINJ,M,2011,0
A,6089,KILLINJ,M,2012,0
A,6089,KILLINJ,M,2013,0
A,6089,KILLINJ,M,2014,0
A,6089,KILLINJ,M,2015,0
A,6089,KILLINJ,M,2016,0
A,6089,KILLINJ,M,2017,0
A,6089,KILLINJ,M,2018,0
A,6089,KILLINJ,M,2019,0
A,6089,ROADACC,9,2001,4
A,6089,ROADACC,9,2002,2
A,6089,ROADACC,9,2003,1
