FREQ,REF_AREA,DATA_TYPE,RESULT,TIME_PERIOD,OBS_VALUE
A,1001,KILLINJ,F,2001,10
A,1001,KILLINJ,F,2002,10
A,1001,KILLINJ,F,2003,7
A,1001,KILLINJ,F,2004,13
A,1001,KILLINJ,F,2005,2
A,1001,KILLINJ,F,2006,1
A,1001,KILLINJ,F,2007,12
A,1001,KILLINJ,F,2008,10
A,1001,KILLINJ,F,2009,7
A,1001,KILLINJ,F,2010,14
A,1001,KILLINJ,F,2011,6
A,1001,KILLINJ,F,2012,8
A,1001,KILLINJ,F,2013,5
A,1001,KILLINJ,F,2014,11
A,1001,KILLINJ,F,2015,9
A,1001,KILLINJ,F,2016,8
A,1001,KILLINJ,F,2017,0
A,1001,KILLINJ,F,2018,1
A,1001,KILLINJ,F,2019,5
A,1001,KILLINJ,F,2020,4
A,1001,KILLINJ,F,2021,2
A,1001,KILLINJ,F,2022,5
A,1001,KILLINJ,F,2023,6
A,1001,KILLINJ,F,2024,5
A,1001,KILLINJ,M,2001,0
A,1001,KILLINJ,M,2002,0
A,1001,KILLINJ,M,2003,0
A,1001,KILLINJ,M,2004,0
A,1001,KILLINJ,M,2005,0
A,1001,KILLINJ,M,2006,0
A,1001,KILLINJ,M,2007,0
A,1001,KILLINJ,M,2008,0
A,1001,KILLINJ,M,2009,0
A,1001,KILLINJ,M,2010,0
A,1001,KILLINJ,M,2011,0
A,1001,KILLINJ,M,2012,0
A,1001,KILLINJ,M,2013,0
A,1001,KILLINJ,M,2014,0
A,1001,KILLINJ,M,2015,0
A,1001,KILLINJ,M,2016,0
A,1001,KILLINJ,M,2017,0
A,1001,KILLINJ,M,2018,0
A,1001,KILLINJ,M,2019,0
A,1001,KILLINJ,M,2020,0
A,1001,KILLINJ,M,2021,0
A,1001,KILLINJ,M,2022,0
A,1001,KILLINJ,M,2023,1
A,1001,KILLINJ,M,2024,0
A,1001,ROADACC,9,2001,5
A,1001,ROADACC,9,2002,5
A,1001,ROADACC,9,2003,4
A,1001,ROADACC,9,2004,9
A,1001,ROADACC,9,2005,2
A,1001,ROADACC,9,2006,1
A,1001,ROADACC,9,2007,8
A,1001,ROADACC,9,2008,5
A,1001,ROADACC,9,2009,4
A,1001,ROADACC,9,2010,7
A,1001,ROADACC,9,2011,4
A,1001,ROADACC,9,2012,3
A,1001,ROADACC,9,2013,4
A,1001,ROADACC,9,2014,6
A,1001,ROADACC,9,2015,5
A,1001,ROADACC,9,2016,5
A,1001,ROADACC,9,2017,0
A,1001,ROADACC,9,2018,1
A,1001,ROADACC,9,2019,3
A,1001,ROADACC,9,2020,4
A,1001,ROADACC,9,2021,2
A,1001,ROADACC,9,2022,3
A,1001,ROADACC,9,2023,3
A,1001,ROADACC,9,2024,2
A,1002,KILLINJ,F,2001,48
A,1002,KILLINJ,F,2002,47
A,1002,KILLINJ,F,2003,16
A,1002,KILLINJ,F,2004,34
A,1002,KILLINJ,F,2005,33
A,1002,KILLINJ,F,2006,19
A,1002,KILLINJ,F,2007,15
A,1002,KILLINJ,F,2008,17
A,1002,KILLINJ,F,2009,8
A,1002,KILLINJ,F,2010,13
A,1002,KILLINJ,F,2011,10
A,1002,KILLINJ,F,2012,18
A,1002,KILLINJ,F,2013,11
A,1002,KILLINJ,F,2014,19
A,1002,KILLINJ,F,2015,18
A,1002,KILLINJ,F,2016,13
A,1002,KILLINJ,F,2017,16
A,1002,KILLINJ,F,2018,13
A,1002,KILLINJ,F,2019,12
A,1002,KILLINJ,F,2020,14
A,1002,KILLINJ,F,2021,9
A,1002,KILLINJ,F,2022,5
A,1002,KILLINJ,F,2023,10
A,1002,KILLINJ,F,2024,9
A,1002,KILLINJ,M,2001,0
A,1002,KILLINJ,M,2002,0
A,1002,KILLINJ,M,2003,0
A,1002,KILLINJ,M,2004,1
A,1002,KILLINJ,M,2005,1
A,1002,KILLINJ,M,2006,0
A,1002,KILLINJ,M,2007,0
A,1002,KILLINJ,M,2008,1
A,1002,KILLINJ,M,2009,0
A,1002,KILLINJ,M,2010,1
A,1002,KILLINJ,M,2011,1
A,1002,KILLINJ,M,2012,0
A,1002,KILLINJ,M,2013,1
A,1002,KILLINJ,M,2014,1
A,1002,KILLINJ,M,2015,0
A,1002,KILLINJ,M,2016,0
A,1002,KILLINJ,M,2017,0
A,1002,KILLINJ,M,2018,0
A,1002,KILLINJ,M,2019,0
A,1002,KILLINJ,M,2020,0
A,1002,KILLINJ,M,2021,0
A,1002,KILLINJ,M,2022,0
A,1002,KILLINJ,M,2023,1
A,1002,KILLINJ,M,2024,0
A,1002,ROADACC,9,2001,25
A,1002,ROADACC,9,2002,23
A,1002,ROADACC,9,2003,10
A,1002,ROADACC,9,2004,21
A,1002,ROADACC,9,2005,19
A,1002,ROADACC,9,2006,12
A,1002,ROADACC,9,2007,11
A,1002,ROADACC,9,2008,13
A,1002,ROADACC,9,2009,8
A,1002,ROADACC,9,2010,10
A,1002,ROADACC,9,2011,8
A,1002,ROADACC,9,2012,11
A,1002,ROADACC,9,2013,10
A,1002,ROADACC,9,2014,8
A,1002,ROADACC,9,2015,11
A,1002,ROADACC,9,2016,7
A,1002,ROADACC,9,2017,10
A,1002,ROADACC,9,2018,9
A,1002,ROADACC,9,2019,6
A,1002,ROADACC,9,2020,8
A,1002,ROADACC,9,2021,6
A,1002,ROADACC,9,2022,4
A,1002,ROADACC,9,2023,7
A,1002,ROADACC,9,2024,5
A,1003,KILLINJ,F,2001,0
A,1003,KILLINJ,F,2002,0
A,1003,KILLINJ,F,2003,0
A,1003,KILLINJ,F,2004,0
A,1003,KILLINJ,F,2005,0
A,1003,KILLINJ,F,2006,0
A,1003,KILLINJ,F,2007,0
A,1003,KILLINJ,F,2008,0
A,1003,KILLINJ,F,2009,4
A,1003,KILLINJ,F,2010,0
A,1003,KILLINJ,F,2011,0
A,1003,KILLINJ,F,2012,0
A,1003,KILLINJ,F,2013,0
A,1003,KILLINJ,F,2014,1
A,1003,KILLINJ,F,2015,0
A,1003,KILLINJ,F,2016,1
A,1003,KILLINJ,F,2017,0
A,1003,KILLINJ,F,2018,1
A,1003,KILLINJ,F,2019,0
A,1003,KILLINJ,F,2020,0
A,1003,KILLINJ,F,2021,0
A,1003,KILLINJ,F,2022,0
A,1003,KILLINJ,F,2023,1
A,1003,KILLINJ,F,2024,2
A,1003,KILLINJ,M,2001,0
A,1003,KILLINJ,M,2002,0
A,1003,KILLINJ,M,2003,0
A,1003,KILLINJ,M,2004,0
A,1003,KILLINJ,M,2005,0
A,1003,KILLINJ,M,2006,0
A,1003,KILLINJ,M,2007,0
A,1003,KILLINJ,M,2008,0
A,1003,KILLINJ,M,2009,0
A,1003,KILLINJ,M,2010,0
A,1003,KILLINJ,M,2011,0
A,1003,KILLINJ,M,2012,0
A,1003,KILLINJ,M,2013,0
A,1003,KILLINJ,M,2014,0
A,1003,KILLINJ,M,2015,0
A,1003,KILLINJ,M,2016,0
A,1003,KILLINJ,M,2017,0
A,1003,KILLINJ,M,2018,0
A,1003,KILLINJ,M,2019,0
A,1003,KILLINJ,M,2020,0
A,1003,KILLINJ,M,2021,0
A,1003,KILLINJ,M,2022,0
A,1003,KILLINJ,M,2023,0
A,1003,KILLINJ,M,2024,0
A,1003,ROADACC,9,2001,0
A,1003,ROADACC,9,2002,0
A,1003,ROADACC,9,2003,0
A,1003,ROADACC,9,2004,0
A,1003,ROADACC,9,2005,0
A,1003,ROADACC,9,2006,0
A,1003,ROADACC,9,2007,0
A,1003,ROADACC,9,2008,0
A,1003,ROADACC,9,2009,1
A,1003,ROADACC,9,2010,0
A,1003,ROADACC,9,2011,0
A,1003,ROADACC,9,2012,0
A,1003,ROADACC,9,2013,0
A,1003,ROADACC,9,2014,1
A,1003,ROADACC,9,2015,0
A,1003,ROADACC,9,2016,1
A,1003,ROADACC,9,2017,0
A,1003,ROADACC,9,2018,1
A,1003,ROADACC,9,2019,0
A,1003,ROADACC,9,2020,0
A,1003,ROADACC,9,2021,0
A,1003,ROADACC,9,2022,0
A,1003,ROADACC,9,2023,1
A,1003,ROADACC,9,2024,1
A,1004,KILLINJ,F,2001,6
A,1004,KILLINJ,F,2002,10
A,1004,KILLINJ,F,2003,8
A,1004,KILLINJ,F,2004,7
A,1004,KILLINJ,F,2005,8
A,1004,KILLINJ,F,2006,9
A,1004,KILLINJ,F,2007,10
A,1004,KILLINJ,F,2008,2
A,1004,KILLINJ,F,2009,12
A,1004,KILLINJ,F,2010,9
A,1004,KILLINJ,F,2011,4
A,1004,KILLINJ,F,2012,7
A,1004,KILLINJ,F,2013,1
A,1004,KILLINJ,F,2014,11
A,1004,KILLINJ,F,2015,9
A,1004,KILLINJ,F,2016,4
A,1004,KILLINJ,F,2017,16
A,1004,KILLINJ,F,2018,7
A,1004,KILLINJ,F,2019,3
A,1004,KILLINJ,F,2020,3
A,1004,KILLINJ,F,2021,2
A,1004,KILLINJ,F,2022,4
A,1004,KILLINJ,F,2023,4
A,1004,KILLINJ,F,2024,9
A,1004,KILLINJ,M,2001,1
A,1004,KILLINJ,M,2002,1
A,1004,KILLINJ,M,2003,1
A,1004,KILLINJ,M,2004,1
A,1004,KILLINJ,M,2005,1
A,1004,KILLINJ,M,2006,1
A,1004,KILLINJ,M,2007,2
A,1004,KILLINJ,M,2008,0
A,1004,KILLINJ,M,2009,0
A,1004,KILLINJ,M,2010,0
A,1004,KILLINJ,M,2011,0
A,1004,KILLINJ,M,2012,0
A,1004,KILLINJ,M,2013,0
A,1004,KILLINJ,M,2014,0
A,1004,KILLINJ,M,2015,0
A,1004,KILLINJ,M,2016,0
A,1004,KILLINJ,M,2017,0
A,1004,KILLINJ,M,2018,1
A,1004,KILLINJ,M,2019,1
A,1004,KILLINJ,M,2020,0
A,1004,KILLINJ,M,2021,0
A,1004,KILLINJ,M,2022,0
A,1004,KILLINJ,M,2023,0
A,1004,KILLINJ,M,2024,0
A,1004,ROADACC,9,2001,5
A,1004,ROADACC,9,2002,8
A,1004,ROADACC,9,2003,8
A,1004,ROADACC,9,2004,6
A,1004,ROADACC,9,2005,4
A,1004,ROADACC,9,2006,4
A,1004,ROADACC,9,2007,9
A,1004,ROADACC,9,2008,2
A,1004,ROADACC,9,2009,5
A,1004,ROADACC,9,2010,6
A,1004,ROADACC,9,2011,3
A,1004,ROADACC,9,2012,2
A,1004,ROADACC,9,2013,1
A,1004,ROADACC,9,2014,5
A,1004,ROADACC,9,2015,5
A,1004,ROADACC,9,2016,2
A,1004,ROADACC,9,2017,8
A,1004,ROADACC,9,2018,6
A,1004,ROADACC,9,2019,3
A,1004,ROADACC,9,2020,3
A,1004,ROADACC,9,2021,2
A,1004,ROADACC,9,2022,4
A,1004,ROADACC,9,2023,2
A,1004,ROADACC,9,2024,4
A,1005,KILLINJ,F,2001,3
A,1005,KILLINJ,F,2002,1
A,1005,KILLINJ,F,2003,1
A,1005,KILLINJ,F,2004,2
A,1005,KILLINJ,F,2005,0
A,1005,KILLINJ,F,2006,1
A,1005,KILLINJ,F,2007,6
A,1005,KILLINJ,F,2008,0
A,1005,KILLINJ,F,2009,2
A,1005,KILLINJ,F,2010,3
A,1005,KILLINJ,F,2011,1
A,1005,KILLINJ,F,2012,0
A,1005,KILLINJ,F,2013,3
A,1005,KILLINJ,F,2014,2
A,1005,KILLINJ,F,2015,3
A,1005,KILLINJ,F,2016,0
A,1005,KILLINJ,F,2017,6
A,1005,KILLINJ,F,2018,0
A,1005,KILLINJ,M,2001,4
A,1005,KILLINJ,M,2002,0
A,1005,KILLINJ,M,2003,0
A,1005,KILLINJ,M,2004,1
A,1005,KILLINJ,M,2005,0
A,1005,KILLINJ,M,2006,0
A,1005,KILLINJ,M,2007,0
A,1005,KILLINJ,M,2008,0
A,1005,KILLINJ,M,2009,0
A,1005,KILLINJ,M,2010,0
A,1005,KILLINJ,M,2011,0
A,1005,KILLINJ,M,2012,0
A,1005,KILLINJ,M,2013,0
A,1005,KILLINJ,M,2014,0
A,1005,KILLINJ,M,2015,0
A,1005,KILLINJ,M,2016,0
A,1005,KILLINJ,M,2017,0
A,1005,KILLINJ,M,2018,0
A,1005,ROADACC,9,2001,3
A,1005,ROADACC,9,2002,1
A,1005,ROADACC,9,2003,1
A,1005,ROADACC,9,2004,2
A,1005,ROADACC,9,2005,0
A,1005,ROADACC,9,2006,1
A,1005,ROADACC,9,2007,2
A,1005,ROADACC,9,2008,0
A,1005,ROADACC,9,2009,1
A,1005,ROADACC,9,2010,3
A,1005,ROADACC,9,2011,1
A,1005,ROADACC,9,2012,0
A,1005,ROADACC,9,2013,1
A,1005,ROADACC,9,2014,2
A,1005,ROADACC,9,2015,1
A,1005,ROADACC,9,2016,0
A,1005,ROADACC,9,2017,2
A,1005,ROADACC,9,2018,0
A,1006,KILLINJ,F,2001,11
A,1006,KILLINJ,F,2002,6
A,1006,KILLINJ,F,2003,11
A,1006,KILLINJ,F,2004,1
A,1006,KILLINJ,F,2005,11
A,1006,KILLINJ,F,2006,9
A,1006,KILLINJ,F,2007,19
A,1006,KILLINJ,F,2008,2
A,1006,KILLINJ,F,2009,7
A,1006,KILLINJ,F,2010,5
A,1006,KILLINJ,F,2011,10
A,1006,KILLINJ,F,2012,7
A,1006,KILLINJ,F,2013,11
A,1006,KILLINJ,F,2014,7
A,1006,KILLINJ,F,2015,5
A,1006,KILLINJ,F,2016,7
A,1006,KILLINJ,F,2017,4
A,1006,KILLINJ,F,2018,11
A,1006,KILLINJ,F,2019,7
A,1006,KILLINJ,F,2020,8
A,1006,KILLINJ,F,2021,4
A,1006,KILLINJ,F,2022,8
A,1006,KILLINJ,F,2023,4
A,1006,KILLINJ,F,2024,2
A,1006,KILLINJ,M,2001,0
A,1006,KILLINJ,M,2002,0
A,1006,KILLINJ,M,2003,2
A,1006,KILLINJ,M,2004,0
A,1006,KILLINJ,M,2005,0
A,1006,KILLINJ,M,2006,0
A,1006,KILLINJ,M,2007,0
A,1006,KILLINJ,M,2008,0
A,1006,KILLINJ,M,2009,0
A,1006,KILLINJ,M,2010,0
A,1006,KILLINJ,M,2011,0
A,1006,KILLINJ,M,2012,0
A,1006,KILLINJ,M,2013,0
A,1006,KILLINJ,M,2014,0
A,1006,KILLINJ,M,2015,0
A,1006,KILLINJ,M,2016,0
A,1006,KILLINJ,M,2017,0
A,1006,KILLINJ,M,2018,0
A,1006,KILLINJ,M,2019,0
A,1006,KILLINJ,M,2020,0
A,1006,KILLINJ,M,2021,0
A,1006,KILLINJ,M,2022,1
A,1006,KILLINJ,M,2023,0
A,1006,KILLINJ,M,2024,0
A,1006,ROADACC,9,2001,7
A,1006,ROADACC,9,2002,5
A,1006,ROADACC,9,2003,6
A,1006,ROADACC,9,2004,1
A,1006,ROADACC,9,2005,8
A,1006,ROADACC,9,2006,7
A,1006,ROADACC,9,2007,12
A,1006,ROADACC,9,2008,1
A,1006,ROADACC,9,2009,5
A,1006,ROADACC,9,2010,5
A,1006,ROADACC,9,2011,5
A,1006,ROADACC,9,2012,6
A,1006,ROADACC,9,2013,9
A,1006,ROADACC,9,2014,5
A,1006,ROADACC,9,2015,5
A,1006,ROADACC,9,2016,5
A,1006,ROADACC,9,2017,3
A,1006,ROADACC,9,2018,7
A,1006,ROADACC,9,2019,4
A,1006,ROADACC,9,2020,6
A,1006,ROADACC,9,2021,3
A,1006,ROADACC,9,2022,8
A,1006,ROADACC,9,2023,2
A,1006,ROADACC,9,2024,2
A,1007,KILLINJ,F,2001,0
A,1007,KILLINJ,F,2002,0
A,1007,KILLINJ,F,2003,0
A,1007,KILLINJ,F,2004,1
A,1007,KILLINJ,F,2005,0
A,1007,KILLINJ,F,2006,1
A,1007,KILLINJ,F,2007,0
A,1007,KILLINJ,F,2008,0
A,1007,KILLINJ,F,2009,0
A,1007,KILLINJ,F,2010,7
A,1007,KILLINJ,F,2011,0
A,1007,KILLINJ,F,2012,0
A,1007,KILLINJ,F,2013,0
A,1007,KILLINJ,F,2014,0
A,1007,KILLINJ,F,2015,0
A,1007,KILLINJ,F,2016,5
A,1007,KILLINJ,F,2017,0
A,1007,KILLINJ,F,2018,0
A,1007,KILLINJ,F,2019,0
A,1007,KILLINJ,F,2020,1
A,1007,KILLINJ,F,2021,0
A,1007,KILLINJ,F,2022,0
A,1007,KILLINJ,F,2023,2
A,1007,KILLINJ,M,2001,0
A,1007,KILLINJ,M,2002,0
A,1007,KILLINJ,M,2003,0
A,1007,KILLINJ,M,2004,0
A,1007,KILLINJ,M,2005,0
A,1007,KILLINJ,M,2006,0
A,1007,KILLINJ,M,2007,0
A,1007,KILLINJ,M,2008,0
A,1007,KILLINJ,M,2009,0
A,1007,KILLINJ,M,2010,0
A,1007,KILLINJ,M,2011,0
A,1007,KILLINJ,M,2012,0
A,1007,KILLINJ,M,2013,0
A,1007,KILLINJ,M,2014,0
A,1007,KILLINJ,M,2015,0
A,1007,KILLINJ,M,2016,0
A,1007,KILLINJ,M,2017,0
A,1007,KILLINJ,M,2018,0
A,1007,KILLINJ,M,2019,0
A,1007,KILLINJ,M,2020,0
A,1007,KILLINJ,M,2021,0
A,1007,KILLINJ,M,2022,0
A,1007,KILLINJ,M,2023,0
A,1007,ROADACC,9,2001,0
A,1007,ROADACC,9,2002,0
A,1007,ROADACC,9,2003,0
A,1007,ROADACC,9,2004,1
A,1007,ROADACC,9,2005,0
A,1007,ROADACC,9,2006,1
A,1007,ROADACC,9,2007,0
A,1007,ROADACC,9,2008,0
A,1007,ROADACC,9,2009,0
A,1007,ROADACC,9,2010,2
A,1007,ROADACC,9,2011,0
A,1007,ROADACC,9,2012,0
A,1007,ROADACC,9,2013,0
A,1007,ROADACC,9,2014,0
A,1007,ROADACC,9,2015,0
A,1007,ROADACC,9,2016,1
A,1007,ROADACC,9,2017,0
A,1007,ROADACC,9,2018,0
A,1007,ROADACC,9,2019,0
A,1007,ROADACC,9,2020,1
A,1007,ROADACC,9,2021,0
A,1007,ROADACC,9,2022,0
A,1007,ROADACC,9,2023,1
A,1008,KILLINJ,F,2001,58
A,1008,KILLINJ,F,2002,66
A,1008,KILLINJ,F,2003,51
A,1008,KILLINJ,F,2004,57
A,1008,KILLINJ,F,2005,69
A,1008,KILLINJ,F,2006,57
A,1008,KILLINJ,F,2007,79
A,1008,KILLINJ,F,2008,48
A,1008,KILLINJ,F,2009,39
A,1008,KILLINJ,F,2010,29
A,1008,KILLINJ,F,2011,36
A,1008,KILLINJ,F,2012,49
A,1008,KILLINJ,F,2013,41
A,1008,KILLINJ,F,2014,56
A,1008,KILLINJ,F,2015,52
A,1008,KILLINJ,F,2016,34
A,1008,KILLINJ,F,2017,42
A,1008,KILLINJ,F,2018,31
A,1008,KILLINJ,F,2019,29
A,1008,KILLINJ,F,2020,25
A,1008,KILLINJ,F,2021,46
A,1008,KILLINJ,F,2022,31
A,1008,KILLINJ,F,2023,36
A,1008,KILLINJ,F,2024,24
A,1008,KILLINJ,M,2001,3
A,1008,KILLINJ,M,2002,0
A,1008,KILLINJ,M,2003,0
A,1008,KILLINJ,M,2004,2
A,1008,KILLINJ,M,2005,2
A,1008,KILLINJ,M,2006,0
A,1008,KILLINJ,M,2007,0
A,1008,KILLINJ,M,2008,1
A,1008,KILLINJ,M,2009,0
A,1008,KILLINJ,M,2010,0
A,1008,KILLINJ,M,2011,0
A,1008,KILLINJ,M,2012,0
A,1008,KILLINJ,M,2013,2
A,1008,KILLINJ,M,2014,0
A,1008,KILLINJ,M,2015,0
A,1008,KILLINJ,M,2016,0
A,1008,KILLINJ,M,2017,0
A,1008,KILLINJ,M,2018,0
A,1008,KILLINJ,M,2019,1
A,1008,KILLINJ,M,2020,0
A,1008,KILLINJ,M,2021,0
A,1008,KILLINJ,M,2022,0
A,1008,KILLINJ,M,2023,1
A,1008,KILLINJ,M,2024,0
A,1008,ROADACC,9,2001,45
A,1008,ROADACC,9,2002,43
A,1008,ROADACC,9,2003,39
A,1008,ROADACC,9,2004,41
A,1008,ROADACC,9,2005,48
A,1008,ROADACC,9,2006,39
A,1008,ROADACC,9,2007,50
A,1008,ROADACC,9,2008,29
A,1008,ROADACC,9,2009,28
A,1008,ROADACC,9,2010,19
A,1008,ROADACC,9,2011,28
A,1008,ROADACC,9,2012,35
A,1008,ROADACC,9,2013,34
A,1008,ROADACC,9,2014,39
A,1008,ROADACC,9,2015,37
A,1008,ROADACC,9,2016,23
A,1008,ROADACC,9,2017,32
A,1008,ROADACC,9,2018,26
A,1008,ROADACC,9,2019,22
A,1008,ROADACC,9,2020,18
A,1008,ROADACC,9,2021,30
A,1008,ROADACC,9,2022,23
A,1008,ROADACC,9,2023,27
A,1008,ROADACC,9,2024,20
A,1009,KILLINJ,F,2001,5
A,1009,KILLINJ,F,2002,7
A,1009,KILLINJ,F,2003,1
A,1009,KILLINJ,F,2004,7
A,1009,KILLINJ,F,2005,2
A,1009,KILLINJ,F,2006,2
A,1009,KILLINJ,F,2007,5
A,1009,KILLINJ,F,2008,6
A,1009,KILLINJ,F,2009,2
A,1009,KILLINJ,F,2010,4
A,1009,KILLINJ,F,2011,11
A,1009,KILLINJ,F,2012,3
A,1009,KILLINJ,F,2013,0
A,1009,KILLINJ,F,2014,2
A,1009,KILLINJ,F,2015,8
A,1009,KILLINJ,F,2016,1
A,1009,KILLINJ,F,2017,4
A,1009,KILLINJ,F,2018,0
A,1009,KILLINJ,F,2019,4
A,1009,KILLINJ,F,2020,1
A,1009,KILLINJ,F,2021,2
A,1009,KILLINJ,F,2022,3
A,1009,KILLINJ,F,2023,4
A,1009,KILLINJ,F,2024,3
A,1009,KILLINJ,M,2001,0
A,1009,KILLINJ,M,2002,1
A,1009,KILLINJ,M,2003,0
A,1009,KILLINJ,M,2004,0
A,1009,KILLINJ,M,2005,0
A,1009,KILLINJ,M,2006,0
A,1009,KILLINJ,M,2007,0
A,1009,KILLINJ,M,2008,0
A,1009,KILLINJ,M,2009,0
A,1009,KILLINJ,M,2010,0
A,1009,KILLINJ,M,2011,0
A,1009,KILLINJ,M,2012,0
A,1009,KILLINJ,M,2013,0
A,1009,KILLINJ,M,2014,0
A,1009,KILLINJ,M,2015,1
A,1009,KILLINJ,M,2016,0
A,1009,KILLINJ,M,2017,0
A,1009,KILLINJ,M,2018,0
A,1009,KILLINJ,M,2019,0
A,1009,KILLINJ,M,2020,0
A,1009,KILLINJ,M,2021,0
A,1009,KILLINJ,M,2022,0
A,1009,KILLINJ,M,2023,0
A,1009,KILLINJ,M,2024,0
A,1009,ROADACC,9,2001,3
A,1009,ROADACC,9,2002,4
A,1009,ROADACC,9,2003,1
A,1009,ROADACC,9,2004,4
A,1009,ROADACC,9,2005,2
A,1009,ROADACC,9,2006,2
A,1009,ROADACC,9,2007,4
A,1009,ROADACC,9,2008,2
A,1009,ROADACC,9,2009,2
A,1009,ROADACC,9,2010,3
A,1009,ROADACC,9,2011,5
A,1009,ROADACC,9,2012,1
A,1009,ROADACC,9,2013,0
A,1009,ROADACC,9,2014,2
A,1009,ROADACC,9,2015,3
A,1009,ROADACC,9,2016,1
A,1009,ROADACC,9,2017,4
A,1009,ROADACC,9,2018,0
A,1009,ROADACC,9,2019,1
A,1009,ROADACC,9,2020,1
A,1009,ROADACC,9,2021,2
A,1009,ROADACC,9,2022,2
A,1009,ROADACC,9,2023,2
A,1009,ROADACC,9,2024,2
A,1010,KILLINJ,F,2001,0
A,1010,KILLINJ,F,2002,2
A,1010,KILLINJ,F,2003,4
A,1010,KILLINJ,F,2004,1
A,1010,KILLINJ,F,2005,0
A,1010,KILLINJ,F,2006,0
A,1010,KILLINJ,F,2007,1
A,1010,KILLINJ,F,2008,0
A,1010,KILLINJ,F,2009,0
A,1010,KILLINJ,F,2010,0
A,1010,KILLINJ,F,2011,0
A,1010,KILLINJ,F,2012,0
A,1010,KILLINJ,F,2013,0
A,1010,KILLINJ,F,2014,0
A,1010,KILLINJ,F,2015,2
A,1010,KILLINJ,F,2016,0
A,1010,KILLINJ,F,2017,0
A,1010,KILLINJ,F,2018,0
A,1010,KILLINJ,F,2019,0
A,1010,KILLINJ,F,2020,0
A,1010,KILLINJ,F,2021,0
A,1010,KILLINJ,F,2022,0
A,1010,KILLINJ,F,2023,0
A,1010,KILLINJ,F,2024,1
A,1010,KILLINJ,M,2001,0
A,1010,KILLINJ,M,2002,0
A,1010,KILLINJ,M,2003,1
A,1010,KILLINJ,M,2004,0
A,1010,KILLINJ,M,2005,0
A,1010,KILLINJ,M,2006,0
A,1010,KILLINJ,M,2007,0
A,1010,KILLINJ,M,2008,0
A,1010,KILLINJ,M,2009,0
A,1010,KILLINJ,M,2010,0
A,1010,KILLINJ,M,2011,0
A,1010,KILLINJ,M,2012,0
A,1010,KILLINJ,M,2013,0
A,1010,KILLINJ,M,2014,0
A,1010,KILLINJ,M,2015,0
A,1010,KILLINJ,M,2016,0
A,1010,KILLINJ,M,2017,0
A,1010,KILLINJ,M,2018,0
A,1010,KILLINJ,M,2019,0
A,1010,KILLINJ,M,2020,0
A,1010,KILLINJ,M,2021,0
A,1010,KILLINJ,M,2022,0
A,1010,KILLINJ,M,2023,0
A,1010,KILLINJ,M,2024,0
A,1010,ROADACC,9,2001,0
A,1010,ROADACC,9,2002,1
A,1010,ROADACC,9,2003,2
A,1010,ROADACC,9,2004,1
A,1010,ROADACC,9,2005,0
A,1010,ROADACC,9,2006,0
A,1010,ROADACC,9,2007,1
A,1010,ROADACC,9,2008,0
A,1010,ROADACC,9,2009,0
A,1010,ROADACC,9,2010,0
A,1010,ROADACC,9,2011,0
A,1010,ROADACC,9,2012,0
A,1010,ROADACC,9,2013,0
A,1010,ROADACC,9,2014,0
A,1010,ROADACC,9,2015,1
A,1010,ROADACC,9,2016,0
A,1010,ROADACC,9,2017,0
A,1010,ROADACC,9,2018,0
A,1010,ROADACC,9,2019,0
A,1010,ROADACC,9,2020,0
A,1010,ROADACC,9,2021,0
A,1010,ROADACC,9,2022,0
A,1010,ROADACC,9,2023,0
A,1010,ROADACC,9,2024,1
A,1011,KILLINJ,F,2001,1
A,1011,KILLINJ,F,2002,0
A,1011,KILLINJ,F,2003,0
A,1011,KILLINJ,F,2004,2
A,1011,KILLINJ,F,2005,0
A,1011,KILLINJ,F,2006,0
A,1011,KILLINJ,F,2007,2
A,1011,KILLINJ,F,2008,1
A,1011,KILLINJ,F,2009,1
A,1011,KILLINJ,F,2010,0
A,1011,KILLINJ,F,2011,0
A,1011,KILLINJ,F,2012,0
A,1011,KILLINJ,F,2013,0
A,1011,KILLINJ,F,2014,0
A,1011,KILLINJ,F,2015,0
A,1011,KILLINJ,F,2016,2
A,1011,KILLINJ,F,2017,0
A,1011,KILLINJ,F,2018,0
A,1011,KILLINJ,F,2019,0
A,1011,KILLINJ,F,2020,0
A,1011,KILLINJ,F,2021,0
A,1011,KILLINJ,F,2022,0
A,1011,KILLINJ,F,2023,0
A,1011,KILLINJ,M,2001,0
A,1011,KILLINJ,M,2002,0
A,1011,KILLINJ,M,2003,0
A,1011,KILLINJ,M,2004,0
A,1011,KILLINJ,M,2005,0
A,1011,KILLINJ,M,2006,0
A,1011,KILLINJ,M,2007,0
A,1011,KILLINJ,M,2008,0
A,1011,KILLINJ,M,2009,0
A,1011,KILLINJ,M,2010,0
A,1011,KILLINJ,M,2011,0
A,1011,KILLINJ,M,2012,0
A,1011,KILLINJ,M,2013,0
A,1011,KILLINJ,M,2014,0
A,1011,KILLINJ,M,2015,0
A,1011,KILLINJ,M,2016,0
A,1011,KILLINJ,M,2017,0
A,1011,KILLINJ,M,2018,0
A,1011,KILLINJ,M,2019,0
A,1011,KILLINJ,M,2020,0
A,1011,KILLINJ,M,2021,0
A,1011,KILLINJ,M,2022,0
A,1011,KILLINJ,M,2023,0
A,1011,ROADACC,9,2001,1
