Codice Provincia/Uts,Codice Comune (numerico),Comune,Popolazione residente,Superficie (Kmq),Anno (Popolazione residente)
30,30086,Pulfero,849,48.676,2020
30,30087,Ragogna,2810,22.0271,2020
30,30088,Ravascletto,497,26.4796,2020
30,30089,Raveo,444,12.5973,2020
30,30090,Reana del Rojale,4790,20.332,2020
30,30091,Remanzacco,6110,30.9872,2020
30,30092,Resia,937,119.3121,2020
30,30093,Resiutta,272,20.3611,2020
30,30094,Rigolato,385,30.7703,2020
30,30095,Rive d'Arcano,2380,22.5658,2020
30,30097,Ronchis,1948,18.3968,2020
30,30098,Ruda,2817,19.4636,2020
30,30099,San Daniele del Friuli,7923,34.7795,2020
30,30100,San Giorgio di Nogaro,7375,25.9373,2020
30,30101,San Giovanni al Natisone,6101,24.0601,2020
30,30102,San Leonardo,1047,26.9138,2020
30,30103,San Pietro al Natisone,2129,23.9685,2020
30,30104,Santa Maria la Longa,2313,19.6031,2020
30,30105,San Vito al Torre,1219,11.9224,2020
30,30106,San Vito di Fagagna,1690,8.5705,2020
30,30107,Sauris,393,41.4911,2020
30,30108,Savogna,351,22.1649,2020
30,30109,Sedegliano,3681,50.422,2020
30,30110,Socchieve,866,66.1145,2020
30,30111,Stregna,317,19.6913,2020
30,30112,Sutrio,1237,20.7456,2020
30,30113,Taipana,554,65.4414,2020
30,30114,Talmassons,3900,43.0497,2020
30,30116,Tarcento,8830,35.4193,2020
30,30117,Tarvisio,4102,208.3559,2020
30,30118,Tavagnacco,14780,15.3441,2020
30,30120,Terzo d'Aquileia,2760,28.3598,2020
30,30121,Tolmezzo,9998,64.6226,2020
30,30122,Torreano,2059,34.9904,2020
30,30123,Torviscosa,2677,48.6221,2020
30,30124,Trasaghis,2116,77.8492,2020
30,30126,Treppo Grande,1686,11.3221,2020
30,30127,Tricesimo,7604,17.683,2020
30,30128,Trivignano Udinese,1586,18.4599,2020
30,30129,Udine,98156,57.1924,2020
30,30130,Varmo,2663,34.9183,2020
30,30131,Venzone,1976,54.5509,2020
30,30132,Verzegnis,845,39.3306,2020
30,30133,Villa Santina,2166,12.9947,2020
30,30135,Visco,816,3.5386,2020
30,30136,Zuglio,562,18.2113,2020
30,30137,Forgaria nel Friuli,1714,28.9391,2020
30,30138,Campolongo Tapogliano,1130,11.0193,2020
30,30188,Rivignano Teor,6174,47.7536,2020
30,30189,Sappada,1305,62.0628,2020
30,30190,Fiumicello Villa Vicentina,6275,28.7989,2020
30,30191,Treppo Ligosullo,702,35.5839,2020
31,31001,Capriva del Friuli,1622,6.32,2020
31,31002,Cormons,7250,35.085,2020
31,31003,Doberdò del Lago-Doberdob,1340,27.0526,2020
31,31004,Dolegna del Collio,325,12.8765,2020
31,31005,Farra d'Isonzo,1698,10.251,2020
31,31006,Fogliano Redipuglia,2977,7.9241,2020
31,31007,Gorizia,34087,41.2626,2020
31,31008,Gradisca d'Isonzo,6373,11.22,2020
31,31009,Grado,7959,119.5156,2020
31,31010,Mariano del Friuli,1475,8.5915,2020
31,31011,Medea,965,7.3593,2020
31,31012,Monfalcone,29233,20.6446,2020
31,31013,Moraro,693,3.5654,2020
31,31014,Mossa,1525,6.2051,2020
31,31015,Romans d'Isonzo,3706,15.4983,2020
31,31016,Ronchi dei Legionari,11851,17.1084,2020
31,31017,Sagrado,2155,13.9395,2020
31,31018,San Canzian d'Isonzo,6110,33.8903,2020
31,31019,San Floriano del Collio-Števerjan,747,10.6311,2020
31,31020,San Lorenzo Isontino,1518,4.4013,2020
31,31021,San Pier d'Isonzo,1977,9.028,2020
31,31022,Savogna d'Isonzo-Sovodnje ob Soči,1740,16.9815,2020
31,31023,Staranzano,7266,18.8163,2020
31,31024,Turriaco,2808,5.1749,2020
31,31025,Villesse,1670,12.0535,2020
32,32001,Duino Aurisina-Devin Nabrežina,8373,45.3135,2020
32,32002,Monrupino-Repentabor,857,12.6103,2020
32,32003,Muggia,12966,13.8518,2020
32,32004,San Dorligo della Valle-Dolina,5832,24.2218,2020
32,32005,Sgonico-Zgonik,2052,31.4024,2020
32,32006,Trieste,200609,85.1039,2020
33,33001,Agazzano,1972,36.145,2020
33,33002,Alseno,4673,55.2695,2020
33,33003,Besenzone,946,23.9471,2020
33,33004,Bettola,2612,122.3705,2020
33,33005,Bobbio,3487,106.5214,2020
33,33006,Borgonovo Val Tidone,7989,51.2167,2020
33,33007,Cadeo,5911,38.4792,2020
33,33008,Calendasco,2407,36.9357,2020
33,33010,Caorso,4740,40.9806,2020
33,33011,Carpaneto Piacentino,7640,63.0763,2020
33,33012,Castell'Arquato,4548,52.7485,2020
33,33013,Castel San Giovanni,13813,44.0397,2020
33,33014,Castelvetro Piacentino,5223,35.0518,2020
33,33015,Cerignale,119,30.818,2020
33,33016,Coli,853,71.6896,2020
33,33017,Corte Brugnatella,552,46.3089,2020
33,33018,Cortemaggiore,4614,36.4718,2020
33,33019,Farini,1078,112.3548,2020
33,33020,Ferriere,1137,178.4949,2020
33,33021,Fiorenzuola d'Arda,14947,59.769,2020
33,33022,Gazzola,2104,44.4768,2020
33,33023,Gossolengo,5666,31.0994,2020
33,33024,Gragnano Trebbiense,4491,34.612,2020
33,33025,Gropparello,2144,56.33,2020
33,33026,Lugagnano Val d'Arda,3857,54.3974,2020
33,33027,Monticelli d'Ongina,5118,46.3298,2020
33,33028,Morfasso,926,83.9336,2020
33,33030,Ottone,468,98.9494,2020
33,33032,Piacenza,102731,118.2281,2020
33,33033,Pianello Val Tidone,2173,36.2849,2020
33,33034,Piozzano,594,43.6068,2020
33,33035,Podenzano,9138,44.3354,2020
33,33036,Ponte dell'Olio,4573,43.9148,2020
33,33037,Pontenure,6512,33.8481,2020
33,33038,Rivergaro,7012,43.8291,2020
33,33039,Rottofreno,12211,35.1646,2020
33,33040,San Giorgio Piacentino,5600,49.194,2020
33,33041,San Pietro in Cerro,808,27.3456,2020
33,33042,Sarmato,2896,27.2585,2020
33,33043,Travo,2110,81.0121,2020
33,33044,Vernasca,2017,72.5658,2020
33,33045,Vigolzone,4193,42.0366,2020
33,33046,Villanova sull'Arda,1681,36.5647,2020
33,33047,Zerba,70,24.127,2020
33,33048,Ziano Piacentino,2451,32.7755,2020
33,33049,Alta Val Tidone,2937,100.8556,2020
34,34001,Albareto,2101,104.1033,2020
34,34002,Bardi,2044,189.894,2020
34,34003,Bedonia,3200,169.5556,2020
34,34004,Berceto,1988,131.7046,2020
34,34005,Bore,676,43.0043,2020
34,34006,Borgo Val di Taro,6715,151.4879,2020
34,34007,Busseto,6827,76.5911,2020
34,34008,Calestano,2049,57.3542,2020
34,34009,Collecchio,14634,58.831,2020
34,34010,Colorno,9008,48.4061,2020
34,34011,Compiano,1061,37.532,2020
34,34012,Corniglio,1755,165.6975,2020
34,34013,Felino,9151,38.3458,2020
34,34014,Fidenza,26987,95.1166,2020
34,34015,Fontanellato,7013,53.9754,2020
34,34016,Fontevivo,5624,26.0045,2020
34,34017,Fornovo di Taro,5906,57.5224,2020
34,34018,Langhirano,10599,70.8424,2020
34,34019,Lesignano de' Bagni,5033,47.485,2020
34,34020,Medesano,10703,88.7682,2020
34,34022,Monchio delle Corti,843,69.0416,2020
34,34023,Montechiarugolo,11077,48.2015,2020
34,34024,Neviano degli Arduini,3466,105.9563,2020
34,34025,Noceto,13138,79.1728,2020
34,34026,Palanzano,1060,69.8016,2020
34,34027,Parma,195998,260.5979,2020
34,34028,Pellegrino Parmense,955,82.0786,2020
34,34030,Roccabianca,2878,40.459,2020
34,34031,Sala Baganza,5757,30.7549,2020
34,34032,Salsomaggiore Terme,19819,81.4989,2020
34,34033,San Secondo Parmense,5767,37.7094,2020
34,34035,Solignano,1722,73.1352,2020
34,34036,Soragna,4790,45.3863,2020
34,34038,Terenzo,1172,72.6961,2020
34,34039,Tizzano Val Parma,2122,78.3864,2020
34,34040,Tornolo,894,67.4779,2020
34,34041,Torrile,7702,37.147,2020
34,34042,Traversetolo,9556,54.8602,2020
34,34044,Valmozzola,513,67.6414,2020
34,34045,Varano de' Melegari,2617,64.9214,2020
34,34046,Varsi,1157,80.0644,2020
34,34049,Sissa Trecasali,7729,72.7144,2020
34,34050,Polesine Zibello,3139,48.5037,2020
34,34051,Sorbolo Mezzani,12683,66.9713,2020
35,35001,Albinea,8743,43.8883,2020
35,35002,Bagnolo in Piano,9628,26.9392,2020
35,35003,Baiso,3209,75.553,2020
35,35004,Bibbiano,10140,28.1622,2020
35,35005,Boretto,5311,18.0943,2020
35,35006,Brescello,5675,24.0376,2020
35,35008,Cadelbosco di Sopra,10704,43.5957,2020
35,35009,Campagnola Emilia,5635,24.3929,2020
35,35010,Campegine,5292,22.6234,2020
35,35011,Carpineti,3877,89.567,2020
35,35012,Casalgrande,18946,37.7068,2020
35,35013,Casina,4455,63.8037,2020
35,35014,Castellarano,15364,58.058,2020
35,35015,Castelnovo di Sotto,8415,35.0143,2020
35,35016,Castelnovo ne' Monti,10360,96.6802,2020
35,35017,Cavriago,9828,16.9945,2020
35,35018,Canossa,3676,53.0823,2020
35,35020,Correggio,24966,77.5093,2020
35,35021,Fabbrico,6618,23.6332,2020
35,35022,Gattatico,5715,42.1447,2020
35,35023,Gualtieri,6317,35.6438,2020
35,35024,Guastalla,14746,52.9206,2020
35,35026,Luzzara,8520,38.5245,2020
35,35027,Montecchio Emilia,10433,24.3868,2020
35,35028,Novellara,13368,58.1064,2020
35,35029,Poviglio,7176,43.5507,2020
35,35030,Quattro Castella,13115,46.3056,2020
35,35032,Reggiolo,9072,42.6623,2020
35,35033,Reggio nell'Emilia,170601,230.6805,2020
35,35034,Rio Saliceto,5962,22.5618,2020
35,35035,Rolo,4021,14.1703,2020
35,35036,Rubiera,14869,25.1941,2020
35,35037,San Martino in Rio,8219,22.7176,2020
35,35038,San Polo d'Enza,6173,32.2932,2020
35,35039,Sant'Ilario d'Enza,11159,20.2331,2020
35,35040,Scandiano,25672,50.0478,2020
35,35041,Toano,4195,67.2538,2020
35,35042,Vetto,1801,53.3728,2020
35,35043,Vezzano sul Crostolo,4323,37.8178,2020
35,35044,Viano,3309,44.9712,2020
35,35045,Villa Minozzo,3540,168.0773,2020
35,35046,Ventasso,3992,258.1724,2020
36,36001,Bastiglia,4134,10.4662,2020
36,36002,Bomporto,10142,38.8735,2020
36,36003,Campogalliano,8605,35.6891,2020
36,36004,Camposanto,3192,22.7072,2020
36,36005,Carpi,71730,131.5407,2020
36,36006,Castelfranco Emilia,32908,102.5111,2020
36,36007,Castelnuovo Rangone,15081,22.4407,2020
36,36008,Castelvetro di Modena,11284,49.783,2020
36,36009,Cavezzo,6960,26.7719,2020
36,36010,Concordia sulla Secchia,8162,40.9448,2020
36,36011,Fanano,2951,89.9056,2020
36,36012,Finale Emilia,15047,105.1257,2020
36,36013,Fiorano Modenese,16988,26.2317,2020
36,36014,Fiumalbo,1196,39.1349,2020
36,36015,Formigine,34541,46.7584,2020
36,36016,Frassinoro,1801,95.4568,2020
36,36017,Guiglia,4003,48.296,2020
36,36018,Lama Mocogno,2656,63.907,2020
36,36019,Maranello,17379,32.5808,2020
36,36020,Marano sul Panaro,5297,45.4654,2020
36,36021,Medolla,6301,26.9959,2020
36,36022,Mirandola,24103,137.0459,2020
36,36023,Modena,186414,183.173,2020
36,36024,Montecreto,914,31.2213,2020
36,36025,Montefiorino,2084,45.277,2020
36,36026,Montese,3208,81.0046,2020
36,36027,Nonantola,16010,55.32,2020
36,36028,Novi di Modena,9983,51.808,2020
36,36029,Palagano,2073,60.411,2020
36,36030,Pavullo nel Frignano,17979,143.7304,2020
36,36031,Pievepelago,2185,76.5344,2020
36,36032,Polinago,1580,53.7389,2020
36,36033,Prignano sulla Secchia,3753,79.6652,2020
36,36034,Ravarino,6194,28.5303,2020
36,36035,Riolunato,676,44.9129,2020
36,36036,San Cesario sul Panaro,6533,27.3097,2020
36,36037,San Felice sul Panaro,10741,51.6636,2020
36,36038,San Possidonio,3471,17.0582,2020
36,36039,San Prospero,5975,34.557,2020
36,36040,Sassuolo,40722,38.4032,2020
36,36041,Savignano sul Panaro,9289,25.554,2020
36,36042,Serramazzoni,8404,93.9602,2020
36,36043,Sestola,2435,52.4711,2020
36,36044,Soliera,15474,50.9283,2020
36,36045,Spilamberto,12845,29.7918,2020
36,36046,Vignola,25726,22.8613,2020
36,36047,Zocca,4567,69.3646,2020
237,37001,Anzola dell'Emilia,12353,36.5961,2020
237,37002,Argelato,9741,35.1033,2020
237,37003,Baricella,7074,45.4839,2020
237,37005,Bentivoglio,5801,51.1055,2020
237,37006,Bologna,391686,140.8566,2020
237,37007,Borgo Tossignano,3228,29.2729,2020
237,37008,Budrio,18368,120.1849,2020
237,37009,Calderara di Reno,13479,40.7517,2020
237,37010,Camugnano,1800,96.5976,2020
237,37011,Casalecchio di Reno,36052,17.3334,2020
237,37012,Casalfiumanese,3373,82.0283,2020
237,37013,Castel d'Aiano,1857,45.2605,2020
237,37014,Castel del Rio,1189,52.5914,2020
237,37015,Castel di Casio,3307,47.3257,2020
237,37016,Castel Guelfo di Bologna,4529,28.6088,2020
237,37017,Castello d'Argile,6554,29.0706,2020
237,37019,Castel Maggiore,18631,30.9004,2020
237,37020,Castel San Pietro Terme,20786,148.4147,2020
237,37021,Castenaso,15870,35.7333,2020
237,37022,Castiglione dei Pepoli,5418,65.7611,2020
237,37024,Crevalcore,13675,102.7526,2020
237,37025,Dozza,6609,24.2317,2020
237,37026,Fontanelice,1945,36.5572,2020
237,37027,Gaggio Montano,4810,58.6697,2020
237,37028,Galliera,5504,37.1536,2020
237,37030,Granarolo dell'Emilia,12471,34.3693,2020
237,37031,Grizzana Morandi,3882,77.4024,2020
237,37032,Imola,69855,205.0213,2020
237,37033,Lizzano in Belvedere,2161,85.447,2020
237,37034,Loiano,4328,52.4056,2020
237,37035,Malalbergo,9085,53.8163,2020
237,37036,Marzabotto,6731,74.5263,2020
237,37037,Medicina,16599,159.1056,2020
237,37038,Minerbio,8941,43.0663,2020
237,37039,Molinella,15648,127.8402,2020
237,37040,Monghidoro,3699,48.2812,2020
237,37041,Monterenzio,6105,105.2554,2020
237,37042,Monte San Pietro,10695,74.6857,2020
237,37044,Monzuno,6346,65.0081,2020
237,37045,Mordano,4613,21.4513,2020
237,37046,Ozzano dell'Emilia,13927,64.9471,2020
237,37047,Pianoro,17472,107.129,2020
237,37048,Pieve di Cento,7132,15.9368,2020
237,37050,Sala Bolognese,8478,45.6367,2020
237,37051,San Benedetto Val di Sambro,4203,66.4675,2020
237,37052,San Giorgio di Piano,9048,30.4326,2020
237,37053,San Giovanni in Persiceto,28048,114.4106,2020
237,37054,San Lazzaro di Savena,32665,44.7241,2020
237,37055,San Pietro in Casale,12678,65.8561,2020
237,37056,Sant'Agata Bolognese,7339,34.7917,2020
237,37057,Sasso Marconi,14761,96.4485,2020
237,37059,Vergato,7608,59.9401,2020
237,37060,Zola Predosa,19113,37.7472,2020
237,37061,Valsamoggia,31503,178.1313,2020
237,37062,Alto Reno Terme,6835,73.6224,2020
38,38001,Argenta,21140,311.663,2020
38,38003,Bondeno,13905,174.753,2020
38,38004,Cento,35107,64.7415,2020
38,38005,Codigoro,11297,169.2711,2020
38,38006,Comacchio,22081,283.7461,2020
38,38007,Copparo,15874,157.0042,2020
38,38008,Ferrara,131669,405.1396,2020
38,38010,Jolanda di Savoia,2686,108.3382,2020
38,38011,Lagosanto,4760,34.4368,2020
38,38012,Masi Torello,2332,22.7071,2020
38,38014,Mesola,6549,84.2986,2020
38,38017,Ostellato,5769,173.3408,2020
38,38018,Poggio Renatico,9787,80.2322,2020
38,38019,Portomaggiore,11506,126.6429,2020
38,38022,Vigarano Mainarda,7590,42.0182,2020
38,38023,Voghiera,3646,40.3268,2020
38,38025,Goro,3588,26.6198,2020
38,38027,Fiscaglia,8493,116.1817,2020
38,38028,Terre del Reno,9826,51.0347,2020
38,38029,Riva del Po,7573,111.8218,2020
38,38030,Tresignana,6883,43.0586,2020
39,39001,Alfonsine,11626,106.7905,2020
39,39002,Bagnacavallo,16402,79.5793,2020
39,39003,Bagnara di Romagna,2414,9.9578,2020
39,39004,Brisighella,7244,194.319,2020
39,39005,Casola Valsenio,2502,84.4135,2020
39,39006,Castel Bolognese,9549,32.3734,2020
39,39007,Cervia,28774,82.2725,2020
39,39008,Conselice,9554,60.1994,2020
39,39009,Cotignola,7329,35.139,2020
39,39010,Faenza,59063,215.7569,2020
39,39011,Fusignano,8082,24.5496,2020
39,39012,Lugo,31934,117.0548,2020
39,39013,Massa Lombarda,10501,37.2479,2020
39,39014,Ravenna,156463,653.8119,2020
39,39015,Riolo Terme,5699,44.2582,2020
39,39016,Russi,12136,46.2594,2020
39,39017,Sant'Agata sul Santerno,2898,9.3707,2020
39,39018,Solarolo,4473,26.0383,2020
40,40001,Bagno di Romagna,5621,233.5005,2020
40,40003,Bertinoro,11016,57.2533,2020
40,40004,Borghi,2878,30.2325,2020
40,40005,Castrocaro Terme e Terra del Sole,6264,38.9501,2020
40,40007,Cesena,96520,249.4614,2020
40,40008,Cesenatico,25992,45.1634,2020
40,40009,Civitella di Romagna,3701,117.929,2020
40,40011,Dovadola,1567,38.9702,2020
40,40012,Forlì,117407,228.1972,2020
40,40013,Forlimpopoli,13099,24.4588,2020
40,40014,Galeata,2385,63.1294,2020
40,40015,Gambettola,10661,7.7713,2020
40,40016,Gatteo,9289,14.138,2020
40,40018,Longiano,7219,23.576,2020
40,40019,Meldola,9910,79.0775,2020
40,40020,Mercato Saraceno,6821,99.3304,2020
40,40022,Modigliana,4357,101.1628,2020
40,40028,Montiano,1704,9.2571,2020
40,40031,Portico e San Benedetto,745,61.0511,2020
40,40032,Predappio,6183,91.3883,2020
40,40033,Premilcuore,716,98.5567,2020
40,40036,Rocca San Casciano,1766,50.558,2020
40,40037,Roncofreddo,3416,51.526,2020
40,40041,San Mauro Pascoli,12184,17.2873,2020
40,40043,Santa Sofia,4053,148.8602,2020
40,40044,Sarsina,3301,100.7182,2020
40,40045,Savignano sul Rubicone,17858,23.3027,2020
40,40046,Sogliano al Rubicone,3117,93.4291,2020
40,40049,Tredozio,1142,62.1988,2020
40,40050,Verghereto,1750,117.8823,2020
41,41001,Acqualagna,4240,50.6846,2020
41,41002,Apecchio,1749,103.1077,2020
41,41005,Belforte all'Isauro,750,12.2898,2020
41,41006,Borgo Pace,540,56.2216,2020
41,41007,Cagli,8072,226.4575,2020
41,41008,Cantiano,2021,83.2457,2020
41,41009,Carpegna,1608,28.9389,2020
41,41010,Cartoceto,7974,23.2029,2020
41,41013,Fano,60136,120.3167,2020
41,41014,Fermignano,8290,43.7022,2020
41,41015,Fossombrone,9123,106.8757,2020
41,41016,Fratte Rosa,882,15.63,2020
41,41017,Frontino,291,10.3673,2020
41,41018,Frontone,1222,36.0741,2020
41,41019,Gabicce Mare,5597,4.9349,2020
41,41020,Gradara,4881,17.5257,2020
41,41021,Isola del Piano,556,23.3024,2020
41,41022,Lunano,1465,15.0143,2020
41,41023,Macerata Feltria,1904,40.0743,2020
41,41025,Mercatello sul Metauro,1298,68.3532,2020
41,41026,Mercatino Conca,1008,13.9454,2020
41,41027,Mombaroccio,2042,28.2059,2020
41,41028,Mondavio,3663,29.6355,2020
41,41029,Mondolfo,14307,24.3413,2020
41,41030,Montecalvo in Foglia,2723,18.247,2020
41,41031,Monte Cerignone,636,18.2355,2020
41,41033,Montecopiolo,1064,35.8116,2020
41,41034,Montefelcino,2517,39.0064,2020
41,41035,Monte Grimano Terme,1075,23.9678,2020
41,41036,Montelabbate,6933,19.565,2020
41,41038,Monte Porzio,2801,18.2874,2020
41,41041,Peglio,651,21.3607,2020
41,41043,Pergola,5849,112.3954,2020
41,41044,Pesaro,95950,152.8116,2020
41,41045,Petriano,2768,11.2713,2020
41,41047,Piandimeleto,2054,39.9011,2020
41,41048,Pietrarubbia,610,13.2885,2020
41,41049,Piobbico,1839,48.1975,2020
41,41051,San Costanzo,4583,40.886,2020
41,41054,San Lorenzo in Campo,3176,28.798,2020
41,41057,Sant'Angelo in Vado,3919,67.3367,2020
41,41058,Sant'Ippolito,1463,19.8757,2020
41,41060,Sassofeltrio,1352,21.0784,2020
41,41061,Serra Sant'Abbondio,944,32.8009,2020
41,41064,Tavoleto,852,12.4065,2020
41,41065,Tavullia,7878,42.0639,2020
41,41066,Urbania,6886,77.5329,2020
41,41067,Urbino,14007,226.4923,2020
41,41068,Vallefoglia,14908,39.5691,2020
41,41069,Colli al Metauro,12202,46.1679,2020
41,41070,Terre Roveresche,5143,70.3655,2020
41,41071,Sassocorvaro Auditore,4870,87.5458,2020
42,42001,Agugliano,4747,21.8901,2020
42,42002,Ancona,99273,124.8683,2020
42,42003,Arcevia,4272,128.331,2020
42,42004,Barbara,1281,11.0386,2020
42,42005,Belvedere Ostrense,2133,29.4501,2020
42,42006,Camerano,7160,20.0041,2020
42,42007,Camerata Picena,2525,11.8916,2020
42,42008,Castelbellino,4956,6.0471,2020
42,42010,Castelfidardo,18517,33.3901,2020
42,42011,Castelleone di Suasa,1597,15.9198,2020
42,42012,Castelplanio,3465,15.3181,2020
42,42013,Cerreto d'Esi,3486,16.9129,2020
42,42014,Chiaravalle,14389,17.602,2020
42,42015,Corinaldo,4848,49.2789,2020
42,42016,Cupramontana,4418,27.4029,2020
42,42017,Fabriano,29484,272.0776,2020
42,42018,Falconara Marittima,25727,25.8148,2020
42,42019,Filottrano,9034,71.2015,2020
42,42020,Genga,1679,73.1543,2020
42,42021,Jesi,39440,108.9032,2020
42,42022,Loreto,12825,17.8954,2020
42,42023,Maiolati Spontini,6150,21.4923,2020
42,42024,Mergo,991,7.2775,2020
42,42025,Monsano,3299,14.6644,2020
42,42026,Montecarotto,1845,24.3854,2020
42,42027,Montemarciano,9896,22.3106,2020
42,42029,Monte Roberto,3052,13.5694,2020
42,42030,Monte San Vito,6744,21.8135,2020
42,42031,Morro d'Alba,1813,19.4605,2020
42,42032,Numana,3741,10.9349,2020
42,42033,Offagna,2051,10.6305,2020
42,42034,Osimo,34826,106.7377,2020
42,42035,Ostra,6464,47.2517,2020
42,42036,Ostra Vetere,3125,30.0164,2020
42,42037,Poggio San Marcello,648,13.3629,2020
42,42038,Polverigi,4584,24.9832,2020
42,42040,Rosora,1890,9.4061,2020
42,42041,San Marcello,1983,25.7778,2020
42,42042,San Paolo di Jesi,920,10.1118,2020
42,42043,Santa Maria Nuova,4048,18.2869,2020
42,42044,Sassoferrato,6876,137.2273,2020
42,42045,Senigallia,44323,117.7689,2020
42,42046,Serra de' Conti,3650,24.543,2020
42,42047,Serra San Quirico,2596,49.333,2020
42,42048,Sirolo,4069,16.6769,2020
42,42049,Staffolo,2112,27.4964,2020
42,42050,Trecastelli,7467,39.3019,2020
43,43002,Apiro,2073,53.7792,2020
43,43003,Appignano,4065,22.6722,2020
43,43004,Belforte del Chienti,1827,16.0545,2020
43,43005,Bolognola,153,25.8647,2020
43,43006,Caldarola,1684,29.2218,2020
43,43007,Camerino,6312,129.8821,2020
43,43008,Camporotondo di Fiastrone,511,8.8058,2020
43,43009,Castelraimondo,4364,44.8463,2020
43,43010,Castelsantangelo sul Nera,241,70.6713,2020
43,43011,Cessapalombo,443,27.5803,2020
43,43012,Cingoli,9797,148.1969,2020
43,43013,Civitanova Marche,41894,46.0658,2020
43,43014,Colmurano,1190,11.1987,2020
43,43015,Corridonia,14941,61.9643,2020
43,43016,Esanatoglia,1917,47.909,2020
43,43017,Fiastra,642,84.4799,2020
43,43019,Fiuminata,1288,76.2168,2020
43,43020,Gagliole,538,24.0501,2020
43,43021,Gualdo,736,22.2234,2020
43,43022,Loro Piceno,2203,32.5783,2020
43,43023,Macerata,41079,92.5263,2020
43,43024,Matelica,9364,81.1,2020
43,43025,Mogliano,4407,29.2582,2020
43,43026,Montecassiano,6961,33.3569,2020
43,43027,Monte Cavallo,108,38.5079,2020
43,43028,Montecosaro,7384,21.8779,2020
43,43029,Montefano,3315,33.9412,2020
43,43030,Montelupone,3436,32.6715,2020
43,43031,Monte San Giusto,7543,20.0369,2020
43,43032,Monte San Martino,697,18.4669,2020
43,43033,Morrovalle,9979,42.5803,2020
43,43034,Muccia,849,25.9085,2020
43,43035,Penna San Giovanni,992,28.0835,2020
43,43036,Petriolo,1868,15.6459,2020
43,43038,Pieve Torina,1284,74.7979,2020
43,43039,Pioraco,1001,19.4522,2020
43,43040,Poggio San Vicino,221,13.0308,2020
43,43041,Pollenza,6350,39.5473,2020
43,43042,Porto Recanati,12163,17.2489,2020
43,43043,Potenza Picena,15652,48.5522,2020
43,43044,Recanati,20865,103.4588,2020
43,43045,Ripe San Ginesio,819,10.1694,2020
43,43046,San Ginesio,3149,78.0195,2020
43,43047,San Severino Marche,12009,194.2547,2020
43,43048,Sant'Angelo in Pontano,1285,27.3837,2020
43,43049,Sarnano,3080,63.1659,2020
43,43050,Sefro,416,42.537,2020
43,43051,Serrapetrona,910,37.6468,2020
43,43052,Serravalle di Chienti,1031,95.9871,2020
43,43053,Tolentino,18498,95.1181,2020
43,43054,Treia,9123,93.5356,2020
43,43055,Urbisaglia,2448,22.8633,2020
43,43056,Ussita,381,55.2948,2020
43,43057,Visso,1005,100.4148,2020
43,43058,Valfornace,919,48.6127,2020
44,44001,Acquasanta Terme,2575,138.3914,2020
44,44002,Acquaviva Picena,3668,21.0624,2020
44,44005,Appignano del Tronto,1708,23.1943,2020
44,44006,Arquata del Tronto,1040,92.1821,2020
44,44007,Ascoli Piceno,46554,158.0203,2020
44,44010,Carassai,985,22.2382,2020
44,44011,Castel di Lama,8458,10.9762,2020
44,44012,Castignano,2639,38.7952,2020
44,44013,Castorano,2270,14.0833,2020
44,44014,Colli del Tronto,3655,5.939,2020
44,44015,Comunanza,2981,54.3954,2020
44,44016,Cossignano,872,14.9507,2020
44,44017,Cupra Marittima,5355,17.3366,2020
44,44020,Folignano,8916,14.8568,2020
44,44021,Force,1175,34.3072,2020
44,44023,Grottammare,15960,17.9947,2020
44,44027,Maltignano,2305,8.1726,2020
44,44029,Massignano,1651,16.3038,2020
44,44031,Monsampolo del Tronto,4486,15.4334,2020
44,44032,Montalto delle Marche,1964,33.94,2020
44,44034,Montedinove,479,11.9333,2020
44,44036,Montefiore dell'Aso,1991,28.2074,2020
44,44038,Montegallo,463,48.4639,2020
44,44044,Montemonaco,546,67.7926,2020
44,44045,Monteprandone,12820,26.3736,2020
44,44054,Offida,4770,49.6025,2020
44,44056,Palmiano,165,12.6977,2020
44,44063,Ripatransone,4061,74.2773,2020
44,44064,Roccafluvione,1926,60.6319,2020
44,44065,Rotella,834,27.4373,2020
44,44066,San Benedetto del Tronto,46976,25.4053,2020
44,44071,Spinetoli,7248,12.5824,2020
44,44073,Venarotta,1929,30.2096,2020
45,45001,Aulla,10781,59.9874,2020
45,45002,Bagnone,1735,73.9351,2020
45,45003,Carrara,60833,71.2778,2020
45,45004,Casola in Lunigiana,988,41.5412,2020
45,45005,Comano,672,53.8314,2020
45,45006,Filattiera,2209,48.7783,2020
45,45007,Fivizzano,7300,181.1155,2020
45,45008,Fosdinovo,4629,48.3949,2020
45,45009,Licciana Nardi,4804,55.6777,2020
45,45010,Massa,66977,93.8397,2020
45,45011,Montignoso,10050,16.7091,2020
45,45012,Mulazzo,2293,62.5051,2020
45,45013,Podenzana,2106,17.1035,2020
45,45014,Pontremoli,6950,182.5158,2020
45,45015,Tresana,1925,44.4507,2020
45,45016,Villafranca in Lunigiana,4592,29.3197,2020
45,45017,Zeri,992,73.6187,2020
46,46001,Altopascio,15619,28.5991,2020
46,46002,Bagni di Lucca,5629,164.7064,2020
46,46003,Barga,9574,66.4641,2020
46,46004,Borgo a Mozzano,6719,72.2028,2020
46,46005,Camaiore,31761,85.4275,2020
46,46006,Camporgiano,2062,27.0912,2020
