Codice Provincia/Uts,Codice Comune (numerico),Comune,Popolazione residente,Superficie (Kmq),Anno (Popolazione residente)
12,12114,Porto Valtravaglia,2294,16.3739,2020
12,12115,Rancio Valcuvia,904,4.4481,2020
12,12116,Ranco,1240,6.7632,2020
12,12117,Saltrio,2987,3.439,2020
12,12118,Samarate,16065,16.014,2020
12,12119,Saronno,38755,11.0575,2020
12,12120,Sesto Calende,11055,25.0379,2020
12,12121,Solbiate Arno,4014,3.0347,2020
12,12122,Solbiate Olona,5341,4.9318,2020
12,12123,Somma Lombardo,17785,30.5053,2020
12,12124,Sumirago,6014,11.7498,2020
12,12125,Taino,3584,7.6311,2020
12,12126,Ternate,2537,4.6798,2020
12,12127,Tradate,18797,21.4775,2020
12,12128,Travedona-Monate,3989,9.5968,2020
12,12129,Tronzano Lago Maggiore,219,11.0619,2020
12,12130,Uboldo,10607,10.7362,2020
12,12131,Valganna,1587,12.4185,2020
12,12132,Varano Borghi,2446,3.3321,2020
12,12133,Varese,79350,54.8393,2020
12,12134,Vedano Olona,7328,7.0848,2020
12,12136,Venegono Inferiore,5980,5.8788,2020
12,12137,Venegono Superiore,7289,6.7338,2020
12,12138,Vergiate,8641,21.7832,2020
12,12139,Viggiù,5079,9.2627,2020
12,12140,Vizzola Ticino,574,7.6059,2020
12,12141,Sangiano,1483,2.2206,2020
12,12142,Maccagno con Pino e Veddasca,2423,41.9571,2020
12,12143,Cadrezzate con Osmate,2638,8.2455,2020
13,13003,Albavilla,6359,10.3792,2020
13,13004,Albese con Cassano,4187,7.9506,2020
13,13005,Albiolo,2709,2.8386,2020
13,13006,Alserio,1263,1.9921,2020
13,13007,Alzate Brianza,4827,7.5847,2020
13,13009,Anzano del Parco,1786,3.245,2020
13,13010,Appiano Gentile,7652,12.8076,2020
13,13011,Argegno,686,4.1121,2020
13,13012,Arosio,5106,2.5822,2020
13,13013,Asso,3562,6.5106,2020
13,13015,Barni,563,5.7157,2020
13,13021,Bene Lario,321,5.5854,2020
13,13022,Beregazzo con Figliaro,2787,3.8047,2020
13,13023,Binago,4765,7.1194,2020
13,13024,Bizzarone,1728,2.6705,2020
13,13025,Blessagno,287,3.5601,2020
13,13026,Blevio,1143,5.4718,2020
13,13028,Bregnano,6439,6.1737,2020
13,13029,Brenna,2165,4.8311,2020
13,13030,Brienno,335,8.972,2020
13,13032,Brunate,1664,2.0251,2020
13,13034,Bulgarograsso,4026,3.7733,2020
13,13035,Cabiate,7416,3.1784,2020
13,13036,Cadorago,7957,7.1615,2020
13,13037,Caglio,498,6.5169,2020
13,13040,Campione d'Italia,1779,2.6757,2020
13,13041,Cantù,39469,23.2534,2020
13,13042,Canzo,5182,11.1053,2020
13,13043,Capiago Intimiano,5470,5.7175,2020
13,13044,Carate Urio,1122,6.9442,2020
13,13045,Carbonate,2918,4.9237,2020
13,13046,Carimate,4416,5.1719,2020
13,13047,Carlazzo,3103,12.7329,2020
13,13048,Carugo,6564,4.1945,2020
13,13052,Caslino d'Erba,1646,6.8896,2020
13,13053,Casnate con Bernate,4990,5.2221,2020
13,13055,Cassina Rizzardi,3338,3.5073,2020
13,13058,Castelmarte,1249,1.9723,2020
13,13059,Castelnuovo Bozzente,911,3.622,2020
13,13062,Cavargna,191,14.9748,2020
13,13063,Cerano d'Intelvi,545,5.5479,2020
13,13064,Cermenate,9199,8.1831,2020
13,13065,Cernobbio,6498,12.2813,2020
13,13068,Cirimido,2080,2.6263,2020
13,13071,Claino con Osteno,566,12.9034,2020
13,13074,Colonno,469,5.6171,2020
13,13075,Como,84250,37.1412,2020
13,13077,Corrido,828,6.1917,2020
13,13083,Cremia,687,10.1382,2020
13,13084,Cucciago,3456,4.9305,2020
13,13085,Cusino,214,9.6466,2020
13,13087,Dizzasco,602,3.6082,2020
13,13089,Domaso,1462,6.2764,2020
13,13090,Dongo,3253,7.0436,2020
13,13092,Dosso del Liro,236,23.4878,2020
13,13095,Erba,16208,17.8017,2020
13,13097,Eupilio,2583,6.9373,2020
13,13098,Faggeto Lario,1169,17.523,2020
13,13099,Faloppio,4795,4.1414,2020
13,13100,Fenegrò,3180,5.3603,2020
13,13101,Figino Serenza,5030,4.9561,2020
13,13102,Fino Mornasco,9803,7.2711,2020
13,13106,Garzeno,699,28.7547,2020
13,13107,Gera Lario,1049,7.1792,2020
13,13110,Grandate,2809,2.825,2020
13,13111,Grandola ed Uniti,1300,16.8991,2020
13,13113,Griante,595,6.5458,2020
13,13114,Guanzate,5816,6.9053,2020
13,13118,Inverigo,9169,9.9865,2020
13,13119,Laglio,891,6.1961,2020
13,13120,Laino,536,6.6825,2020
13,13121,Lambrugo,2529,1.836,2020
13,13123,Lasnigo,462,5.5255,2020
13,13126,Lezzeno,1996,20.7039,2020
13,13128,Limido Comasco,3860,4.5636,2020
13,13129,Lipomo,5950,2.2977,2020
13,13130,Livo,164,33.1337,2020
13,13131,Locate Varesino,4278,6.0364,2020
13,13133,Lomazzo,9998,9.477,2020
13,13134,Longone al Segrino,1929,1.6045,2020
13,13135,Luisago,2738,2.1613,2020
13,13136,Lurago d'Erba,5386,4.6988,2020
13,13137,Lurago Marinone,2570,3.8854,2020
13,13138,Lurate Caccivio,9742,5.9357,2020
13,13139,Magreglio,649,3.0815,2020
13,13143,Mariano Comense,25214,13.8027,2020
13,13144,Maslianico,3196,1.2884,2020
13,13145,Menaggio,3073,11.7701,2020
13,13147,Merone,4064,3.2814,2020
13,13152,Moltrasio,1569,8.8973,2020
13,13153,Monguzzo,2364,3.727,2020
13,13154,Montano Lucino,5287,5.2231,2020
13,13155,Montemezzo,224,9.0152,2020
13,13157,Montorfano,2515,3.5169,2020
13,13159,Mozzate,8656,10.6815,2020
13,13160,Musso,946,3.7055,2020
13,13161,Nesso,1172,15.0301,2020
13,13163,Novedrate,2860,2.921,2020
13,13165,Olgiate Comasco,11735,10.9644,2020
13,13169,Oltrona di San Mamette,2380,2.688,2020
13,13170,Orsenigo,2674,4.4607,2020
13,13178,Peglio,189,10.5747,2020
13,13183,Pianello del Lario,1036,9.7955,2020
13,13184,Pigra,245,4.5334,2020
13,13185,Plesio,832,16.904,2020
13,13186,Pognana Lario,683,5.0749,2020
13,13187,Ponna,231,5.8112,2020
13,13188,Ponte Lambro,4270,3.3802,2020
13,13189,Porlezza,4847,18.6399,2020
13,13192,Proserpio,908,2.2991,2020
13,13193,Pusiano,1366,3.2026,2020
13,13195,Rezzago,303,4.0752,2020
13,13197,Rodero,1258,2.5208,2020
13,13199,Ronago,1646,2.0864,2020
13,13201,Rovellasca,7971,3.5679,2020
13,13202,Rovello Porro,6217,5.5316,2020
13,13203,Sala Comacina,481,4.7342,2020
13,13204,San Bartolomeo Val Cavargna,980,10.5076,2020
13,13206,San Fermo della Battaglia,7774,5.7797,2020
13,13207,San Nazzaro Val Cavargna,281,12.993,2020
13,13211,Schignano,871,10.1171,2020
13,13212,Senna Comasco,3157,2.7868,2020
13,13216,Sorico,1235,24.437,2020
13,13217,Sormano,632,10.7425,2020
13,13218,Stazzona,613,7.2943,2020
13,13222,Tavernerio,5740,11.8815,2020
13,13223,Torno,1123,7.5288,2020
13,13226,Trezzone,234,3.9091,2020
13,13227,Turate,9481,10.2824,2020
13,13228,Uggiate-Trevano,4952,5.7844,2020
13,13229,Valbrona,2606,13.6474,2020
13,13232,Valmorea,2629,3.132,2020
13,13233,Val Rezzo,164,6.6115,2020
13,13234,Valsolda,1453,31.7405,2020
13,13236,Veleso,201,5.8606,2020
13,13238,Veniano,3070,3.1517,2020
13,13239,Vercana,750,15.0078,2020
13,13242,Vertemate con Minoprio,4145,5.7469,2020
13,13245,Villa Guardia,7933,7.8577,2020
13,13246,Zelbio,186,4.5952,2020
13,13248,San Siro,1718,18.7866,2020
13,13249,Gravedona ed Uniti,4080,39.852,2020
13,13250,Bellagio,3611,29.0589,2020
13,13251,Colverde,5403,8.5814,2020
13,13252,Tremezzina,5046,29.4097,2020
13,13253,Alta Valle Intelvi,2973,24.9508,2020
13,13254,Centro Valle Intelvi,3554,19.6566,2020
13,13255,Solbiate con Cagno,4642,7.6232,2020
14,14001,Albaredo per San Marco,288,18.9604,2020
14,14002,Albosaggia,3021,34.3464,2020
14,14003,Andalo Valtellino,585,6.775,2020
14,14004,Aprica,1496,20.3652,2020
14,14005,Ardenno,3213,17.1442,2020
14,14006,Bema,119,19.2215,2020
14,14007,Berbenno di Valtellina,4045,35.5949,2020
14,14008,Bianzone,1273,17.1065,2020
14,14009,Bormio,4074,41.4364,2020
14,14010,Buglio in Monte,1961,27.707,2020
14,14011,Caiolo,1056,32.9723,2020
14,14012,Campodolcino,922,48.4884,2020
14,14013,Caspoggio,1345,7.3122,2020
14,14014,Castello dell'Acqua,606,14.07,2020
14,14015,Castione Andevenno,1548,17.0329,2020
14,14016,Cedrasco,435,14.4204,2020
14,14017,Cercino,792,5.6946,2020
14,14018,Chiavenna,7144,10.7742,2020
14,14019,Chiesa in Valmalenco,2370,107.5975,2020
14,14020,Chiuro,2439,51.7567,2020
14,14021,Cino,333,5.0707,2020
14,14022,Civo,1124,25.1361,2020
14,14023,Colorina,1353,17.8352,2020
14,14024,Cosio Valtellino,5409,23.9902,2020
14,14025,Dazio,471,3.7335,2020
14,14026,Delebio,3286,22.438,2020
14,14027,Dubino,3702,13.2392,2020
14,14028,Faedo Valtellino,534,4.799,2020
14,14029,Forcola,770,15.8975,2020
14,14030,Fusine,552,37.595,2020
14,14031,Gerola Alta,159,37.4263,2020
14,14032,Gordona,1938,62.7928,2020
14,14033,Grosio,4412,126.9158,2020
14,14034,Grosotto,1635,53.1233,2020
14,14035,Madesimo,545,85.6544,2020
14,14036,Lanzada,1281,117.165,2020
14,14037,Livigno,6887,227.2927,2020
14,14038,Lovero,633,13.4606,2020
14,14039,Mantello,752,3.7844,2020
14,14040,Mazzo di Valtellina,1017,15.3245,2020
14,14041,Mello,937,11.4294,2020
14,14043,Mese,1799,4.1455,2020
14,14044,Montagna in Valtellina,2945,44.9738,2020
14,14045,Morbegno,12237,14.816,2020
14,14046,Novate Mezzola,1872,99.7437,2020
14,14047,Pedesina,36,6.2997,2020
14,14048,Piantedo,1427,6.8047,2020
14,14049,Piateda,2083,70.7998,2020
14,14050,Piuro,1894,84.2534,2020
14,14051,Poggiridenti,1829,2.8988,2020
14,14052,Ponte in Valtellina,2258,67.7265,2020
14,14053,Postalesio,644,10.5844,2020
14,14054,Prata Camportaccio,2886,27.9382,2020
14,14055,Rasura,290,6.0003,2020
14,14056,Rogolo,541,12.8248,2020
14,14057,Samolaco,2834,45.7953,2020
14,14058,San Giacomo Filippo,360,61.8501,2020
14,14059,Sernio,489,9.5233,2020
14,14060,Sondalo,3970,95.4525,2020
14,14061,Sondrio,21202,20.8748,2020
14,14062,Spriana,80,7.6849,2020
14,14063,Talamona,4638,21.0512,2020
14,14064,Tartano,196,47.2736,2020
14,14065,Teglio,4445,115.3175,2020
14,14066,Tirano,8829,32.3745,2020
14,14067,Torre di Santa Maria,756,44.2368,2020
14,14068,Tovo di Sant'Agata,648,11.1463,2020
14,14069,Traona,2828,6.3664,2020
14,14070,Tresivio,2007,15.0134,2020
14,14071,Valdidentro,4153,226.7227,2020
14,14072,Valdisotto,3607,89.5706,2020
14,14073,Valfurva,2525,214.9861,2020
14,14074,Val Masino,865,116.7085,2020
14,14075,Verceia,1061,11.3774,2020
14,14076,Vervio,209,12.4053,2020
14,14077,Villa di Chiavenna,968,32.5223,2020
14,14078,Villa di Tirano,2925,24.7393,2020
215,15002,Abbiategrasso,32476,47.7776,2020
215,15005,Albairate,4670,14.9817,2020
215,15007,Arconate,6686,8.421,2020
215,15009,Arese,19463,6.5763,2020
215,15010,Arluno,12196,12.3585,2020
215,15011,Assago,9260,8.0523,2020
215,15012,Bareggio,17253,11.3842,2020
215,15014,Basiano,3665,4.5856,2020
215,15015,Basiglio,7933,8.4922,2020
215,15016,Bellinzago Lombardo,3797,4.5903,2020
215,15019,Bernate Ticino,3018,12.1619,2020
215,15022,Besate,2045,12.7426,2020
215,15024,Binasco,7199,3.8715,2020
215,15026,Boffalora sopra Ticino,4073,7.6536,2020
215,15027,Bollate,36239,13.1096,2020
215,15032,Bresso,26172,3.3824,2020
215,15035,Bubbiano,2438,2.949,2020
215,15036,Buccinasco,27015,12.0056,2020
215,15038,Buscate,4553,7.8322,2020
215,15040,Bussero,8380,4.5863,2020
215,15041,Busto Garolfo,13991,12.9872,2020
215,15042,Calvignasco,1240,1.7272,2020
215,15044,Cambiago,7113,7.1802,2020
215,15046,Canegrate,12466,5.2538,2020
215,15050,Carpiano,4153,17.2436,2020
215,15051,Carugate,15581,5.386,2020
215,15055,Casarile,4025,7.3249,2020
215,15058,Casorezzo,5513,6.5951,2020
215,15059,Cassano d'Adda,19151,18.601,2020
215,15060,Cassina de' Pecchi,13920,7.2095,2020
215,15061,Cassinetta di Lugagnano,1853,3.3175,2020
215,15062,Castano Primo,10980,19.1729,2020
215,15070,Cernusco sul Naviglio,35012,13.2206,2020
215,15071,Cerro al Lambro,5093,9.9631,2020
215,15072,Cerro Maggiore,15021,10.1212,2020
215,15074,Cesano Boscone,23686,3.9388,2020
215,15076,Cesate,14276,5.7681,2020
215,15077,Cinisello Balsamo,74636,12.7241,2020
215,15078,Cisliano,4929,14.6764,2020
215,15081,Cologno Monzese,47208,8.4021,2020
215,15082,Colturano,2009,4.1644,2020
215,15085,Corbetta,18600,18.6867,2020
215,15086,Cormano,20317,4.4734,2020
215,15087,Cornaredo,20590,11.0674,2020
215,15093,Corsico,34601,5.3556,2020
215,15096,Cuggiono,8194,14.9253,2020
215,15097,Cusago,4315,11.4585,2020
215,15098,Cusano Milanino,18787,3.0817,2020
215,15099,Dairago,6332,5.6355,2020
215,15101,Dresano,3006,3.479,2020
215,15103,Gaggiano,9225,26.2559,2020
215,15105,Garbagnate Milanese,26771,8.9131,2020
215,15106,Gessate,8842,7.7593,2020
215,15108,Gorgonzola,20899,10.5801,2020
215,15110,Grezzago,3067,2.4595,2020
215,15112,Gudo Visconti,1614,6.1012,2020
215,15113,Inveruno,8525,12.1348,2020
215,15114,Inzago,11255,12.2054,2020
215,15115,Lacchiarella,9060,24.0401,2020
215,15116,Lainate,26137,12.8701,2020
215,15118,Legnano,59855,17.697,2020
215,15122,Liscate,4042,9.4068,2020
215,15125,Locate di Triulzi,10290,12.6103,2020
215,15130,Magenta,24107,21.992,2020
215,15131,Magnago,9268,11.23,2020
215,15134,Marcallo con Casone,6134,8.2083,2020
215,15136,Masate,3580,4.3852,2020
215,15139,Mediglia,12220,21.9547,2020
215,15140,Melegnano,18011,4.9985,2020
215,15142,Melzo,18566,9.8204,2020
215,15144,Mesero,4199,5.6397,2020
215,15146,Milano,1374582,181.6783,2020
215,15150,Morimondo,1032,26.0014,2020
215,15151,Motta Visconti,8053,10.5128,2020
215,15154,Nerviano,16973,13.243,2020
215,15155,Nosate,640,4.8763,2020
215,15157,Novate Milanese,20056,5.4619,2020
215,15158,Noviglio,4514,15.8582,2020
215,15159,Opera,14100,7.6385,2020
215,15164,Ossona,4276,5.9834,2020
215,15165,Ozzero,1418,10.9731,2020
215,15166,Paderno Dugnano,47380,14.1139,2020
215,15167,Pantigliate,5862,5.6921,2020
215,15168,Parabiago,27919,14.3077,2020
215,15169,Paullo,11147,8.8211,2020
215,15170,Pero,11451,4.9782,2020
215,15171,Peschiera Borromeo,23847,23.2212,2020
215,15172,Pessano con Bornago,9025,6.6624,2020
215,15173,Pieve Emanuele,15699,12.9138,2020
215,15175,Pioltello,36147,13.0937,2020
215,15176,Pogliano Milanese,8329,4.7848,2020
215,15177,Pozzo d'Adda,6345,4.1648,2020
215,15178,Pozzuolo Martesana,8547,12.1394,2020
215,15179,Pregnana Milanese,7330,5.0744,2020
215,15181,Rescaldina,14057,8.0299,2020
215,15182,Rho,50742,22.2431,2020
215,15183,Robecchetto con Induno,4775,13.928,2020
215,15184,Robecco sul Naviglio,6758,19.7849,2020
215,15185,Rodano,4613,13.0728,2020
215,15188,Rosate,5799,18.6816,2020
215,15189,Rozzano,41844,12.2433,2020
215,15191,San Colombano al Lambro,7275,16.5504,2020
215,15192,San Donato Milanese,32545,12.8731,2020
215,15194,San Giorgio su Legnano,6681,2.168,2020
215,15195,San Giuliano Milanese,39308,30.8676,2020
215,15200,Santo Stefano Ticino,4938,4.9662,2020
215,15201,San Vittore Olona,8274,3.4807,2020
215,15202,San Zenone al Lambro,4422,7.2355,2020
215,15204,Sedriano,12403,7.7527,2020
215,15205,Segrate,36482,17.4936,2020
215,15206,Senago,21307,8.5991,2020
215,15209,Sesto San Giovanni,80203,11.6992,2020
215,15210,Settala,7330,17.4236,2020
215,15211,Settimo Milanese,20133,10.7192,2020
215,15213,Solaro,13991,6.676,2020
215,15219,Trezzano Rosa,5297,3.4356,2020
215,15220,Trezzano sul Naviglio,21453,10.7662,2020
215,15221,Trezzo sull'Adda,11981,13.0534,2020
215,15222,Tribiano,3654,6.9957,2020
215,15224,Truccazzano,5853,21.9838,2020
215,15226,Turbigo,7092,8.5193,2020
215,15229,Vanzago,9318,6.0535,2020
215,15230,Vaprio d'Adda,9349,7.1545,2020
215,15236,Vernate,3304,14.6541,2020
215,15237,Vignate,9301,8.5527,2020
215,15242,Vimodrone,16816,4.7367,2020
215,15243,Vittuone,9244,6.1334,2020
215,15244,Vizzolo Predabissi,3898,5.6505,2020
215,15247,Zibido San Giacomo,6867,24.5779,2020
215,15248,Villa Cortese,6133,3.548,2020
215,15249,Vanzaghello,5243,5.563,2020
215,15250,Baranzate,11866,2.7721,2020
215,15251,Vermezzo con Zelo,5796,10.7368,2020
16,16001,Adrara San Martino,2176,12.6055,2020
16,16002,Adrara San Rocco,791,9.2249,2020
16,16003,Albano Sant'Alessandro,8287,5.3528,2020
16,16004,Albino,17486,31.8094,2020
16,16005,Almè,5487,2.0003,2020
16,16006,Almenno San Bartolomeo,6440,10.6064,2020
16,16007,Almenno San Salvatore,5586,4.7305,2020
16,16008,Alzano Lombardo,13440,13.6844,2020
16,16009,Ambivere,2380,3.2756,2020
16,16010,Antegnate,3163,9.727,2020
16,16011,Arcene,4803,4.3472,2020
16,16012,Ardesio,3367,54.4369,2020
16,16013,Arzago d'Adda,2717,9.3077,2020
16,16014,Averara,170,10.6932,2020
16,16015,Aviatico,551,8.4898,2020
16,16016,Azzano San Paolo,7567,4.2922,2020
16,16017,Azzone,377,17.2892,2020
16,16018,Bagnatica,4355,6.5491,2020
16,16019,Barbata,688,7.9806,2020
16,16020,Bariano,4228,7.0711,2020
16,16021,Barzana,2013,2.0744,2020
16,16022,Bedulita,703,4.268,2020
16,16023,Berbenno,2410,6.1447,2020
16,16024,Bergamo,119993,40.1515,2020
16,16025,Berzo San Fermo,1390,5.8641,2020
16,16026,Bianzano,587,6.6704,2020
16,16027,Blello,75,2.2008,2020
16,16028,Bolgare,6433,8.591,2020
16,16029,Boltiere,6223,4.2082,2020
16,16030,Bonate Sopra,10217,6.151,2020
16,16031,Bonate Sotto,6613,6.4678,2020
16,16032,Borgo di Terzo,1159,1.8306,2020
16,16033,Bossico,990,7.0906,2020
16,16034,Bottanuco,5014,5.7727,2020
16,16035,Bracca,724,5.4653,2020
16,16036,Branzi,677,26.1864,2020
16,16037,Brembate,8482,5.5323,2020
16,16038,Brembate di Sopra,7862,4.139,2020
16,16040,Brignano Gera d'Adda,6053,12.1106,2020
16,16041,Brumano,114,8.1408,2020
16,16042,Brusaporto,5580,4.9947,2020
16,16043,Calcinate,6071,15.0832,2020
16,16044,Calcio,5389,15.6678,2020
16,16046,Calusco d'Adda,8210,8.3336,2020
16,16047,Calvenzano,4264,6.724,2020
16,16048,Camerata Cornello,573,12.944,2020
16,16049,Canonica d'Adda,4230,3.2052,2020
16,16050,Capizzone,1192,4.6789,2020
16,16051,Capriate San Gervasio,8160,5.7846,2020
16,16052,Caprino Bergamasco,3038,8.7838,2020
16,16053,Caravaggio,16170,33.3883,2020
16,16055,Carobbio degli Angeli,4730,6.8209,2020
16,16056,Carona,289,44.1535,2020
16,16057,Carvico,4645,4.5891,2020
16,16058,Casazza,3865,7.1131,2020
16,16059,Casirate d'Adda,4057,10.1746,2020
16,16060,Casnigo,3108,13.6219,2020
16,16061,Cassiglio,112,13.6773,2020
16,16062,Castelli Calepio,10394,10.1528,2020
16,16063,Castel Rozzone,2822,1.7066,2020
16,16064,Castione della Presolana,3361,42.5001,2020
16,16065,Castro,1258,2.5891,2020
16,16066,Cavernago,2653,7.6516,2020
16,16067,Cazzano Sant'Andrea,1646,2.0244,2020
16,16068,Cenate Sopra,2528,6.9724,2020
16,16069,Cenate Sotto,3913,4.6167,2020
16,16070,Cene,4105,8.5992,2020
16,16071,Cerete,1589,14.0705,2020
16,16072,Chignolo d'Isola,3390,5.5456,2020
16,16073,Chiuduno,6027,6.8847,2020
16,16074,Cisano Bergamasco,6229,7.816,2020
16,16075,Ciserano,5458,5.3074,2020
16,16076,Cividate al Piano,5029,9.728,2020
16,16077,Clusone,8537,26.1901,2020
16,16078,Colere,1105,18.6268,2020
16,16079,Cologno al Serio,11059,18.5187,2020
16,16080,Colzate,1618,6.7485,2020
16,16081,Comun Nuovo,4393,6.4452,2020
16,16082,Corna Imagna,930,4.5017,2020
16,16083,Cortenuova,1937,7.349,2020
16,16084,Costa di Mezzate,3348,5.2228,2020
16,16085,Costa Valle Imagna,549,4.212,2020
16,16086,Costa Volpino,8953,18.6664,2020
16,16087,Covo,4165,12.9435,2020
16,16088,Credaro,3524,3.4135,2020
16,16089,Curno,7495,4.7049,2020
16,16090,Cusio,216,9.4071,2020
16,16091,Dalmine,23336,11.8075,2020
16,16092,Dossena,883,19.5582,2020
16,16093,Endine Gaiano,3367,21.069,2020
16,16094,Entratico,1961,4.1452,2020
16,16096,Fara Gera d'Adda,7968,10.7926,2020
16,16097,Fara Olivana con Sola,1313,5.0407,2020
16,16098,Filago,3133,5.4233,2020
16,16099,Fino del Monte,1119,4.2877,2020
16,16100,Fiorano al Serio,2947,1.0601,2020
16,16101,Fontanella,4712,17.797,2020
16,16102,Fonteno,553,10.929,2020
16,16103,Foppolo,172,16.1428,2020
16,16104,Foresto Sparso,3045,7.8683,2020
16,16105,Fornovo San Giovanni,3393,7.0448,2020
16,16106,Fuipiano Valle Imagna,206,4.2797,2020
16,16107,Gandellino,972,25.1342,2020
16,16108,Gandino,5237,29.0319,2020
16,16109,Gandosso,1445,3.1267,2020
16,16110,Gaverina Terme,862,5.1962,2020
16,16111,Gazzaniga,4934,14.4134,2020
16,16113,Ghisalba,6133,10.5881,2020
16,16114,Gorlago,5143,5.6976,2020
16,16115,Gorle,6546,2.52,2020
16,16116,Gorno,1491,10.0,2020
16,16117,Grassobbio,6417,8.7413,2020
16,16118,Gromo,1153,20.0692,2020
16,16119,Grone,865,7.7773,2020
16,16120,Grumello del Monte,7396,9.9408,2020
16,16121,Isola di Fondra,166,12.8327,2020
16,16122,Isso,637,5.0586,2020
16,16123,Lallio,4146,2.156,2020
16,16124,Leffe,4300,6.6909,2020
16,16125,Lenna,560,12.7383,2020
16,16126,Levate,3717,5.5314,2020
16,16127,Locatello,837,3.7896,2020
16,16128,Lovere,5046,7.9247,2020
16,16129,Lurano,2812,4.0469,2020
16,16130,Luzzana,882,3.4846,2020
16,16131,Madone,3980,3.0689,2020
16,16132,Mapello,6841,8.6573,2020
16,16133,Martinengo,10798,22.0512,2020
16,16134,Mezzoldo,164,18.8383,2020
16,16135,Misano di Gera d'Adda,2941,6.1053,2020
16,16136,Moio de' Calvi,203,6.3564,2020
16,16137,Monasterolo del Castello,1154,8.7535,2020
16,16139,Montello,3265,1.8156,2020
16,16140,Morengo,2471,9.5662,2020
16,16141,Mornico al Serio,2909,6.9226,2020
16,16142,Mozzanica,4424,9.4646,2020
16,16143,Mozzo,7334,3.6417,2020
16,16144,Nembro,11231,15.2348,2020
16,16145,Olmo al Brembo,494,7.9033,2020
16,16146,Oltre il Colle,974,32.8919,2020
16,16147,Oltressenda Alta,147,17.3262,2020
16,16148,Oneta,572,18.6636,2020
16,16149,Onore,914,11.782,2020
16,16150,Orio al Serio,1752,3.0417,2020
16,16151,Ornica,144,15.0963,2020
16,16152,Osio Sopra,5255,5.1822,2020
16,16153,Osio Sotto,12531,7.5856,2020
16,16154,Pagazzano,2095,5.2349,2020
16,16155,Paladina,4016,2.0866,2020
16,16156,Palazzago,4496,13.96,2020
16,16157,Palosco,5732,10.7937,2020
16,16158,Parre,2684,22.2794,2020
16,16159,Parzanica,361,9.8187,2020
16,16160,Pedrengo,5905,3.5999,2020
16,16161,Peia,1727,4.4799,2020
16,16162,Pianico,1457,2.7022,2020
16,16163,Piario,1042,1.5451,2020
16,16164,Piazza Brembana,1207,6.7653,2020
16,16165,Piazzatorre,384,24.2379,2020
16,16166,Piazzolo,87,4.1521,2020
16,16167,Pognano,1590,3.2861,2020
16,16168,Ponte Nossa,1728,5.5898,2020
16,16169,Ponteranica,6750,8.4769,2020
16,16170,Ponte San Pietro,11534,4.5861,2020
16,16171,Pontida,3313,10.3776,2020
16,16172,Pontirolo Nuovo,4969,11.0976,2020
16,16173,Pradalunga,4509,8.1982,2020
16,16174,Predore,1823,10.9556,2020
16,16175,Premolo,1075,17.6248,2020
16,16176,Presezzo,4775,2.2818,2020
16,16177,Pumenengo,1682,10.1151,2020
16,16178,Ranica,5871,4.0613,2020
16,16179,Ranzanico,1212,7.2137,2020
16,16180,Riva di Solto,899,8.5213,2020
16,16182,Rogno,3849,15.8105,2020
16,16183,Romano di Lombardia,20482,19.3831,2020
16,16184,Roncobello,413,25.3866,2020
16,16185,Roncola,814,5.0675,2020
16,16186,Rota d'Imagna,902,6.0302,2020
16,16187,Rovetta,4077,24.5339,2020
16,16188,San Giovanni Bianco,4632,31.026,2020
16,16189,San Paolo d'Argon,5951,5.2465,2020
16,16190,San Pellegrino Terme,4719,22.9533,2020
16,16191,Santa Brigida,523,13.8036,2020
16,16193,Sarnico,6722,6.6621,2020
16,16194,Scanzorosciate,9801,10.6892,2020
16,16195,Schilpario,1152,63.9693,2020
16,16196,Sedrina,2461,5.8461,2020
16,16197,Selvino,1974,6.5279,2020
16,16198,Seriate,25111,12.5348,2020
16,16199,Serina,2026,27.3384,2020
16,16200,Solto Collina,1769,11.757,2020
16,16201,Songavazzo,692,12.9447,2020
16,16202,Sorisole,9012,12.2515,2020
16,16203,Sotto il Monte Giovanni XXIII,4417,5.0233,2020
16,16204,Sovere,5205,18.0243,2020
16,16205,Spinone al Lago,976,1.9736,2020
16,16206,Spirano,5668,9.6107,2020
16,16207,Stezzano,13346,9.3738,2020
16,16208,Strozza,1065,3.825,2020
16,16209,Suisio,3743,4.5411,2020
16,16210,Taleggio,535,47.1257,2020
16,16211,Tavernola Bergamasca,2001,11.1708,2020
16,16212,Telgate,4948,8.3026,2020
16,16213,Terno d'Isola,8014,4.1331,2020
16,16214,Torre Boldone,8631,3.4836,2020
16,16215,Torre de' Busi,2170,8.9668,2020
16,16216,Torre de' Roveri,2467,2.6902,2020
16,16217,Torre Pallavicina,1091,10.6241,2020
16,16218,Trescore Balneario,9644,13.5138,2020
16,16219,Treviglio,30557,32.2198,2020
16,16220,Treviolo,10819,8.4874,2020
16,16221,Ubiale Clanezzo,1348,7.3454,2020
16,16222,Urgnano,9854,14.7781,2020
16,16223,Valbondione,988,96.8899,2020
16,16224,Valbrembo,4338,3.7966,2020
16,16225,Valgoglio,586,31.8905,2020
16,16226,Valleve,134,14.764,2020
16,16227,Valnegra,207,2.2302,2020
16,16229,Valtorta,251,30.8975,2020
16,16230,Vedeseta,188,19.2916,2020
16,16232,Verdellino,7475,3.8218,2020
16,16233,Verdello,8182,7.3439,2020
