Codice Ripartizione geografica,Codice Regione,Codice Provincia/Uts,Codice Comune (alfanumerico),Codice Comune (numerico),Comune,Comune (dizione straniera),Sigla automobilistica,Capoluogo di Provincia/Uts,Capoluogo di Regione,Popolazione legale,Anno Censimento,Superficie (Kmq),Anno (Superficie),Popolazione residente,Anno (Popolazione residente),TIME_PERIOD,Codice Provincia (Storico)
2,8,39,39008,39008,Conselice,,RA,0,0,9837.0,2011,"60,1994",2016,9770,2016,2016,39.0
2,8,39,39009,39009,Cotignola,,RA,0,0,7384.0,2011,"35,1390",2016,7468,2016,2016,39.0
2,8,39,39010,39010,Faenza,,RA,0,0,57748.0,2011,"215,7569",2016,58216,2016,2016,39.0
2,8,39,39011,39011,Fusignano,,RA,0,0,8259.0,2011,"24,5496",2016,8159,2016,2016,39.0
2,8,39,39012,39012,Lugo,,RA,0,0,32062.0,2011,"117,0548",2016,31968,2016,2016,39.0
2,8,39,39013,39013,Massa Lombarda,,RA,0,0,10449.0,2011,"37,2479",2016,10474,2016,2016,39.0
2,8,39,39014,39014,Ravenna,,RA,1,0,153740.0,2011,"653,8119",2016,159288,2016,2016,39.0
2,8,39,39015,39015,Riolo Terme,,RA,0,0,5777.0,2011,"44,2582",2016,5662,2016,2016,39.0
2,8,39,39016,39016,Russi,,RA,0,0,12083.0,2011,"46,2594",2016,12171,2016,2016,39.0
2,8,39,39017,39017,Sant'Agata sul Santerno,,RA,0,0,2822.0,2011,"9,3707",2016,2870,2016,2016,39.0
2,8,39,39018,39018,Solarolo,,RA,0,0,4489.0,2011,"26,0383",2016,4447,2016,2016,39.0
2,8,40,40001,40001,Bagno di Romagna,,FC,0,0,6138.0,2011,"233,5005",2016,5967,2016,2016,40.0
2,8,40,40003,40003,Bertinoro,,FC,0,0,10798.0,2011,"57,2533",2016,10910,2016,2016,40.0
2,8,40,40004,40004,Borghi,,FC,0,0,2718.0,2011,"30,2325",2016,2804,2016,2016,40.0
2,8,40,40005,40005,Castrocaro Terme e Terra del Sole,,FC,0,0,6512.0,2011,"38,9501",2016,6327,2016,2016,40.0
2,8,40,40007,40007,Cesena,,FC,0,0,95990.0,2011,"249,4614",2016,96344,2016,2016,40.0
2,8,40,40008,40008,Cesenatico,,FC,0,0,25412.0,2011,"45,1634",2016,25910,2016,2016,40.0
2,8,40,40009,40009,Civitella di Romagna,,FC,0,0,3792.0,2011,"117,9290",2016,3744,2016,2016,40.0
2,8,40,40011,40011,Dovadola,,FC,0,0,1661.0,2011,"38,9702",2016,1611,2016,2016,40.0
2,8,40,40012,40012,Forlì,,FC,1,0,116434.0,2011,"228,1972",2016,117874,2016,2016,40.0
2,8,40,40013,40013,Forlimpopoli,,FC,0,0,12982.0,2011,"24,4588",2016,13211,2016,2016,40.0
2,8,40,40014,40014,Galeata,,FC,0,0,2516.0,2011,"63,1294",2016,2499,2016,2016,40.0
2,8,40,40015,40015,Gambettola,,FC,0,0,10238.0,2011,"7,7713",2016,10453,2016,2016,40.0
2,8,40,40016,40016,Gatteo,,FC,0,0,8910.0,2011,"14,1380",2016,9123,2016,2016,40.0
2,8,40,40018,40018,Longiano,,FC,0,0,6837.0,2011,"23,5760",2016,7131,2016,2016,40.0
2,8,40,40019,40019,Meldola,,FC,0,0,10000.0,2011,"79,0775",2016,9919,2016,2016,40.0
2,8,40,40020,40020,Mercato Saraceno,,FC,0,0,6997.0,2011,"99,3304",2016,6861,2016,2016,40.0
2,8,40,40022,40022,Modigliana,,FC,0,0,4726.0,2011,"101,1628",2016,4521,2016,2016,40.0
2,8,40,40028,40028,Montiano,,FC,0,0,1701.0,2011,"9,2571",2016,1719,2016,2016,40.0
2,8,40,40031,40031,Portico e San Benedetto,,FC,0,0,769.0,2011,"61,0511",2016,746,2016,2016,40.0
2,8,40,40032,40032,Predappio,,FC,0,0,6519.0,2011,"91,3883",2016,6206,2016,2016,40.0
2,8,40,40033,40033,Premilcuore,,FC,0,0,803.0,2011,"98,5567",2016,805,2016,2016,40.0
2,8,40,40036,40036,Rocca San Casciano,,FC,0,0,2000.0,2011,"50,5580",2016,1890,2016,2016,40.0
2,8,40,40037,40037,Roncofreddo,,FC,0,0,3395.0,2011,"51,5260",2016,3385,2016,2016,40.0
2,8,40,40041,40041,San Mauro Pascoli,,FC,0,0,11090.0,2011,"17,2873",2016,11730,2016,2016,40.0
2,8,40,40043,40043,Santa Sofia,,FC,0,0,4193.0,2011,"148,8602",2016,4120,2016,2016,40.0
2,8,40,40044,40044,Sarsina,,FC,0,0,3602.0,2011,"100,7182",2016,3435,2016,2016,40.0
2,8,40,40045,40045,Savignano sul Rubicone,,FC,0,0,17521.0,2011,"23,3027",2016,17791,2016,2016,40.0
2,8,40,40046,40046,Sogliano al Rubicone,,FC,0,0,3251.0,2011,"93,4291",2016,3225,2016,2016,40.0
2,8,40,40049,40049,Tredozio,,FC,0,0,1259.0,2011,"62,1988",2016,1195,2016,2016,40.0
2,8,40,40050,40050,Verghereto,,FC,0,0,1974.0,2011,"117,8823",2016,1881,2016,2016,40.0
3,11,41,41001,41001,Acqualagna,,PU,0,0,4496.0,2011,"50,6846",2016,4436,2016,2016,41.0
3,11,41,41002,41002,Apecchio,,PU,0,0,2013.0,2011,"103,1077",2016,1834,2016,2016,41.0
3,11,41,41003,41003,Auditore,,PU,0,0,1624.0,2011,"20,6385",2016,1540,2016,2016,41.0
3,11,41,41004,41004,Barchi,,PU,0,0,1001.0,2011,"17,2566",2016,940,2016,2016,41.0
3,11,41,41005,41005,Belforte all'Isauro,,PU,0,0,788.0,2011,"12,2898",2016,749,2016,2016,41.0
3,11,41,41006,41006,Borgo Pace,,PU,0,0,643.0,2011,"56,2216",2016,595,2016,2016,41.0
3,11,41,41007,41007,Cagli,,PU,0,0,9013.0,2011,"226,4575",2016,8658,2016,2016,41.0
3,11,41,41008,41008,Cantiano,,PU,0,0,2356.0,2011,"83,2457",2016,2233,2016,2016,41.0
3,11,41,41009,41009,Carpegna,,PU,0,0,1670.0,2011,"28,9389",2016,1683,2016,2016,41.0
3,11,41,41010,41010,Cartoceto,,PU,0,0,7850.0,2011,"23,2029",2016,7905,2016,2016,41.0
3,11,41,41013,41013,Fano,,PU,0,0,60217.0,2011,"120,3167",2016,61095,2016,2016,41.0
3,11,41,41014,41014,Fermignano,,PU,0,0,8615.0,2011,"43,7022",2016,8495,2016,2016,41.0
3,11,41,41015,41015,Fossombrone,,PU,0,0,9858.0,2011,"106,8757",2016,9543,2016,2016,41.0
3,11,41,41016,41016,Fratte Rosa,,PU,0,0,1017.0,2011,"15,6300",2016,959,2016,2016,41.0
3,11,41,41017,41017,Frontino,,PU,0,0,313.0,2011,"10,3673",2016,295,2016,2016,41.0
3,11,41,41018,41018,Frontone,,PU,0,0,1348.0,2011,"36,0741",2016,1288,2016,2016,41.0
3,11,41,41019,41019,Gabicce Mare,,PU,0,0,5845.0,2011,"4,9349",2016,5724,2016,2016,41.0
3,11,41,41020,41020,Gradara,,PU,0,0,4758.0,2011,"17,5257",2016,4882,2016,2016,41.0
3,11,41,41021,41021,Isola del Piano,,PU,0,0,635.0,2011,"23,3024",2016,586,2016,2016,41.0
3,11,41,41022,41022,Lunano,,PU,0,0,1528.0,2011,"15,0143",2016,1499,2016,2016,41.0
3,11,41,41023,41023,Macerata Feltria,,PU,0,0,2072.0,2011,"40,0743",2016,2015,2016,2016,41.0
3,11,41,41025,41025,Mercatello sul Metauro,,PU,0,0,1437.0,2011,"68,3532",2016,1360,2016,2016,41.0
3,11,41,41026,41026,Mercatino Conca,,PU,0,0,1108.0,2011,"13,9454",2016,1042,2016,2016,41.0
3,11,41,41027,41027,Mombaroccio,,PU,0,0,2134.0,2011,"28,2059",2016,2102,2016,2016,41.0
3,11,41,41028,41028,Mondavio,,PU,0,0,3929.0,2011,"29,6355",2016,3817,2016,2016,41.0
3,11,41,41029,41029,Mondolfo,,PU,0,0,14419.0,2011,"24,3413",2016,13540,2016,2016,41.0
3,11,41,41030,41030,Montecalvo in Foglia,,PU,0,0,2700.0,2011,"18,2470",2016,2745,2016,2016,41.0
3,11,41,41031,41031,Monte Cerignone,,PU,0,0,678.0,2011,"18,2355",2016,668,2016,2016,41.0
3,11,41,41032,41032,Monteciccardo,,PU,0,0,1686.0,2011,"26,0431",2016,1681,2016,2016,41.0
3,11,41,41033,41033,Montecopiolo,,PU,0,0,1175.0,2011,"35,8116",2016,1107,2016,2016,41.0
3,11,41,41034,41034,Montefelcino,,PU,0,0,2726.0,2011,"39,0064",2016,2626,2016,2016,41.0
3,11,41,41035,41035,Monte Grimano Terme,,PU,0,0,1166.0,2011,"23,9678",2016,1107,2016,2016,41.0
3,11,41,41036,41036,Montelabbate,,PU,0,0,6719.0,2011,"19,5650",2016,6851,2016,2016,41.0
3,11,41,41037,41037,Montemaggiore al Metauro,,PU,0,0,2812.0,2011,"13,3123",2016,2882,2016,2016,41.0
3,11,41,41038,41038,Monte Porzio,,PU,0,0,2802.0,2011,"18,2874",2016,2846,2016,2016,41.0
3,11,41,41040,41040,Orciano di Pesaro,,PU,0,0,2157.0,2011,"23,7944",2016,2036,2016,2016,41.0
3,11,41,41041,41041,Peglio,,PU,0,0,735.0,2011,"21,3607",2016,718,2016,2016,41.0
3,11,41,41043,41043,Pergola,,PU,0,0,6555.0,2011,"112,3954",2016,6280,2016,2016,41.0
3,11,41,41044,41044,Pesaro,,PU,1,0,94237.0,2011,"126,7685",2016,94548,2016,2016,41.0
3,11,41,41045,41045,Petriano,,PU,0,0,2814.0,2011,"11,2713",2016,2768,2016,2016,41.0
3,11,41,41046,41046,Piagge,,PU,0,0,1018.0,2011,"9,9153",2016,1021,2016,2016,41.0
3,11,41,41047,41047,Piandimeleto,,PU,0,0,2146.0,2011,"39,9011",2016,2153,2016,2016,41.0
3,11,41,41048,41048,Pietrarubbia,,PU,0,0,689.0,2011,"13,2885",2016,648,2016,2016,41.0
3,11,41,41049,41049,Piobbico,,PU,0,0,2109.0,2011,"48,1975",2016,2020,2016,2016,41.0
3,11,41,41050,41050,Saltara,,PU,0,0,6772.0,2011,"9,9853",2016,6806,2016,2016,41.0
3,11,41,41051,41051,San Costanzo,,PU,0,0,4841.0,2011,"40,8860",2016,4697,2016,2016,41.0
3,11,41,41052,41052,San Giorgio di Pesaro,,PU,0,0,1448.0,2011,"19,3992",2016,1351,2016,2016,41.0
3,11,41,41054,41054,San Lorenzo in Campo,,PU,0,0,3496.0,2011,"28,7980",2016,3381,2016,2016,41.0
3,11,41,41057,41057,Sant'Angelo in Vado,,PU,0,0,4107.0,2011,"67,3367",2016,4090,2016,2016,41.0
3,11,41,41058,41058,Sant'Ippolito,,PU,0,0,1574.0,2011,"19,8757",2016,1529,2016,2016,41.0
3,11,41,41059,41059,Sassocorvaro,,PU,0,0,3456.0,2011,"66,9073",2016,3441,2016,2016,41.0
3,11,41,41060,41060,Sassofeltrio,,PU,0,0,1445.0,2011,"21,0784",2016,1418,2016,2016,41.0
3,11,41,41061,41061,Serra Sant'Abbondio,,PU,0,0,1099.0,2011,"32,8009",2016,1008,2016,2016,41.0
3,11,41,41062,41062,Serrungarina,,PU,0,0,2582.0,2011,"22,8703",2016,2640,2016,2016,41.0
3,11,41,41064,41064,Tavoleto,,PU,0,0,894.0,2011,"12,4065",2016,855,2016,2016,41.0
3,11,41,41065,41065,Tavullia,,PU,0,0,7866.0,2011,"42,0639",2016,7990,2016,2016,41.0
3,11,41,41066,41066,Urbania,,PU,0,0,7077.0,2011,"77,5329",2016,7046,2016,2016,41.0
3,11,41,41067,41067,Urbino,,PU,0,0,15501.0,2011,"226,4923",2016,14685,2016,2016,41.0
3,11,41,41068,41068,Vallefoglia,,PU,0,0,14814.0,2011,"39,5691",2016,14912,2016,2016,41.0
3,11,42,42001,42001,Agugliano,,AN,0,0,4870.0,2011,"21,8901",2016,4914,2016,2016,42.0
3,11,42,42002,42002,Ancona,,AN,1,1,100497.0,2011,"124,8683",2016,99373,2016,2016,42.0
3,11,42,42003,42003,Arcevia,,AN,0,0,4914.0,2011,"128,3310",2016,4481,2016,2016,42.0
3,11,42,42004,42004,Barbara,,AN,0,0,1408.0,2011,"11,0386",2016,1333,2016,2016,42.0
3,11,42,42005,42005,Belvedere Ostrense,,AN,0,0,2288.0,2011,"29,4501",2016,2204,2016,2016,42.0
3,11,42,42006,42006,Camerano,,AN,0,0,7213.0,2011,"20,0041",2016,7298,2016,2016,42.0
3,11,42,42007,42007,Camerata Picena,,AN,0,0,2419.0,2011,"11,8916",2016,2569,2016,2016,42.0
3,11,42,42008,42008,Castelbellino,,AN,0,0,4763.0,2011,"6,0471",2016,4938,2016,2016,42.0
3,11,42,42010,42010,Castelfidardo,,AN,0,0,18645.0,2011,"33,3901",2016,18468,2016,2016,42.0
3,11,42,42011,42011,Castelleone di Suasa,,AN,0,0,1702.0,2011,"15,9198",2016,1637,2016,2016,42.0
3,11,42,42012,42012,Castelplanio,,AN,0,0,3482.0,2011,"15,3181",2016,3623,2016,2016,42.0
3,11,42,42013,42013,Cerreto d'Esi,,AN,0,0,3967.0,2011,"16,9129",2016,3672,2016,2016,42.0
3,11,42,42014,42014,Chiaravalle,,AN,0,0,14858.0,2011,"17,6020",2016,14851,2016,2016,42.0
3,11,42,42015,42015,Corinaldo,,AN,0,0,5106.0,2011,"49,2789",2016,4970,2016,2016,42.0
3,11,42,42016,42016,Cupramontana,,AN,0,0,4838.0,2011,"27,4029",2016,4685,2016,2016,42.0
3,11,42,42017,42017,Fabriano,,AN,0,0,31020.0,2011,"272,0776",2016,31181,2016,2016,42.0
3,11,42,42018,42018,Falconara Marittima,,AN,0,0,26710.0,2011,"25,8148",2016,26186,2016,2016,42.0
3,11,42,42019,42019,Filottrano,,AN,0,0,9622.0,2011,"71,2015",2016,9394,2016,2016,42.0
3,11,42,42020,42020,Genga,,AN,0,0,1875.0,2011,"73,1543",2016,1798,2016,2016,42.0
3,11,42,42021,42021,Jesi,,AN,0,0,40303.0,2011,"108,9032",2016,40015,2016,2016,42.0
3,11,42,42022,42022,Loreto,,AN,0,0,12533.0,2011,"17,8954",2016,12922,2016,2016,42.0
3,11,42,42023,42023,Maiolati Spontini,,AN,0,0,6175.0,2011,"21,4923",2016,6191,2016,2016,42.0
3,11,42,42024,42024,Mergo,,AN,0,0,1083.0,2011,"7,2775",2016,1023,2016,2016,42.0
3,11,42,42025,42025,Monsano,,AN,0,0,3353.0,2011,"14,6644",2016,3409,2016,2016,42.0
3,11,42,42026,42026,Montecarotto,,AN,0,0,2080.0,2011,"24,3854",2016,1980,2016,2016,42.0
3,11,42,42027,42027,Montemarciano,,AN,0,0,10110.0,2011,"22,3106",2016,9948,2016,2016,42.0
3,11,42,42029,42029,Monte Roberto,,AN,0,0,3026.0,2011,"13,5694",2016,3072,2016,2016,42.0
3,11,42,42030,42030,Monte San Vito,,AN,0,0,6706.0,2011,"21,8135",2016,6841,2016,2016,42.0
3,11,42,42031,42031,Morro d'Alba,,AN,0,0,1977.0,2011,"19,4605",2016,1897,2016,2016,42.0
3,11,42,42032,42032,Numana,,AN,0,0,3716.0,2011,"10,9349",2016,3755,2016,2016,42.0
3,11,42,42033,42033,Offagna,,AN,0,0,1880.0,2011,"10,6305",2016,1984,2016,2016,42.0
3,11,42,42034,42034,Osimo,,AN,0,0,33991.0,2011,"106,7377",2016,34823,2016,2016,42.0
3,11,42,42035,42035,Ostra,,AN,0,0,6743.0,2011,"47,2517",2016,6781,2016,2016,42.0
3,11,42,42036,42036,Ostra Vetere,,AN,0,0,3471.0,2011,"30,0164",2016,3325,2016,2016,42.0
3,11,42,42037,42037,Poggio San Marcello,,AN,0,0,731.0,2011,"13,3629",2016,683,2016,2016,42.0
3,11,42,42038,42038,Polverigi,,AN,0,0,4327.0,2011,"24,9832",2016,4597,2016,2016,42.0
3,11,42,42040,42040,Rosora,,AN,0,0,1988.0,2011,"9,4061",2016,1967,2016,2016,42.0
3,11,42,42041,42041,San Marcello,,AN,0,0,2069.0,2011,"25,7778",2016,2045,2016,2016,42.0
3,11,42,42042,42042,San Paolo di Jesi,,AN,0,0,902.0,2011,"10,1118",2016,916,2016,2016,42.0
3,11,42,42043,42043,Santa Maria Nuova,,AN,0,0,4199.0,2011,"18,2869",2016,4194,2016,2016,42.0
3,11,42,42044,42044,Sassoferrato,,AN,0,0,7532.0,2011,"137,2273",2016,7196,2016,2016,42.0
3,11,42,42045,42045,Senigallia,,AN,0,0,44361.0,2011,"117,7689",2016,44415,2016,2016,42.0
3,11,42,42046,42046,Serra de' Conti,,AN,0,0,3722.0,2011,"24,5430",2016,3747,2016,2016,42.0
3,11,42,42047,42047,Serra San Quirico,,AN,0,0,2967.0,2011,"49,3330",2016,2805,2016,2016,42.0
3,11,42,42048,42048,Sirolo,,AN,0,0,3856.0,2011,"16,6769",2016,4034,2016,2016,42.0
3,11,42,42049,42049,Staffolo,,AN,0,0,2290.0,2011,"27,4964",2016,2249,2016,2016,42.0
3,11,42,42050,42050,Trecastelli,,AN,0,0,7577.0,2011,"39,3019",2016,7709,2016,2016,42.0
3,11,43,43001,43001,Acquacanina,,MC,0,0,122.0,2011,"26,8109",2016,115,2016,2016,43.0
3,11,43,43002,43002,Apiro,,MC,0,0,2421.0,2011,"53,7792",2016,2261,2016,2016,43.0
3,11,43,43003,43003,Appignano,,MC,0,0,4212.0,2011,"22,6722",2016,4203,2016,2016,43.0
3,11,43,43004,43004,Belforte del Chienti,,MC,0,0,1860.0,2011,"16,0545",2016,1850,2016,2016,43.0
3,11,43,43005,43005,Bolognola,,MC,0,0,161.0,2011,"25,8647",2016,138,2016,2016,43.0
3,11,43,43006,43006,Caldarola,,MC,0,0,1839.0,2011,"29,2218",2016,1803,2016,2016,43.0
3,11,43,43007,43007,Camerino,,MC,0,0,6902.0,2011,"129,8821",2016,7020,2016,2016,43.0
3,11,43,43008,43008,Camporotondo di Fiastrone,,MC,0,0,589.0,2011,"8,8058",2016,545,2016,2016,43.0
3,11,43,43009,43009,Castelraimondo,,MC,0,0,4741.0,2011,"44,8463",2016,4567,2016,2016,43.0
3,11,43,43010,43010,Castelsantangelo sul Nera,,MC,0,0,310.0,2011,"70,6713",2016,277,2016,2016,43.0
3,11,43,43011,43011,Cessapalombo,,MC,0,0,546.0,2011,"27,5803",2016,503,2016,2016,43.0
3,11,43,43012,43012,Cingoli,,MC,0,0,10509.0,2011,"148,1969",2016,10245,2016,2016,43.0
3,11,43,43013,43013,Civitanova Marche,,MC,0,0,40217.0,2011,"46,0658",2016,41836,2016,2016,43.0
3,11,43,43014,43014,Colmurano,,MC,0,0,1278.0,2011,"11,1987",2016,1256,2016,2016,43.0
3,11,43,43015,43015,Corridonia,,MC,0,0,15322.0,2011,"61,9643",2016,15404,2016,2016,43.0
3,11,43,43016,43016,Esanatoglia,,MC,0,0,2147.0,2011,"47,9090",2016,2016,2016,2016,43.0
3,11,43,43017,43017,Fiastra,,MC,0,0,578.0,2011,"57,6690",2016,553,2016,2016,43.0
3,11,43,43018,43018,Fiordimonte,,MC,0,0,207.0,2011,"21,3981",2016,212,2016,2016,43.0
3,11,43,43019,43019,Fiuminata,,MC,0,0,1497.0,2011,"76,2168",2016,1379,2016,2016,43.0
3,11,43,43020,43020,Gagliole,,MC,0,0,655.0,2011,"24,0501",2016,642,2016,2016,43.0
3,11,43,43021,43021,Gualdo,,MC,0,0,868.0,2011,"22,2234",2016,797,2016,2016,43.0
3,11,43,43022,43022,Loro Piceno,,MC,0,0,2481.0,2011,"32,5783",2016,2418,2016,2016,43.0
3,11,43,43023,43023,Macerata,,MC,1,0,42019.0,2011,"92,5263",2016,42149,2016,2016,43.0
3,11,43,43024,43024,Matelica,,MC,0,0,10178.0,2011,"81,1000",2016,9875,2016,2016,43.0
3,11,43,43025,43025,Mogliano,,MC,0,0,4773.0,2011,"29,2582",2016,4612,2016,2016,43.0
3,11,43,43026,43026,Montecassiano,,MC,0,0,7185.0,2011,"33,3569",2016,7137,2016,2016,43.0
3,11,43,43027,43027,Monte Cavallo,,MC,0,0,149.0,2011,"38,5079",2016,132,2016,2016,43.0
3,11,43,43028,43028,Montecosaro,,MC,0,0,6918.0,2011,"21,8779",2016,7116,2016,2016,43.0
3,11,43,43029,43029,Montefano,,MC,0,0,3555.0,2011,"33,9412",2016,3484,2016,2016,43.0
3,11,43,43030,43030,Montelupone,,MC,0,0,3658.0,2011,"32,6715",2016,3577,2016,2016,43.0
3,11,43,43031,43031,Monte San Giusto,,MC,0,0,8071.0,2011,"20,0369",2016,7885,2016,2016,43.0
3,11,43,43032,43032,Monte San Martino,,MC,0,0,792.0,2011,"18,4669",2016,746,2016,2016,43.0
3,11,43,43033,43033,Morrovalle,,MC,0,0,10287.0,2011,"42,5803",2016,10112,2016,2016,43.0
3,11,43,43034,43034,Muccia,,MC,0,0,929.0,2011,"25,9085",2016,913,2016,2016,43.0
3,11,43,43035,43035,Penna San Giovanni,,MC,0,0,1154.0,2011,"28,0835",2016,1068,2016,2016,43.0
3,11,43,43036,43036,Petriolo,,MC,0,0,1977.0,2011,"15,6459",2016,1980,2016,2016,43.0
3,11,43,43037,43037,Pievebovigliana,,MC,0,0,844.0,2011,"27,2146",2016,821,2016,2016,43.0
3,11,43,43038,43038,Pieve Torina,,MC,0,0,1483.0,2011,"74,7979",2016,1443,2016,2016,43.0
3,11,43,43039,43039,Pioraco,,MC,0,0,1250.0,2011,"19,4522",2016,1162,2016,2016,43.0
3,11,43,43040,43040,Poggio San Vicino,,MC,0,0,297.0,2011,"13,0308",2016,248,2016,2016,43.0
3,11,43,43041,43041,Pollenza,,MC,0,0,6583.0,2011,"39,5473",2016,6637,2016,2016,43.0
3,11,43,43042,43042,Porto Recanati,,MC,0,0,11495.0,2011,"17,2489",2016,12153,2016,2016,43.0
3,11,43,43043,43043,Potenza Picena,,MC,0,0,15843.0,2011,"48,5522",2016,15797,2016,2016,43.0
3,11,43,43044,43044,Recanati,,MC,0,0,21416.0,2011,"103,4588",2016,21140,2016,2016,43.0
3,11,43,43045,43045,Ripe San Ginesio,,MC,0,0,860.0,2011,"10,1694",2016,850,2016,2016,43.0
3,11,43,43046,43046,San Ginesio,,MC,0,0,3644.0,2011,"78,0195",2016,3472,2016,2016,43.0
3,11,43,43047,43047,San Severino Marche,,MC,0,0,13018.0,2011,"194,2547",2016,12647,2016,2016,43.0
3,11,43,43048,43048,Sant'Angelo in Pontano,,MC,0,0,1483.0,2011,"27,3837",2016,1420,2016,2016,43.0
3,11,43,43049,43049,Sarnano,,MC,0,0,3367.0,2011,"63,1659",2016,3235,2016,2016,43.0
3,11,43,43050,43050,Sefro,,MC,0,0,431.0,2011,"42,5370",2016,413,2016,2016,43.0
3,11,43,43051,43051,Serrapetrona,,MC,0,0,1008.0,2011,"37,6468",2016,957,2016,2016,43.0
3,11,43,43052,43052,Serravalle di Chienti,,MC,0,0,1085.0,2011,"95,9871",2016,1053,2016,2016,43.0
3,11,43,43053,43053,Tolentino,,MC,0,0,20336.0,2011,"95,1181",2016,19709,2016,2016,43.0
3,11,43,43054,43054,Treia,,MC,0,0,9745.0,2011,"93,5356",2016,9412,2016,2016,43.0
3,11,43,43055,43055,Urbisaglia,,MC,0,0,2712.0,2011,"22,8633",2016,2597,2016,2016,43.0
3,11,43,43056,43056,Ussita,,MC,0,0,420.0,2011,"55,2948",2016,444,2016,2016,43.0
3,11,43,43057,43057,Visso,,MC,0,0,1180.0,2011,"100,4148",2016,1106,2016,2016,43.0
3,11,44,44001,44001,Acquasanta Terme,,AP,0,0,3050.0,2011,"138,3914",2016,2868,2016,2016,44.0
3,11,44,44002,44002,Acquaviva Picena,,AP,0,0,3848.0,2011,"21,0624",2016,3793,2016,2016,44.0
3,11,44,44005,44005,Appignano del Tronto,,AP,0,0,1852.0,2011,"23,1943",2016,1775,2016,2016,44.0
3,11,44,44006,44006,Arquata del Tronto,,AP,0,0,1287.0,2011,"92,1821",2016,1144,2016,2016,44.0
3,11,44,44007,44007,Ascoli Piceno,,AP,1,0,49958.0,2011,"158,0203",2016,48960,2016,2016,44.0
3,11,44,44010,44010,Carassai,,AP,0,0,1116.0,2011,"22,2382",2016,1092,2016,2016,44.0
3,11,44,44011,44011,Castel di Lama,,AP,0,0,8470.0,2011,"10,9762",2016,8637,2016,2016,44.0
3,11,44,44012,44012,Castignano,,AP,0,0,2947.0,2011,"38,7952",2016,2785,2016,2016,44.0
3,11,44,44013,44013,Castorano,,AP,0,0,2322.0,2011,"14,0833",2016,2371,2016,2016,44.0
3,11,44,44014,44014,Colli del Tronto,,AP,0,0,3566.0,2011,"5,9390",2016,3696,2016,2016,44.0
3,11,44,44015,44015,Comunanza,,AP,0,0,3204.0,2011,"54,3954",2016,3121,2016,2016,44.0
3,11,44,44016,44016,Cossignano,,AP,0,0,1015.0,2011,"14,9507",2016,979,2016,2016,44.0
3,11,44,44017,44017,Cupra Marittima,,AP,0,0,5378.0,2011,"17,3366",2016,5401,2016,2016,44.0
3,11,44,44020,44020,Folignano,,AP,0,0,9302.0,2011,"14,8568",2016,9296,2016,2016,44.0
3,11,44,44021,44021,Force,,AP,0,0,1428.0,2011,"34,3072",2016,1307,2016,2016,44.0
3,11,44,44023,44023,Grottammare,,AP,0,0,15615.0,2011,"17,9947",2016,16072,2016,2016,44.0
3,11,44,44027,44027,Maltignano,,AP,0,0,2483.0,2011,"8,1726",2016,2391,2016,2016,44.0
3,11,44,44029,44029,Massignano,,AP,0,0,1655.0,2011,"16,3038",2016,1637,2016,2016,44.0
3,11,44,44031,44031,Monsampolo del Tronto,,AP,0,0,4563.0,2011,"15,4334",2016,4536,2016,2016,44.0
3,11,44,44032,44032,Montalto delle Marche,,AP,0,0,2260.0,2011,"33,9400",2016,2101,2016,2016,44.0
3,11,44,44034,44034,Montedinove,,AP,0,0,505.0,2011,"11,9333",2016,503,2016,2016,44.0
3,11,44,44036,44036,Montefiore dell'Aso,,AP,0,0,2180.0,2011,"28,2074",2016,2100,2016,2016,44.0
3,11,44,44038,44038,Montegallo,,AP,0,0,573.0,2011,"48,4639",2016,517,2016,2016,44.0
3,11,44,44044,44044,Montemonaco,,AP,0,0,635.0,2011,"67,7926",2016,586,2016,2016,44.0
3,11,44,44045,44045,Monteprandone,,AP,0,0,12211.0,2011,"26,3736",2016,12628,2016,2016,44.0
3,11,44,44054,44054,Offida,,AP,0,0,5215.0,2011,"49,6025",2016,4988,2016,2016,44.0
3,11,44,44056,44056,Palmiano,,AP,0,0,214.0,2011,"12,6977",2016,189,2016,2016,44.0
3,11,44,44063,44063,Ripatransone,,AP,0,0,4341.0,2011,"74,2773",2016,4286,2016,2016,44.0
3,11,44,44064,44064,Roccafluvione,,AP,0,0,2061.0,2011,"60,6319",2016,2005,2016,2016,44.0
3,11,44,44065,44065,Rotella,,AP,0,0,936.0,2011,"27,4373",2016,892,2016,2016,44.0
3,11,44,44066,44066,San Benedetto del Tronto,,AP,0,0,46963.0,2011,"25,4053",2016,47475,2016,2016,44.0
3,11,44,44071,44071,Spinetoli,,AP,0,0,7108.0,2011,"12,5824",2016,7237,2016,2016,44.0
3,11,44,44073,44073,Venarotta,,AP,0,0,2146.0,2011,"30,2096",2016,2072,2016,2016,44.0
3,9,45,45001,45001,Aulla,,MS,0,0,11284.0,2011,"59,9874",2016,10975,2016,2016,45.0
3,9,45,45002,45002,Bagnone,,MS,0,0,1926.0,2011,"73,9351",2016,1847,2016,2016,45.0
3,9,45,45003,45003,Carrara,,MS,0,0,64689.0,2011,"71,2778",2016,62284,2016,2016,45.0
3,9,45,45004,45004,Casola in Lunigiana,,MS,0,0,1003.0,2011,"41,5412",2016,1001,2016,2016,45.0
3,9,45,45005,45005,Comano,,MS,0,0,755.0,2011,"53,8314",2016,705,2016,2016,45.0
